Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,19239.0,19936.0,20630.0,20948.0,7826.0,5697.0
Other Revenues,1050.0,1210.0,1335.0,1480.0,1222.0,1169.0
Total Revenues,20289.0,21146.0,21965.0,22428.0,9048.0,6866.0
Cost Of Revenues,12917.0,13830.0,14720.0,15408.0,10923.0,10133.0
Gross Profit,7372.0,7316.0,7245.0,7020.0,"(1,875.0)","(3,267.0)"
Selling General & Admin Expenses,244.0,238.0,227.0,225.0,168.0,168.0
Depreciation & Amortization,1098.0,1197.0,1201.0,1219.0,1255.0,1256.0
Other Operating Expense/(Income),2199.0,2527.0,2637.0,2628.0,1743.0,1508.0
Total Operating Expenses,3541.0,3962.0,4065.0,4072.0,3166.0,2932.0
Operating Income,3831.0,3354.0,3180.0,2948.0,"(5,041.0)","(6,199.0)"
Interest Expense,(75.0),(65.0),(93.0),(82.0),(342.0),(398.0)
Interest And Investment Income,24.0,35.0,69.0,90.0,32.0,17.0
Net Interest Expenses,(51.0),(30.0),(24.0),8.0,(310.0),(381.0)
Other Non Operating Income (Expenses),(6.0),(98.0),(6.0),1.0,8.0,70.0
"EBT, Excl. Unusual Items",3774.0,3226.0,3150.0,2957.0,"(5,343.0)","(6,510.0)"
"EBT, Incl. Unusual Items",3450.0,3265.0,3164.0,2957.0,"(4,256.0)","(3,966.0)"
Income Tax Expense,1267.0,(92.0),699.0,657.0,"(1,182.0)","(1,102.0)"
Earnings From Continuing Operations,2183.0,3357.0,2465.0,2300.0,"(3,074.0)","(2,864.0)"
Net Income to Company,2183.0,3357.0,2465.0,2300.0,"(3,074.0)","(2,864.0)"
Net Income,2183.0,3357.0,2465.0,2300.0,"(3,074.0)","(2,864.0)"
NI to Common Incl Extra Items,2183.0,3357.0,2465.0,2300.0,"(3,074.0)","(2,864.0)"
NI to Common Excl. Extra Items,2183.0,3357.0,2465.0,2300.0,"(3,074.0)","(2,864.0)"
Revenue Per Share,$32.36,$35.18,$38.33,$41.69,$16.01,$11.76
Basic EPS,$3.48,$5.59,$4.30,$4.28,($5.44),($4.90)
Basic EPS - Continuing Ops,$3.48,$5.59,$4.30,$4.28,($5.44),($4.90)
Basic Weighted Average Shares Outst.,627.0,601.0,573.0,538.0,565.0,584.0
Diluted EPS,$3.45,$5.57,$4.29,$4.27,($5.44),($4.91)
Diluted EPS - Continuing Ops,$3.45,$5.57,$4.29,$4.27,($5.44),($4.91)
Diluted Weighted Average Shares Outst.,633.0,603.0,574.0,539.0,565.0,584.0
Normalized Basic EPS,$3.76,$3.35,$3.44,$3.44,($5.91),($6.97)
Normalized Diluted EPS,$3.73,$3.34,$3.43,$3.43,($5.91),($6.97)
Dividend Per Share,$0.38,$0.48,$0.61,$0.70,$0.18,$0.00
Payout Ratio,10.17%,8.16%,13.47%,16.17%,NM,NM
EBITDA,4818.0,4383.0,4226.0,3990.0,"(3,989.0)","(5,146.0)"
EBITA,3848.0,3367.0,3180.0,2948.0,"(5,041.0)","(6,199.0)"
EBIT,3831.0,3354.0,3180.0,2948.0,"(5,041.0)","(6,199.0)"
EBITDAR,5750.0,5675.0,5560.0,5642.0,"(2,423.0)",
Effective Tax Rate,36.7%,NM,22.1%,22.2%,NM,NM
Normalized Net Income,2358.8,2016.3,1968.8,1848.1,"(3,339.4)","(4,068.8)"
Interest Capitalized,47.0,49.0,38.0,36.0,35.0,
Interest on Long-Term Debt,122.0,114.0,131.0,118.0,349.0,
Foreign Sales,383.0,489.0,566.0,615.0,184.0,
