Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,17509.0,20428.0,23771.0,23571.0,19811.0,19811.0
Total Revenues,17509.0,20428.0,23771.0,23571.0,19811.0,19811.0
Cost Of Revenues,13051.0,15328.0,18034.0,17591.0,14917.0,14917.0
Gross Profit,4458.0,5100.0,5737.0,5980.0,4894.0,4894.0
Selling General & Admin Expenses,2051.0,2429.0,2437.0,2383.0,2060.0,2060.0
R&D Expenses,637.0,754.0,902.0,1001.0,906.0,906.0
Other Operating Expense/(Income),(11.0),(60.0),6.0,12.0,16.0,16.0
Total Operating Expenses,2677.0,3123.0,3345.0,3396.0,2982.0,2982.0
Operating Income,1781.0,1977.0,2392.0,2584.0,1912.0,1912.0
Interest Expense,(69.0),(81.0),(114.0),(109.0),(100.0),(100.0)
Interest And Investment Income,28.0,18.0,,46.0,21.0,21.0
Net Interest Expenses,(41.0),(63.0),(114.0),(63.0),(79.0),(79.0)
Currency Exchange Gains (Loss),(12.0),,,28.0,4.0,4.0
Other Non Operating Income (Expenses),(115.0),94.0,81.0,87.0,70.0,70.0
"EBT, Excl. Unusual Items",1914.0,2365.0,2753.0,2966.0,2359.0,2359.0
"EBT, Incl. Unusual Items",1930.0,2365.0,2753.0,2834.0,2338.0,2338.0
Income Tax Expense,474.0,1371.0,566.0,566.0,527.0,527.0
Earnings From Continuing Operations,1456.0,994.0,2187.0,2268.0,1811.0,1811.0
Net Income to Company,1456.0,994.0,2187.0,2268.0,1811.0,1811.0
Minority Interest,(62.0),5.0,(46.0),(8.0),(22.0),(22.0)
Net Income,1394.0,999.0,2141.0,2260.0,1789.0,1789.0
NI to Common Incl Extra Items,1394.0,999.0,2141.0,2260.0,1789.0,1789.0
NI to Common Excl. Extra Items,1394.0,999.0,2141.0,2260.0,1789.0,1789.0
Revenue Per Share,$103.58,$122.54,$146.55,$151.68,$133.68,$133.68
Basic EPS,$8.25,$5.99,$13.20,$14.54,$12.07,$12.07
Basic EPS - Continuing Ops,$8.25,$5.99,$13.20,$14.54,$12.07,$12.07
Basic Weighted Average Shares Outst.,169.0,166.7,162.2,155.4,148.2,148.2
Diluted EPS,$8.23,$5.97,$13.15,$14.48,$12.01,$12.01
Diluted EPS - Continuing Ops,$8.23,$5.97,$13.15,$14.48,$12.01,$12.01
Diluted Weighted Average Shares Outst.,169.3,167.3,162.8,156.1,149.0,149.0
Normalized Basic EPS,$6.71,$8.90,$10.32,$11.88,$9.80,$9.80
Normalized Diluted EPS,$6.70,$8.87,$10.29,$11.82,$9.75,$9.75
Dividend Per Share,$4.00,$4.21,$4.44,$4.90,$5.28,$5.28
Payout Ratio,48.49%,70.17%,33.54%,33.67%,43.71%,43.71%
EBITDA,2308.0,2557.0,3001.0,3253.0,2582.0,2582.0
EBITA,1873.0,2089.0,2545.0,2759.0,2077.0,2077.0
EBIT,1781.0,1977.0,2392.0,2584.0,1912.0,1912.0
EBITDAR,2518.0,,3218.0,3473.0,2785.0,2785.0
Effective Tax Rate,24.6%,58.0%,20.6%,20.0%,22.5%,22.5%
Normalized Net Income,1134.3,1483.1,1674.6,1845.8,1452.4,1452.4
Interest Capitalized,6.0,4.0,2.0,3.0,2.0,2.0
Interest on Long-Term Debt,,,,9.0,4.0,4.0
R&D Expense From Footnotes,768.0,891.0,1022.0,1091.0,992.0,992.0
Foreign Sales,8033.0,9418.0,10553.0,10052.0,9206.0,9206.0
