Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,5925.0,7894.0,8264.0,8781.0,3566.0,2727.0
Total Revenues,5925.0,7894.0,8264.0,8781.0,3566.0,2727.0
Cost Of Revenues,3461.0,5268.0,6175.0,6290.0,4246.0,3894.0
Gross Profit,2464.0,2626.0,2089.0,2491.0,(680.0),"(1,167.0)"
Selling General & Admin Expenses,248.0,368.0,326.0,313.0,101.0,79.0
Depreciation & Amortization,363.0,372.0,398.0,423.0,420.0,409.0
Other Operating Expense/(Income),443.0,562.0,572.0,684.0,510.0,472.0
Total Operating Expenses,1054.0,1302.0,1296.0,1420.0,1031.0,960.0
Operating Income,1410.0,1324.0,793.0,1071.0,"(1,711.0)","(2,127.0)"
Interest Expense,(30.0),(86.0),(73.0),(63.0),(87.0),(106.0)
Interest And Investment Income,27.0,34.0,38.0,42.0,31.0,29.0
Net Interest Expenses,(3.0),(52.0),(35.0),(21.0),(56.0),(77.0)
Other Non Operating Income (Expenses),12.0,(3.0),(11.0),(1.0),2.0,7.0
"EBT, Excl. Unusual Items",1419.0,1269.0,747.0,1049.0,"(1,765.0)","(2,197.0)"
"EBT, Incl. Unusual Items",1316.0,1159.0,585.0,1016.0,"(1,840.0)","(1,696.0)"
Income Tax Expense,519.0,199.0,148.0,247.0,(516.0),(473.0)
Earnings From Continuing Operations,797.0,960.0,437.0,769.0,"(1,324.0)","(1,223.0)"
Net Income to Company,797.0,960.0,437.0,769.0,"(1,324.0)","(1,223.0)"
Net Income,797.0,960.0,437.0,769.0,"(1,324.0)","(1,223.0)"
NI to Common Incl Extra Items,797.0,960.0,437.0,769.0,"(1,324.0)","(1,223.0)"
NI to Common Excl. Extra Items,797.0,960.0,437.0,769.0,"(1,324.0)","(1,223.0)"
Revenue Per Share,$47.95,$64.07,$67.06,$71.23,$28.89,$22.02
Basic EPS,$6.45,$7.79,$3.55,$6.24,($10.72),($9.88)
Basic EPS - Continuing Ops,$6.45,$7.79,$3.55,$6.24,($10.72),($9.88)
Basic Weighted Average Shares Outst.,123.6,123.2,123.2,123.3,123.5,123.8
Diluted EPS,$6.41,$7.75,$3.52,$6.19,($10.72),($9.88)
Diluted EPS - Continuing Ops,$6.41,$7.75,$3.52,$6.19,($10.72),($9.88)
Diluted Weighted Average Shares Outst.,124.4,123.9,124.0,124.3,123.5,123.8
Normalized Basic EPS,$7.18,$6.44,$3.79,$5.32,($8.94),($11.09)
Normalized Diluted EPS,$7.13,$6.40,$3.77,$5.28,($8.94),($11.09)
Dividend Per Share,$1.10,$1.20,$1.28,$1.40,$0.38,$0.00
Payout Ratio,17.06%,15.42%,36.16%,22.50%,NM,NM
EBITDA,1773.0,1696.0,1191.0,1494.0,"(1,291.0)","(1,718.0)"
EBITA,1410.0,1324.0,793.0,1071.0,"(1,711.0)","(2,127.0)"
EBIT,1410.0,1324.0,793.0,1071.0,"(1,711.0)","(2,127.0)"
EBITDAR,2088.0,2248.0,1810.0,2168.0,(685.0),
Effective Tax Rate,39.4%,17.2%,25.3%,24.3%,NM,NM
Normalized Net Income,886.9,793.1,466.9,655.6,"(1,103.1)","(1,373.1)"
Interest Capitalized,25.0,17.0,18.0,15.0,11.0,
Interest on Long-Term Debt,55.0,103.0,91.0,78.0,98.0,
