Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,4990.1,5027.2,4647.5,4445.4,4445.1,4521.5
Total Revenues,4990.1,5027.2,4647.5,4445.4,4445.1,4521.5
Cost Of Revenues,1885.6,1955.1,1906.3,1828.6,1871.4,1911.5
Gross Profit,3104.5,3072.1,2741.2,2616.8,2573.7,2610.0
Selling General & Admin Expenses,1186.0,1175.6,1158.5,1167.0,1169.6,1184.9
R&D Expenses,1013.7,980.7,1003.2,955.7,958.4,980.6
Total Operating Expenses,2199.7,2156.3,2161.7,2122.7,2128.0,2165.5
Operating Income,904.8,915.8,579.5,494.1,445.7,444.5
Interest Expense,(97.7),(101.2),(103.2),(88.7),(77.0),(77.0)
Interest And Investment Income,35.4,53.0,72.7,79.1,36.3,36.3
Net Interest Expenses,(62.3),(48.2),(30.5),(9.6),(40.7),(40.7)
Currency Exchange Gains (Loss),(0.5),(1.8),,,,
Other Non Operating Income (Expenses),2.3,(0.9),(1.6),0.9,(5.5),0.6
"EBT, Excl. Unusual Items",844.3,864.9,547.4,485.4,399.5,404.4
"EBT, Incl. Unusual Items",827.4,811.8,532.7,414.4,265.2,199.1
Income Tax Expense,234.7,505.6,(34.2),69.4,7.4,(7.2)
Earnings From Continuing Operations,592.7,306.2,566.9,345.0,257.8,206.3
Net Income to Company,592.7,306.2,566.9,345.0,257.8,206.3
Net Income,592.7,306.2,566.9,345.0,257.8,206.3
NI to Common Incl Extra Items,592.7,306.2,566.9,345.0,257.8,206.3
NI to Common Excl. Extra Items,592.7,306.2,566.9,345.0,257.8,206.3
Revenue Per Share,$13.07,$13.31,$13.32,$12.95,$13.45,$13.73
Basic EPS,$1.55,$0.81,$1.62,$1.01,$0.78,$0.63
Basic EPS - Continuing Ops,$1.55,$0.81,$1.62,$1.01,$0.78,$0.63
Basic Weighted Average Shares Outst.,381.7,377.7,349.0,343.2,330.4,329.3
Diluted EPS,$1.53,$0.80,$1.60,$0.99,$0.77,$0.62
Diluted EPS - Continuing Ops,$1.53,$0.80,$1.60,$0.99,$0.77,$0.62
Diluted Weighted Average Shares Outst.,387.8,384.2,354.4,348.2,335.2,333.0
Normalized Basic EPS,$1.38,$1.43,$0.98,$0.88,$0.76,$0.77
Normalized Diluted EPS,$1.36,$1.41,$0.97,$0.87,$0.74,$0.76
Dividend Per Share,$0.40,$0.40,$0.72,$0.76,$0.80,$0.60
Payout Ratio,25.73%,49.12%,43.98%,75.39%,102.44%,
EBITDA,1105.6,1136.1,790.1,712.8,652.5,657.7
EBITA,921.1,933.3,596.9,528.8,486.3,485.1
EBIT,904.8,915.8,579.5,494.1,445.7,444.5
EBITDAR,1143.5,1175.4,,775.7,716.7,
Effective Tax Rate,28.4%,62.3%,NM,16.7%,2.8%,NM
Normalized Net Income,527.7,540.6,342.1,303.4,249.7,252.8
Interest on Long-Term Debt,97.7,101.2,103.2,88.7,77.0,
R&D Expense From Footnotes,1013.7,980.7,1003.2,955.7,958.4,980.6
Foreign Sales,2253.1,2314.6,2308.4,2145.6,2211.2,
