Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,14.49%,20.22%,17.00%,8.48%,8.31%
Total Interest And Dividend Income,18.12%,47.66%,27.78%,(9.91%),(11.06%)
Gain (Loss) on Sale of Investments,(2.94%),,,58.38%,"4,431.75%"
Other Revenues,14.13%,26.80%,20.29%,9.38%,6.74%
Total Revenues,14.51%,19.16%,22.04%,9.33%,14.70%
Policy Benefits,11.42%,15.49%,17.26%,(1.37%),0.81%
Policy Acquisition / Underwriting Costs,15.92%,20.76%,18.15%,10.56%,8.39%
Other Operating Expenses,19.02%,22.47%,33.41%,14.87%,10.09%
Total Operating Expenses,12.45%,16.73%,17.55%,4.76%,5.83%
Operating Income,42.42%,45.23%,60.66%,38.13%,80.17%
"Interest Expense, Total",(8.66%),(8.75%),(13.93%),(14.39%),(18.44%)
"EBT, Excl. Unusual Items",45.43%,47.91%,63.11%,39.01%,82.80%
"EBT, Incl. Unusual Items",45.43%,47.91%,63.11%,39.01%,82.80%
Income Tax Expense,30.79%,0.33%,117.53%,24.43%,92.94%
Earnings From Continuing Operations,51.16%,64.01%,51.85%,43.33%,80.34%
Net Income to Company,51.16%,64.01%,51.85%,43.33%,80.34%
Minority Interest,-77.48%,-3.39%,(70.18%),,0.00%
Net Income,54.43%,64.26%,51.81%,43.68%,80.78%
Pref. Dividends and Other Adj.,,,25.70%,0.00%,0.00%
NI to Common Incl Extra Items,54.43%,62.91%,52.03%,43.98%,81.39%
NI to Common Excl. Extra Items,54.43%,62.91%,52.03%,43.98%,81.39%
Revenue Per Share,14.68%,18.84%,21.74%,9.13%,14.54%
Basic EPS,54.88%,62.55%,51.79%,43.81%,81.14%
Basic EPS - Continuing Ops,54.88%,62.55%,51.79%,43.81%,81.14%
Basic Weighted Average Shares Outst.,(0.15%),0.28%,0.24%,0.19%,0.14%
Diluted EPS,54.55%,62.50%,52.04%,43.75%,81.19%
Diluted EPS - Continuing Ops,54.55%,62.50%,52.04%,43.75%,81.19%
Diluted Weighted Average Shares Outst.,0.12%,0.17%,0.09%,0.07%,0.05%
Normalized Basic EPS,48.80%,47.83%,62.47%,39.11%,83.11%
Normalized Diluted EPS,48.52%,48.04%,62.98%,39.23%,83.28%
Dividend Per Share,65.40%,124.46%,5.58%,84.91%,84.91%
Payout Ratio,(50.67%),2.93%,64.56%,(34.24%),
EBITDA,39.77%,42.05%,57.44%,36.53%,75.63%
EBITA,41.09%,44.21%,59.20%,37.49%,77.77%
EBIT,42.42%,45.23%,60.66%,38.13%,80.17%
EBITDAR,38.46%,40.80%,56.91%,35.76%,
Effective Tax Rate,(10.09%),(32.15%),33.37%,(10.48%),5.55%
Normalized Net Income,49.04%,48.14%,63.09%,39.43%,83.37%
