Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,10.46%,(1.71%),34.29%,18.04%,0.00%
Total Revenues,10.46%,(1.71%),34.29%,18.04%,0.00%
Cost Of Revenues,11.92%,(1.95%),34.85%,(0.47%),0.00%
Gross Profit,8.74%,(1.41%),33.61%,40.71%,0.00%
Selling General & Admin Expenses,(3.10%),(2.40%),20.08%,23.21%,0.00%
R&D Expenses,6.72%,6.99%,(1.96%),(18.67%),0.00%
Depreciation & Amortization,9.43%,(6.17%),72.37%,14.36%,0.00%
Total Operating Expenses,8.26%,17.94%,26.65%,9.04%,0.00%
Operating Income,9.27%,(23.10%),45.56%,88.08%,0.00%
Interest Expense,-11.72%,-14.11%,(45.41%),(2.33%),0.00%
Interest And Investment Income,154.55%,100.00%,1.79%,(57.89%),0.00%
Net Interest Expenses,-18.70%,-29.11%,(61.59%),(16.39%),0.00%
Currency Exchange Gains (Loss),(211.11%),,,(942.86%),0.00%
Other Non Operating Income (Expenses),(34.78%),(66.67%),,(187.50%),0.00%
"EBT, Excl. Unusual Items",12.96%,(19.40%),48.13%,95.01%,0.00%
"EBT, Incl. Unusual Items",,(33.24%),437.30%,(12.04%),0.00%
Income Tax Expense,94.65%,(65.75%),115.54%,(15.38%),0.00%
Earnings From Continuing Operations,-91.26%,,826.65%,(11.10%),0.00%
Earnings Of Discontinued Operations,-90.57%,,,,0.00%
Net Income to Company,-91.03%,,658.95%,(3.22%),0.00%
Minority Interest,,(680.00%),(102.56%),,0.00%
Net Income,-81.88%,,722.58%,0.86%,0.00%
NI to Common Incl Extra Items,-81.88%,,722.58%,0.86%,0.00%
NI to Common Excl. Extra Items,-66.37%,,927.50%,(7.33%),0.00%
Revenue Per Share,9.88%,(1.68%),(2.63%),7.92%,0.00%
Basic EPS,-82.03%,,496.30%,(7.89%),0.00%
Basic EPS - Continuing Ops,-66.84%,,638.54%,(15.19%),0.00%
Basic Weighted Average Shares Outst.,0.57%,0.00%,37.90%,9.39%,0.00%
Diluted EPS,-82.03%,,495.67%,(7.82%),0.00%
Diluted EPS - Continuing Ops,-66.84%,,637.74%,(15.35%),0.00%
Diluted Weighted Average Shares Outst.,0.94%,0.00%,37.76%,9.36%,0.00%
Normalized Basic EPS,(37.98%),(23.43%),4.89%,97.21%,0.00%
Normalized Diluted EPS,(38.21%),(23.72%),5.50%,98.32%,0.00%
Dividend Per Share,92.31%,124.00%,0.00%,158.93%,0.00%
Payout Ratio,,,(83.08%),97.32%,0.00%
EBITDA,10.18%,(2.18%),36.57%,48.03%,0.00%
EBITA,10.64%,(21.33%),44.54%,81.77%,0.00%
EBIT,9.27%,(23.10%),45.56%,88.08%,0.00%
EBITDAR,10.02%,(1.87%),48.85%,42.37%,
Effective Tax Rate,,(48.70%),(59.88%),(3.79%),0.00%
Normalized Net Income,(37.60%),(23.64%),44.75%,116.12%,0.00%
Interest Capitalized,(33.33%),68.18%,(29.73%),(7.69%),
Interest on Long-Term Debt,(37.88%),,,1.67%,
R&D Expense From Footnotes,6.72%,6.99%,(1.96%),(18.67%),0.00%
Foreign Sales,10.26%,(1.19%),34.18%,17.99%,
