Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,16.64%,5.69%,8.69%,11.22%,0.00%
Total Revenues,16.64%,5.69%,8.69%,11.22%,0.00%
Cost Of Revenues,19.26%,2.47%,11.32%,6.34%,0.00%
Gross Profit,15.61%,6.99%,7.66%,13.19%,0.00%
Selling General & Admin Expenses,5.79%,9.12%,7.53%,5.47%,0.00%
Depreciation & Amortization,24.70%,21.52%,4.17%,10.00%,0.00%
Total Operating Expenses,8.03%,10.81%,7.03%,6.13%,0.00%
Operating Income,20.96%,4.59%,8.09%,17.87%,0.00%
Interest Expense,(33.95%),(3.70%),-10.71%,-6.86%,0.00%
Interest And Investment Income,46.79%,(6.25%),13.33%,(35.29%),0.00%
Net Interest Expenses,(32.87%),(4.62%),-12.71%,-3.80%,0.00%
Currency Exchange Gains (Loss),,-35.29%,(63.64%),,0.00%
Other Non Operating Income (Expenses),,,(133.33%),,0.00%
"EBT, Excl. Unusual Items",25.25%,(1.09%),9.14%,22.52%,0.00%
"EBT, Incl. Unusual Items",220.25%,(6.44%),8.25%,23.15%,0.00%
Income Tax Expense,176.05%,(54.81%),8.24%,18.64%,0.00%
Earnings From Continuing Operations,265.48%,30.95%,8.26%,24.35%,0.00%
Net Income to Company,265.48%,30.95%,8.26%,24.35%,0.00%
Minority Interest,-23.91%,(42.86%),-30.00%,,0.00%
Net Income,275.47%,30.87%,8.55%,25.04%,0.00%
NI to Common Incl Extra Items,275.47%,30.87%,8.55%,25.04%,0.00%
NI to Common Excl. Extra Items,275.47%,30.87%,8.55%,25.04%,0.00%
Revenue Per Share,17.64%,5.40%,10.00%,12.23%,0.00%
Basic EPS,279.57%,30.48%,9.82%,26.20%,0.00%
Basic EPS - Continuing Ops,279.57%,30.48%,9.82%,26.20%,0.00%
Basic Weighted Average Shares Outst.,(0.83%),0.26%,(1.20%),(0.90%),0.00%
Diluted EPS,278.68%,30.87%,10.09%,26.55%,0.00%
Diluted EPS - Continuing Ops,278.68%,30.87%,10.09%,26.55%,0.00%
Diluted Weighted Average Shares Outst.,(0.61%),0.10%,(1.44%),(1.20%),0.00%
Normalized Basic EPS,26.79%,(1.62%),10.79%,24.52%,0.00%
Normalized Diluted EPS,26.46%,(1.48%),11.05%,24.81%,0.00%
Dividend Per Share,2.70%,15.79%,13.64%,12.00%,0.00%
Payout Ratio,(72.91%),(11.20%),3.31%,(11.13%),0.00%
EBITDA,21.25%,5.93%,7.73%,17.17%,0.00%
EBITA,22.23%,6.60%,7.73%,17.99%,0.00%
EBIT,20.96%,4.59%,8.09%,17.87%,0.00%
EBITDAR,,,,16.28%,
Effective Tax Rate,(13.80%),(51.70%),(0.00%),(3.67%),0.00%
Normalized Net Income,25.77%,(1.37%),9.50%,23.34%,0.00%
Interest Capitalized,25.00%,0.00%,0.00%,,
Interest on Long-Term Debt,33.90%,3.68%,(10.66%),(7.39%),
Foreign Sales,23.84%,13.85%,8.14%,5.73%,
