Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1775.4,1969.1,2213.2,2406.9,2706.7,2706.7
Total Revenues,1775.4,1969.1,2213.2,2406.9,2706.7,2706.7
Cost Of Revenues,800.0,871.7,971.7,1041.4,1135.6,1135.6
Gross Profit,975.4,1097.4,1241.5,1365.5,1571.0,1571.0
Selling General & Admin Expenses,521.8,575.2,632.3,666.1,735.3,735.3
R&D Expenses,101.1,109.2,117.9,133.2,141.2,141.2
Total Operating Expenses,623.0,684.4,750.2,799.3,876.5,876.5
Operating Income,352.5,413.0,491.3,566.2,694.5,694.5
Interest Expense,(32.0),(37.2),(34.7),(31.1),(33.1),(33.1)
Interest And Investment Income,3.7,5.3,1.2,0.4,0.6,0.6
Net Interest Expenses,(28.4),(32.0),(33.6),(30.6),(32.5),(32.5)
"EBT, Excl. Unusual Items",324.1,381.1,457.7,535.6,662.0,662.0
"EBT, Incl. Unusual Items",321.8,381.1,457.7,522.2,662.0,662.0
Income Tax Expense,99.8,117.8,80.7,94.4,79.9,79.9
Earnings From Continuing Operations,222.1,263.3,377.0,427.8,582.1,582.1
Net Income to Company,222.1,263.3,377.0,427.8,582.1,582.1
Minority Interest,(0.0),(0.1),(0.0),(0.1),(0.4),(0.4)
Net Income,222.0,263.1,377.0,427.7,581.8,581.8
NI to Common Incl Extra Items,222.0,263.1,377.0,427.7,581.8,581.8
NI to Common Excl. Extra Items,222.0,263.1,377.0,427.7,581.8,581.8
Revenue Per Share,$19.79,$22.43,$25.48,$27.95,$31.72,$31.72
Basic EPS,$2.47,$3.00,$4.34,$4.97,$6.82,$6.82
Basic EPS - Continuing Ops,$2.47,$3.00,$4.34,$4.97,$6.82,$6.82
Basic Weighted Average Shares Outst.,89.7,87.8,86.9,86.1,85.3,85.3
Diluted EPS,$2.44,$2.94,$4.26,$4.89,$6.71,$6.71
Diluted EPS - Continuing Ops,$2.44,$2.94,$4.26,$4.89,$6.71,$6.71
Diluted Weighted Average Shares Outst.,90.9,89.6,88.5,87.5,86.7,86.7
Normalized Basic EPS,$2.26,$2.71,$3.29,$3.89,$4.84,$4.84
Normalized Diluted EPS,$2.23,$2.66,$3.23,$3.82,$4.77,$4.77
EBITDA,430.7,496.2,574.5,654.3,790.5,790.5
EBITA,362.0,422.0,500.2,575.6,704.3,704.3
EBIT,352.5,413.0,491.3,566.2,694.5,694.5
EBITDAR,453.4,519.2,599.7,678.1,815.0,815.0
Effective Tax Rate,31.0%,30.9%,17.6%,18.1%,12.1%,12.1%
Normalized Net Income,202.5,238.0,286.1,334.7,413.4,413.4
Interest on Long-Term Debt,32.0,37.2,34.7,31.1,33.1,33.1
R&D Expense From Footnotes,101.1,109.2,117.9,133.2,141.2,141.2
Foreign Sales,685.8,765.5,855.3,911.4,1015.4,1015.4
