Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,47290.0,49960.0,53762.0,59812.0,65398.0,66005.0
Total Revenues,47290.0,49960.0,53762.0,59812.0,65398.0,66005.0
Cost Of Revenues,41809.0,43589.0,46392.0,51445.0,56717.0,57193.0
Gross Profit,5481.0,6371.0,7370.0,8367.0,8681.0,8812.0
Selling General & Admin Expenses,471.0,746.0,777.0,608.0,(241.0),(287.0)
Other Operating Expense/(Income),83.0,32.0,(51.0),61.0,45.0,45.0
Total Operating Expenses,554.0,778.0,726.0,669.0,(196.0),(242.0)
Operating Income,4927.0,5593.0,6644.0,7698.0,8877.0,9054.0
Interest Expense,(663.0),(651.0),(668.0),(653.0),(591.0),(583.0)
Net Interest Expenses,(663.0),(651.0),(668.0),(653.0),(591.0),(583.0)
Other Non Operating Income (Expenses),,(101.0),(51.0),(43.0),(59.0),(60.0)
"EBT, Excl. Unusual Items",4707.0,5112.0,6044.0,7156.0,8390.0,8539.0
"EBT, Incl. Unusual Items",4754.0,5246.0,5838.0,7241.0,8235.0,8416.0
Income Tax Expense,1093.0,3356.0,792.0,1011.0,1347.0,1408.0
Earnings From Continuing Operations,3661.0,1890.0,5046.0,6230.0,6888.0,7008.0
Earnings Of Discontinued Operations,1512.0,73.0,,,(55.0),(55.0)
Net Income to Company,5173.0,1963.0,5046.0,6230.0,6833.0,6953.0
Net Income,5173.0,1963.0,5046.0,6230.0,6833.0,6953.0
NI to Common Incl Extra Items,5173.0,1963.0,5046.0,6230.0,6833.0,6953.0
NI to Common Excl. Extra Items,3661.0,1890.0,5046.0,6230.0,6888.0,7008.0
Revenue Per Share,$158.00,$173.59,$188.97,$212.10,$233.56,$236.22
Basic EPS,$17.28,$6.82,$17.74,$22.09,$24.40,$24.88
Basic EPS - Continuing Ops,$12.23,$6.57,$17.74,$22.09,$24.60,$25.08
Basic Weighted Average Shares Outst.,299.3,287.8,284.5,282.0,280.0,279.4
Diluted EPS,$17.07,$6.75,$17.59,$21.95,$24.30,$24.78
Diluted EPS - Continuing Ops,$12.08,$6.50,$17.59,$21.95,$24.50,$24.98
Diluted Weighted Average Shares Outst.,303.1,290.6,286.8,283.8,281.2,280.6
Normalized Basic EPS,$9.83,$11.10,$13.28,$15.86,$18.73,$19.10
Normalized Diluted EPS,$9.71,$10.99,$13.17,$15.76,$18.65,$19.02
Dividend Per Share,$6.77,$7.46,$8.20,$9.00,$9.80,$10.00
Payout Ratio,39.59%,110.19%,46.51%,41.03%,40.45%,40.41%
EBITDA,5958.0,6665.0,7699.0,8776.0,10001.0,10213.0
EBITA,5211.0,5905.0,6940.0,7982.0,9148.0,9325.0
EBIT,4927.0,5593.0,6644.0,7698.0,8877.0,9054.0
EBITDAR,6160.0,6834.0,7946.0,9015.0,10224.0,
Effective Tax Rate,23.0%,64.0%,13.6%,14.0%,16.4%,16.7%
Normalized Net Income,2941.9,3195.0,3777.5,4472.5,5243.8,5336.9
R&D Expense From Footnotes,988.0,1200.0,1300.0,1300.0,1300.0,1300.0
Foreign Sales,,14334.0,15156.0,16531.0,16386.0,
