Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,4.14%,4.87%,2.37%,2.74%,0.00%
Total Revenues,4.14%,4.87%,2.37%,2.74%,0.00%
Cost Of Revenues,2.42%,4.82%,2.51%,7.66%,0.00%
Gross Profit,6.48%,4.93%,2.18%,(3.72%),0.00%
Selling General & Admin Expenses,(0.16%),(4.57%),(0.71%),(1.01%),0.00%
R&D Expenses,8.66%,0.49%,(12.30%),(8.67%),0.00%
Other Operating Expense/(Income),,-83.93%,,,
Total Operating Expenses,(0.36%),(2.11%),(2.79%),(2.43%),0.00%
Operating Income,23.77%,19.27%,10.49%,(5.63%),0.00%
Interest Expense,-4.49%,(9.41%),(19.35%),(37.84%),0.00%
Interest And Investment Income,(23.08%),60.00%,(16.67%),(52.50%),0.00%
Net Interest Expenses,(10.00%),-18.18%,(57.78%),(88.73%),0.00%
Currency Exchange Gains (Loss),,,,(32.43%),0.00%
Other Non Operating Income (Expenses),,(57.14%),,,0.00%
"EBT, Excl. Unusual Items",13.34%,27.00%,7.39%,(10.32%),0.00%
"EBT, Incl. Unusual Items",(77.80%),47.00%,(40.01%),33.20%,0.00%
Income Tax Expense,,(86.76%),,,0.00%
Earnings From Continuing Operations,(87.74%),154.84%,(34.86%),9.79%,0.00%
Earnings Of Discontinued Operations,(600.00%),-14.29%,,,
Net Income to Company,(87.88%),156.81%,(34.61%),9.79%,0.00%
Minority Interest,,,,-20.00%,0.00%
Net Income,(87.88%),156.81%,(35.25%),10.09%,0.00%
NI to Common Incl Extra Items,(87.88%),156.81%,(35.25%),10.09%,0.00%
NI to Common Excl. Extra Items,(87.74%),154.84%,(35.50%),10.09%,0.00%
Revenue Per Share,4.74%,6.64%,7.42%,2.75%,0.00%
Basic EPS,(87.80%),160.82%,(32.19%),9.90%,0.00%
Basic EPS - Continuing Ops,(87.68%),159.50%,(32.42%),9.90%,0.00%
Basic Weighted Average Shares Outst.,(0.55%),(1.66%),(4.68%),0.00%,0.00%
Diluted EPS,(87.93%),159.54%,(31.80%),10.36%,0.00%
Diluted EPS - Continuing Ops,(87.79%),158.18%,(32.04%),10.36%,0.00%
Diluted Weighted Average Shares Outst.,0.73%,(1.62%),(4.95%),(0.39%),0.00%
Normalized Basic EPS,13.87%,29.48%,11.64%,(10.25%),0.00%
Normalized Diluted EPS,12.21%,29.07%,12.22%,(10.07%),0.00%
Dividend Per Share,19.61%,19.67%,16.44%,12.35%,0.00%
Payout Ratio,868.99%,(53.52%),73.76%,1.57%,0.00%
EBITDA,14.10%,13.91%,8.23%,(2.63%),0.00%
EBITA,20.32%,18.39%,10.30%,(3.36%),0.00%
EBIT,23.77%,19.27%,10.49%,(5.63%),0.00%
EBITDAR,,,9.91%,(3.82%),
Effective Tax Rate,,(91.00%),,,0.00%
Normalized Net Income,13.34%,27.00%,6.48%,(10.24%),0.00%
Interest Capitalized,(27.78%),(7.69%),(25.00%),0.00%,
Interest on Long-Term Debt,,,,0.00%,
R&D Expense From Footnotes,(10.48%),6.34%,(9.02%),(12.44%),0.00%
Foreign Sales,2.88%,4.97%,2.51%,3.96%,
