Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,6.39%,8.82%,10.65%,7.23%,0.00%
Total Revenues,6.39%,8.82%,10.65%,7.23%,0.00%
Cost Of Revenues,6.16%,9.09%,11.09%,5.54%,0.00%
Gross Profit,6.60%,8.56%,10.22%,8.88%,0.00%
Selling General & Admin Expenses,2.63%,9.39%,13.20%,5.27%,0.00%
Depreciation & Amortization,11.15%,18.05%,21.44%,8.90%,0.00%
Total Operating Expenses,3.43%,10.26%,14.09%,5.68%,0.00%
Operating Income,13.21%,5.32%,2.50%,15.97%,0.00%
Interest Expense,,,,-26.53%,0.00%
Interest And Investment Income,61.88%,(15.06%),,,
Net Interest Expenses,61.88%,(15.06%),,-26.53%,0.00%
"EBT, Excl. Unusual Items",13.24%,5.30%,0.20%,16.92%,0.00%
"EBT, Incl. Unusual Items",12.99%,5.51%,(15.95%),35.82%,0.00%
Income Tax Expense,23.71%,(31.47%),(26.88%),62.41%,0.00%
Earnings From Continuing Operations,7.02%,29.33%,(12.22%),28.27%,0.00%
Net Income to Company,7.02%,29.33%,(12.22%),28.27%,0.00%
Net Income,7.02%,29.33%,(12.22%),28.27%,0.00%
NI to Common Incl Extra Items,7.02%,29.33%,(12.22%),28.27%,0.00%
NI to Common Excl. Extra Items,7.02%,29.33%,(12.22%),28.27%,0.00%
Revenue Per Share,6.65%,8.81%,10.59%,7.23%,0.00%
Basic EPS,7.41%,27.54%,(11.92%),29.40%,0.00%
Basic EPS - Continuing Ops,7.41%,27.54%,(11.92%),29.40%,0.00%
Basic Weighted Average Shares Outst.,(0.12%),0.09%,0.06%,0.08%,0.00%
Diluted EPS,7.41%,27.03%,(12.77%),29.27%,0.00%
Diluted EPS - Continuing Ops,7.41%,27.03%,(12.77%),29.27%,0.00%
Diluted Weighted Average Shares Outst.,(0.12%),0.09%,0.06%,0.08%,0.00%
Normalized Basic EPS,13.63%,6.61%,1.29%,15.38%,0.00%
Normalized Diluted EPS,13.63%,6.61%,1.29%,15.38%,0.00%
Dividend Per Share,17.65%,25.00%,12.00%,(14.64%),0.00%
Payout Ratio,7.64%,(3.73%),28.51%,(34.51%),0.00%
EBITDA,13.24%,7.37%,5.86%,14.53%,0.00%
EBITA,13.06%,7.07%,4.56%,14.91%,0.00%
EBIT,13.21%,5.32%,2.50%,15.97%,0.00%
EBITDAR,,,,13.81%,
Effective Tax Rate,9.49%,(35.05%),(13.02%),19.56%,0.00%
Normalized Net Income,13.24%,5.30%,0.20%,16.92%,0.00%
Foreign Sales,12.12%,8.92%,5.77%,1.36%,
