Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,(2.55%),1.63%,(5.63%),(2.99%),4.02%
Total Revenues,(2.55%),1.63%,(5.63%),(2.99%),4.02%
Cost Of Revenues,(6.63%),(1.68%),(6.76%),2.28%,6.70%
Gross Profit,1.92%,4.95%,(4.58%),(7.82%),1.52%
Selling General & Admin Expenses,(6.01%),(6.39%),(7.63%),(5.98%),(5.82%)
R&D Expenses,3.09%,8.56%,(4.29%),3.63%,4.99%
Other Operating Expense/(Income),,,,-20.00%,(33.33%)
Total Operating Expenses,0.15%,1.22%,(4.05%),(3.50%),(8.50%)
Operating Income,18.16%,33.97%,(7.65%),(34.20%),75.65%
Interest Expense,-24.02%,-11.94%,(35.53%),-2.16%,(0.55%)
Interest And Investment Income,145.45%,77.78%,18.75%,(77.19%),(79.17%)
Net Interest Expenses,-28.72%,-20.49%,(39.11%),(11.50%),(12.62%)
Currency Exchange Gains (Loss),(100.00%),-53.33%,(7.14%),(6.67%),(280.00%)
Other Non Operating Income (Expenses),(211.11%),,,,
"EBT, Excl. Unusual Items",563.89%,120.08%,(38.40%),(75.93%),176.64%
"EBT, Incl. Unusual Items",,36.05%,(88.00%),,34.64%
Income Tax Expense,-43.24%,,(88.64%),,
Earnings From Continuing Operations,777.22%,(0.62%),(87.95%),(70.59%),66.18%
Net Income to Company,777.22%,(0.62%),(87.95%),(70.59%),66.18%
Minority Interest,-3.39%,-12.28%,-42.00%,-3.45%,-3.13%
Net Income,"1,007.50%",(0.32%),(88.99%),(78.60%),75.31%
NI to Common Incl Extra Items,"1,007.50%",(0.32%),(88.99%),(78.60%),75.31%
NI to Common Excl. Extra Items,"1,007.50%",(0.32%),(88.99%),(78.60%),75.31%
Revenue Per Share,(2.59%),5.65%,8.98%,(2.18%),4.42%
Basic EPS,"1,008.60%",3.63%,(87.29%),(78.39%),75.98%
Basic EPS - Continuing Ops,"1,008.60%",3.63%,(87.29%),(78.39%),75.98%
Basic Weighted Average Shares Outst.,0.05%,(3.80%),(13.42%),(0.81%),(0.38%)
Diluted EPS,"1,005.17%",4.84%,(87.35%),(78.82%),77.26%
Diluted EPS - Continuing Ops,"1,005.17%",4.84%,(87.35%),(78.82%),77.26%
Diluted Weighted Average Shares Outst.,(0.52%),(4.97%),(12.99%),(0.74%),0.20%
Normalized Basic EPS,,216.90%,(28.47%),(88.04%),234.45%
Normalized Diluted EPS,,214.18%,(28.61%),(88.01%),232.52%
Dividend Per Share,,,150.00%,20.00%,22.73%
Payout Ratio,,,"3,818.68%",515.24%,(31.74%)
EBITDA,4.65%,1.09%,0.22%,(11.74%),1.68%
EBITA,6.01%,7.92%,(1.54%),(15.88%),1.20%
EBIT,18.16%,33.97%,(7.65%),(34.20%),75.65%
EBITDAR,4.34%,0.85%,0.29%,(11.27%),
Effective Tax Rate,,,(5.27%),"40,289.29%",
Normalized Net Income,,201.76%,(37.76%),(88.04%),233.17%
Interest on Long-Term Debt,(24.02%),(11.94%),35.53%,(2.16%),
R&D Expense From Footnotes,(0.38%),9.40%,(3.35%),4.99%,8.71%
Foreign Sales,(2.83%),1.18%,(5.03%),(2.46%),
