Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,18.16%,13.11%,(10.97%),(20.08%),0.00%
Total Revenues,18.16%,13.11%,(10.97%),(20.08%),0.00%
Cost Of Revenues,20.99%,15.93%,(9.92%),(16.87%),0.00%
Gross Profit,7.23%,0.78%,(16.20%),(37.45%),0.00%
Selling General & Admin Expenses,(4.20%),23.01%,4.44%,1.57%,0.00%
R&D Expenses,7.07%,8.49%,(3.48%),1.80%,0.00%
Total Operating Expenses,(3.06%),21.39%,3.65%,1.59%,0.00%
Operating Income,9.24%,(2.79%),(20.50%),(48.46%),0.00%
Interest Expense,(52.48%),-26.27%,-2.21%,(50.56%),0.00%
Interest And Investment Income,41.18%,87.50%,(57.78%),(36.84%),0.00%
Net Interest Expenses,(53.11%),-32.12%,(5.68%),(55.52%),0.00%
Currency Exchange Gains (Loss),-75.00%,,(62.50%),,0.00%
Other Non Operating Income (Expenses),(70.24%),8.00%,11.11%,196.67%,0.00%
"EBT, Excl. Unusual Items",3.86%,(0.15%),(22.17%),(51.98%),0.00%
"EBT, Incl. Unusual Items",4.97%,(3.35%),(23.81%),(65.91%),0.00%
Income Tax Expense,(56.85%),2.51%,5.71%,,0.00%
Earnings From Continuing Operations,27.24%,(4.07%),(27.66%),(58.14%),0.00%
Earnings Of Discontinued Operations,(80.00%),-55.56%,-12.50%,-71.43%,0.00%
Net Income to Company,27.10%,(3.88%),(27.69%),(58.11%),0.00%
Net Income,27.19%,(3.91%),(27.69%),(58.11%),0.00%
Preferred Dividend and Other Adjustments,25.00%,20.00%,0.00%,(50.00%),0.00%
NI to Common Incl Extra Items,27.19%,(3.94%),(27.72%),(58.13%),0.00%
NI to Common Excl. Extra Items,27.33%,(4.13%),(27.70%),(58.15%),0.00%
Revenue Per Share,24.40%,15.73%,(1.89%),(15.54%),0.00%
Basic EPS,33.84%,(1.75%),(20.38%),(55.76%),0.00%
Basic EPS - Continuing Ops,34.04%,(1.90%),(20.35%),(55.79%),0.00%
Basic Weighted Average Shares Outst.,(5.01%),(2.26%),(9.25%),(5.38%),0.00%
Diluted EPS,34.01%,(1.69%),(20.30%),(55.71%),0.00%
Diluted EPS - Continuing Ops,34.21%,(1.92%),(20.27%),(55.74%),0.00%
Diluted Weighted Average Shares Outst.,(5.00%),(2.51%),(9.25%),(5.38%),0.00%
Normalized Basic EPS,9.40%,2.13%,(14.24%),(49.27%),0.00%
Normalized Diluted EPS,9.41%,2.38%,(14.24%),(49.27%),0.00%
Dividend Per Share,6.61%,12.68%,3.75%,1.20%,0.00%
Payout Ratio,(20.26%),14.30%,30.10%,129.41%,0.00%
EBITDA,9.48%,(1.24%),(15.76%),(36.59%),0.00%
EBITA,9.17%,(2.41%),(19.19%),(46.85%),0.00%
EBIT,9.24%,(2.79%),(20.50%),(48.46%),0.00%
EBITDAR,,,,(32.80%),
Effective Tax Rate,(58.90%),6.03%,38.70%,,0.00%
Normalized Net Income,3.95%,(0.21%),(22.17%),(51.98%),0.00%
Interest Capitalized,(39.39%),125.00%,93.33%,(54.02%),
R&D Expense From Footnotes,7.48%,6.09%,(2.46%),1.68%,0.00%
Foreign Sales,62.09%,13.81%,(9.61%),(14.90%),
