Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,8.03%,7.46%,(3.44%),(0.03%),0.00%
Total Revenues,8.03%,7.46%,(3.44%),(0.03%),0.00%
Cost Of Revenues,7.58%,8.02%,(2.81%),2.33%,0.00%
Gross Profit,9.66%,5.44%,(5.78%),(9.09%),0.00%
Selling General & Admin Expenses,(40.35%),92.99%,(3.85%),4.89%,0.00%
Other Operating Expense/(Income),,,-50.00%,(100.00%),0.00%
Total Operating Expenses,10.40%,4.37%,(3.65%),4.68%,0.00%
Operating Income,9.13%,6.22%,(7.32%),(19.37%),0.00%
Interest Expense,-16.08%,-16.90%,-6.78%,(32.73%),0.00%
Interest And Investment Income,(4.76%),0.00%,100.00%,0.00%,0.00%
Net Interest Expenses,-16.99%,-18.46%,-18.87%,(41.86%),0.00%
"EBT, Excl. Unusual Items",11.31%,7.21%,(7.88%),(22.23%),0.00%
"EBT, Incl. Unusual Items",12.76%,12.51%,5.77%,(23.79%),0.00%
Income Tax Expense,89.54%,(63.62%),121.80%,(15.17%),0.00%
Earnings From Continuing Operations,(24.14%),103.93%,(19.09%),(28.86%),0.00%
Net Income to Company,(24.14%),103.93%,(19.09%),(28.86%),0.00%
Minority Interest,(3.12%),(25.58%),-5.56%,(31.37%),0.00%
Net Income,(26.05%),111.59%,(19.87%),(32.98%),0.00%
NI to Common Incl Extra Items,(26.05%),111.59%,(19.87%),(32.98%),0.00%
NI to Common Excl. Extra Items,(26.05%),111.59%,(19.87%),(32.98%),0.00%
Revenue Per Share,10.08%,8.60%,(2.27%),(3.45%),0.00%
Basic EPS,(24.78%),113.96%,(18.87%),(35.33%),0.00%
Basic EPS - Continuing Ops,(24.78%),113.96%,(18.87%),(35.33%),0.00%
Basic Weighted Average Shares Outst.,(1.85%),(1.05%),(1.20%),3.55%,0.00%
Diluted EPS,(24.64%),113.46%,(18.69%),(35.18%),0.00%
Diluted EPS - Continuing Ops,(24.64%),113.46%,(18.69%),(35.18%),0.00%
Diluted Weighted Average Shares Outst.,(1.78%),(0.95%),(1.29%),3.48%,0.00%
Normalized Basic EPS,13.84%,7.25%,(7.06%),(28.62%),0.00%
Normalized Diluted EPS,14.02%,7.22%,(6.78%),(28.74%),0.00%
Dividend Per Share,11.32%,15.25%,0.00%,0.00%,0.00%
Payout Ratio,47.86%,(45.88%),23.06%,55.57%,0.00%
EBITDA,7.86%,6.07%,(5.03%),(8.65%),0.00%
EBITA,8.77%,6.02%,(7.17%),(17.79%),0.00%
EBIT,9.13%,6.22%,(7.32%),(19.37%),0.00%
EBITDAR,7.78%,,,(7.96%),
Effective Tax Rate,68.09%,(67.66%),109.73%,11.30%,0.00%
Normalized Net Income,11.84%,6.10%,(8.05%),(26.17%),0.00%
Interest Capitalized,41.84%,10.00%,(27.27%),(50.00%),
R&D Expense From Footnotes,13.21%,8.25%,(2.73%),7.03%,0.00%
Foreign Sales,10.01%,8.21%,(3.72%),3.94%,
