Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,3320.0,3382.2,3534.0,3648.0,3416.0,3416.0
Total Revenues,3320.0,3382.2,3534.0,3648.0,3416.0,3416.0
Fuel & Purchased Power,854.0,818.1,855.0,777.0,652.0,652.0
Operations And Maintenance,571.4,618.1,629.0,686.0,654.0,654.0
Depreciation & Amortization,411.6,461.8,507.0,567.0,615.0,615.0
Other Operating Expenses,871.0,842.7,866.0,872.0,779.0,779.0
Total Operating Expenses,2708.0,2740.7,2857.0,2902.0,2700.0,2700.0
Operating Income,612.0,641.5,677.0,746.0,716.0,716.0
"Interest Expense, Total",(206.4),(225.8),(257.0),(283.0),(285.0),(285.0)
Net Interest Expenses,(206.4),(225.8),(257.0),(283.0),(285.0),(285.0)
Allow. For Equity Funds Used For Const.,62.5,49.7,76.0,93.0,55.0,55.0
Other Non-Operating Inc. (Exp.),11.9,12.4,9.0,17.0,10.0,10.0
"EBT, Excl. Unusual Items",519.6,522.6,560.0,626.0,557.0,557.0
"EBT, Incl. Unusual Items",433.2,522.6,560.0,626.0,557.0,557.0
Income Tax Expense,59.4,66.7,48.0,69.0,(57.0),(57.0)
Earnings From Continuing Operations,373.8,455.9,512.0,557.0,614.0,614.0
Earnings Of Discontinued Operations,(2.3),1.4,,,,
Net Income to Company,371.5,457.3,512.0,557.0,614.0,614.0
Net Income,371.5,457.3,512.0,557.0,614.0,614.0
NI to Common Incl Extra Items,371.5,457.3,512.0,557.0,614.0,614.0
NI to Common Excl. Extra Items,373.8,455.9,512.0,557.0,614.0,614.0
Revenue Per Share,$14.62,$14.72,$15.13,$15.30,$13.75,$13.75
Basic EPS,$1.64,$1.99,$2.19,$2.34,$2.47,$2.47
Basic EPS - Continuing Ops,$1.65,$1.98,$2.19,$2.34,$2.47,$2.47
Basic Weighted Average Shares Outst.,227.1,229.7,233.6,238.5,248.4,248.4
Diluted EPS,$1.64,$1.99,$2.19,$2.33,$2.47,$2.47
Diluted EPS - Continuing Ops,$1.65,$1.98,$2.19,$2.33,$2.47,$2.47
Diluted Weighted Average Shares Outst.,227.1,229.7,233.6,239.0,248.7,248.7
Normalized Basic EPS,$1.43,$1.42,$1.50,$1.64,$1.40,$1.40
Normalized Diluted EPS,$1.43,$1.42,$1.50,$1.64,$1.40,$1.40
Dividend Per Share,$1.18,$1.26,$1.34,$1.42,$1.52,$1.52
Payout Ratio,71.74%,63.04%,60.94%,60.50%,61.40%,61.40%
EBITDA,1018.8,1103.3,1184.0,1313.0,1331.0,1331.0
EBITA,612.0,641.5,677.0,746.0,716.0,716.0
EBIT,612.0,641.5,677.0,746.0,716.0,716.0
Effective Tax Rate,13.7%,12.8%,8.6%,11.0%,NM,NM
Normalized Net Income,324.8,326.6,350.0,391.3,348.1,348.1
Interest Capitalized,20.2,16.1,25.0,27.0,16.0,16.0
Interest on Long-Term Debt,,,,7.0,6.0,6.0
