Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,135987.0,177866.0,232887.0,280522.0,386064.0,386064.0
Total Revenues,135987.0,177866.0,232887.0,280522.0,386064.0,386064.0
Cost Of Revenues,88265.0,111934.0,139156.0,165536.0,233307.0,233307.0
Gross Profit,47722.0,65932.0,93731.0,114986.0,152757.0,152757.0
Selling General & Admin Expenses,27284.0,38992.0,52177.0,64313.0,87193.0,87193.0
R&D Expenses,16085.0,22620.0,28837.0,35931.0,42740.0,42740.0
Other Operating Expense/(Income),167.0,214.0,296.0,338.0,(75.0),(75.0)
Total Operating Expenses,43536.0,61826.0,81310.0,100582.0,129858.0,129858.0
Operating Income,4186.0,4106.0,12421.0,14404.0,22899.0,22899.0
Interest Expense,(484.0),(848.0),"(1,417.0)","(1,600.0)","(1,647.0)","(1,647.0)"
Interest And Investment Income,100.0,202.0,440.0,832.0,555.0,555.0
Net Interest Expenses,(384.0),(646.0),(977.0),(768.0),"(1,092.0)","(1,092.0)"
Currency Exchange Gains (Loss),21.0,247.0,(206.0),117.0,35.0,35.0
Other Non Operating Income (Expenses),9.0,(21.0),17.0,(23.0),(33.0),(33.0)
"EBT, Excl. Unusual Items",3736.0,3682.0,11264.0,13716.0,21825.0,21825.0
"EBT, Incl. Unusual Items",3796.0,3802.0,11270.0,13962.0,24194.0,24194.0
Income Tax Expense,1425.0,769.0,1197.0,2374.0,2863.0,2863.0
Earnings From Continuing Operations,2371.0,3033.0,10073.0,11588.0,21331.0,21331.0
Net Income to Company,2371.0,3033.0,10073.0,11588.0,21331.0,21331.0
Net Income,2371.0,3033.0,10073.0,11588.0,21331.0,21331.0
NI to Common Incl Extra Items,2371.0,3033.0,10073.0,11588.0,21331.0,21331.0
NI to Common Excl. Extra Items,2371.0,3033.0,10073.0,11588.0,21331.0,21331.0
Revenue Per Share,$286.89,$370.55,$478.21,$567.86,$772.13,$772.13
Basic EPS,$5.00,$6.32,$20.68,$23.46,$42.66,$42.66
Basic EPS - Continuing Ops,$5.00,$6.32,$20.68,$23.46,$42.66,$42.66
Basic Weighted Average Shares Outst.,474.0,480.0,487.0,494.0,500.0,500.0
Diluted EPS,$4.90,$6.15,$20.14,$23.01,$41.83,$41.83
Diluted EPS - Continuing Ops,$4.90,$6.15,$20.14,$23.01,$41.83,$41.83
Diluted Weighted Average Shares Outst.,484.0,493.0,500.0,504.0,510.0,510.0
Normalized Basic EPS,$4.93,$4.79,$14.46,$17.35,$27.28,$27.28
Normalized Diluted EPS,$4.82,$4.67,$14.08,$17.01,$26.75,$26.75
EBITDA,12302.0,15584.0,27762.0,36193.0,48150.0,48150.0
EBITA,4473.0,4472.0,12896.0,14969.0,23408.0,23408.0
EBIT,4186.0,4106.0,12421.0,14404.0,22899.0,22899.0
EBITDAR,13702.0,17784.0,,40828.0,54407.0,54407.0
Effective Tax Rate,37.5%,20.2%,10.6%,17.0%,11.8%,11.8%
Normalized Net Income,2335.0,2301.3,7040.0,8572.5,13640.6,13640.6
Interest on Long-Term Debt,,,,695.0,617.0,617.0
R&D Expense From Footnotes,16085.0,22620.0,28837.0,35931.0,42740.0,42740.0
Foreign Sales,45638.0,57380.0,72741.0,86886.0,122544.0,122544.0
