Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,13508.9,14197.6,12343.8,13075.9,12454.7,12454.7
Total Revenues,13508.9,14197.6,12343.8,13075.9,12454.7,12454.7
Cost Of Revenues,9298.1,9764.8,8557.3,9048.2,8627.2,8627.2
Gross Profit,4210.8,4432.8,3786.5,4027.7,3827.5,3827.5
Selling General & Admin Expenses,2602.2,2736.8,2252.0,2339.9,2233.7,2233.7
Total Operating Expenses,2602.2,2736.8,2252.0,2339.9,2233.7,2233.7
Operating Income,1608.6,1696.0,1534.5,1687.8,1593.8,1593.8
Interest Expense,(221.5),(215.8),(221.0),(242.8),(248.7),(248.7)
Interest And Investment Income,8.0,9.4,2.4,0.6,4.5,4.5
Net Interest Expenses,(213.5),(206.4),(218.6),(242.2),(244.2),(244.2)
Currency Exchange Gains (Loss),(2.0),(8.8),(12.8),(9.5),(10.0),(10.0)
Other Non Operating Income (Expenses),0.4,1.9,8.6,8.4,(8.8),(8.8)
"EBT, Excl. Unusual Items",1392.7,1482.7,1311.7,1444.5,1330.8,1330.8
"EBT, Incl. Unusual Items",1741.3,1417.9,1257.8,1398.9,1288.2,1288.2
Income Tax Expense,281.5,80.2,234.9,238.6,296.8,296.8
Earnings From Continuing Operations,1459.8,1337.7,1022.9,1160.3,991.4,991.4
Earnings Of Discontinued Operations,32.9,(25.4),329.8,265.8,(122.3),(122.3)
Net Income to Company,1492.7,1312.3,1352.7,1426.1,869.1,869.1
Minority Interest,(16.5),(9.7),(15.1),(15.2),(14.2),(14.2)
Net Income,1476.2,1302.6,1337.6,1410.9,854.9,854.9
NI to Common Incl Extra Items,1476.2,1302.6,1337.6,1410.9,854.9,854.9
NI to Common Excl. Extra Items,1443.3,1328.0,1007.8,1145.1,977.2,977.2
Revenue Per Share,$52.12,$55.70,$49.93,$54.12,$51.87,$51.87
Basic EPS,$5.70,$5.11,$5.41,$5.84,$3.56,$3.56
Basic EPS - Continuing Ops,$5.57,$5.21,$4.08,$4.74,$4.07,$4.07
Basic Weighted Average Shares Outst.,259.2,254.9,247.2,241.6,240.1,240.1
Diluted EPS,$5.65,$5.04,$5.35,$5.78,$3.52,$3.52
Diluted EPS - Continuing Ops,$5.52,$5.14,$4.03,$4.69,$4.02,$4.02
Diluted Weighted Average Shares Outst.,261.7,258.1,250.1,244.4,243.1,243.1
Normalized Basic EPS,$3.29,$3.60,$3.26,$3.67,$3.41,$3.41
Normalized Diluted EPS,$3.26,$3.55,$3.22,$3.63,$3.36,$3.36
Dividend Per Share,$1.36,$1.70,$1.96,$2.12,$2.12,$2.12
Payout Ratio,23.61%,33.02%,35.85%,36.15%,59.34%,59.34%
EBITDA,1924.9,2020.7,1765.2,1921.2,1837.9,1837.9
EBITA,1740.6,1828.0,1651.3,1804.5,1709.5,1709.5
EBIT,1608.6,1696.0,1534.5,1687.8,1593.8,1593.8
EBITDAR,2155.3,,,2104.6,2035.8,2035.8
Effective Tax Rate,16.2%,5.7%,18.7%,17.1%,23.0%,23.0%
Normalized Net Income,853.9,917.0,804.7,887.6,817.6,817.6
R&D Expense From Footnotes,207.9,210.8,166.7,174.2,165.0,165.0
