Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,1662.1,1948.4,2007.3,1767.2,1377.6,1377.6
Tenant Reimbursements,221.6,,,,,
Other Revenue,294.2,147.6,165.5,236.3,234.6,234.6
Total Revenues,2177.9,2096.0,2172.9,2003.6,1612.2,1612.2
Property Expenses,854.0,888.4,963.5,918.0,779.8,779.8
Selling General & Admin Exp.,143.6,150.8,141.9,169.9,159.4,159.4
Depreciation & Amortization,421.0,429.4,446.6,419.1,399.7,399.7
Other Operating Expenses,(8.8),,13.1,,,
Total Operating Expenses,1409.9,1468.5,1565.0,1507.0,1338.9,1338.9
Operating Income,768.0,627.5,607.8,496.6,273.3,273.3
Total Interest Expense,(330.2),(345.7),(347.9),(264.1),(229.3),(229.3)
Interest and Investment Income,24.3,34.1,17.1,21.8,,
Net Interest Expenses,(305.9),(311.6),(330.9),(242.3),(229.3),(229.3)
Other Non Operating Income,0.0,0.0,(6.2),(4.6),(8.0),(8.0)
"EBT, Excl. Unusual Items",462.1,315.9,270.7,249.7,36.0,36.0
Gain (Loss) on Sale of Assets,160.4,0.5,246.0,845.5,381.3,381.3
Asset Writedown,,,(12.0),(101.9),(236.3),(236.3)
Other Unusual Items,,,,(22.5),61.0,61.0
"EBT, Incl. Unusual Items",584.9,319.7,459.6,3437.7,(425.2),(425.2)
Income Tax Expense,7.9,42.4,37.6,103.4,36.6,36.6
Earnings From Continuing Operations,577.0,277.4,422.0,3334.3,(461.8),(461.8)
Earnings Of Discontinued Operations,404.9,(13.2),0.6,(0.0),,
Net Income to Company,981.9,264.1,422.6,3334.3,(461.8),(461.8)
Minority Interest,(75.0),(36.7),27.4,(186.3),164.8,164.8
Net Income,906.9,227.4,450.0,3147.9,(297.0),(297.0)
Pref. Dividends and Other Adj.,83.4,65.4,65.2,50.4,51.8,51.8
NI to Common Incl Extra Items,823.5,162.0,384.8,3097.5,(348.8),(348.8)
NI to Common Excl. Extra Items,418.6,175.2,384.2,3097.5,(348.8),(348.8)
Revenue Per Share,$11.53,$11.06,$11.42,$10.50,$8.43,$8.43
Basic EPS,$4.36,$0.85,$2.02,$16.23,($1.83),($1.83)
Basic EPS - Continuing Ops,$2.22,$0.92,$2.02,$16.23,($1.83),($1.83)
Basic Weighted Average Shares Outst.,188.8,189.5,190.2,190.8,191.1,191.1
Diluted EPS,$4.34,$0.85,$2.01,$16.21,($1.83),($1.83)
Diluted EPS - Continuing Ops,$2.21,$0.92,$2.01,$16.21,($1.83),($1.83)
Diluted Weighted Average Shares Outst.,190.2,191.3,191.3,191.1,191.1,191.1
Normalized Basic EPS,$1.13,$0.85,$1.03,($0.16),$0.98,$0.98
Normalized Diluted EPS,$1.12,$0.84,$1.03,($0.16),$0.98,$0.98
Dividend Per Share,$2.52,$2.62,$2.52,$2.64,$2.38,$2.38
Payout Ratio,61.32%,246.69%,118.78%,17.60%,NM,NM
FFO,1455.9,716.7,,1003.3,750.5,750.5
FFO Payout Ratio %,32.69%,69.28%,,50.21%,110.24%,110.24%
FFO (Diluted),1457.6,717.8,,1003.4,750.5,750.5
AFFO,1455.9,716.7,,1003.3,750.5,750.5
Funds Available for Distribution,1455.9,716.7,,1003.3,750.5,750.5
FFO Per Share (Basic),,,,$5.26,$3.93,$3.93
FFO Shares (Basic),,,,190.8,191.1,191.1
FFO Per Share (Diluted),,,,$5.25,$3.93,$3.93
FFO Shares (Diluted),,,,191.1,191.2,191.2
Adjusted FFO Per Share (Basic),,,,$5.26,$3.93,$3.93
Adjusted FFO Per Share (Diluted),,,,$5.25,$3.93,$3.93
EBITDA,1277.9,1076.4,1010.1,891.9,655.9,655.9
EBITA,743.7,605.7,587.3,485.4,262.9,262.9
EBIT,768.0,627.5,607.8,496.6,273.3,273.3
EBITDAR,1318.0,,,927.6,685.6,685.6
Effective Tax Rate,1.4%,13.3%,8.2%,3.0%,NM,NM
Normalized Net Income,213.8,160.7,196.6,(30.3),187.4,187.4
Interest Capitalized,30.3,48.2,73.2,72.2,41.1,41.1
