Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Interest Income On Loans,5985.0,6230.0,6894.0,7982.0,13485.0,12711.0
Total Interest Income,7066.0,7374.0,8120.0,9409.0,15548.0,14616.0
Interest On Deposits,251.0,344.0,644.0,1101.0,785.0,411.0
Total Interest On Borrowings,494.0,495.0,794.0,995.0,937.0,744.0
Total Interest Expense,745.0,839.0,1438.0,2096.0,1722.0,1155.0
Net Interest Income,6321.0,6535.0,6682.0,7313.0,13826.0,13461.0
Service Charges On Deposits,664.0,706.0,712.0,762.0,1020.0,973.0
Trust Income,266.0,594.0,660.0,715.0,1277.0,1286.0
Total Mortgage Banking Activities,463.0,309.0,258.0,285.0,1000.0,855.0
Gain (Loss) on Sale of Assets,,,,,,37.0
Gain (Loss) on Sale of Invest. & Securities,66.0,57.0,69.0,(69.0),404.0,406.0
Total Other Non Interest Income,3013.0,3010.0,3077.0,3446.0,4907.0,5288.0
Total Non Interest Income,4472.0,4782.0,4876.0,5255.0,8879.0,9115.0
Revenue Before Loan Losses,10793.0,11317.0,11558.0,12568.0,22705.0,22576.0
Provision For Loan Losses,572.0,547.0,566.0,615.0,2335.0,1490.0
Total Revenues,10221.0,10770.0,10992.0,11953.0,20370.0,21086.0
Salaries And Other Employee Benefits,3914.0,4094.0,4172.0,4668.0,7793.0,7963.0
Amort. of Goodwill & Intang. Assets,150.0,142.0,131.0,164.0,685.0,664.0
Occupancy Expense,536.0,658.0,611.0,434.0,802.0,781.0
Total Selling General & Admin Expenses,877.0,1083.0,1147.0,1562.0,3584.0,3654.0
Total Other Non Interest Expense,929.0,807.0,591.0,665.0,813.0,767.0
Total Non Interest Expense,6551.0,6937.0,6786.0,7574.0,13802.0,13950.0
"EBT, Excl. Unusual Items",3670.0,3833.0,4206.0,4379.0,6568.0,7136.0
Restructuring Charges,(171.0),,,,,
Other Unusual Items,1.0,(392.0),,,(235.0),(232.0)
"EBT, Incl. Unusual Items",3500.0,3326.0,4060.0,4019.0,5473.0,6010.0
Income Tax Expense,1058.0,911.0,803.0,782.0,981.0,1108.0
Earnings From Continuing Operations,2442.0,2415.0,3257.0,3237.0,4492.0,4902.0
Net Income to Company,2442.0,2415.0,3257.0,3237.0,4492.0,4902.0
Minority Interest,(16.0),(21.0),(20.0),(13.0),(10.0),(3.0)
Net Income,2426.0,2394.0,3237.0,3224.0,4482.0,4899.0
Preferred Dividend and Other Adjustments,167.0,174.0,174.0,196.0,298.0,367.0
Net Income to Common Incl Extra Items,2259.0,2220.0,3063.0,3028.0,4184.0,4532.0
Net Income to Common Excl. Extra Items,2259.0,2220.0,3063.0,3028.0,4184.0,4532.0
Revenue Per Share,$12.70,$13.48,$14.22,$14.85,$15.12,$15.65
Basic EPS,$2.81,$2.78,$3.96,$3.76,$3.11,$3.36
Basic EPS - Continuing Ops,$2.81,$2.78,$3.96,$3.76,$3.11,$3.36
Basic Weighted Average Shares Outst.,804.7,799.2,773.0,805.1,1347.1,1347.4
Diluted EPS,$2.77,$2.74,$3.91,$3.71,$3.08,$3.33
Diluted EPS - Continuing Ops,$2.77,$2.74,$3.91,$3.71,$3.08,$3.33
Diluted Weighted Average Shares Outst.,814.9,811.0,783.5,815.2,1358.3,1358.6
Normalized Basic EPS,$2.83,$2.97,$3.37,$3.38,$3.04,$3.31
Normalized Diluted EPS,$2.80,$2.93,$3.33,$3.34,$3.01,$3.28
Dividend Per Share,$1.15,$1.26,$1.52,$1.71,$1.80,$1.80
Payout Ratio,45.01%,49.25%,41.50%,45.25%,60.80%,
Effective Tax Rate,30.2%,27.4%,19.8%,19.5%,17.9%,18.4%
Normalized Net Income,2277.8,2374.6,2608.8,2723.9,4095.0,4457.0
Interest on Long-Term Debt,485.0,454.0,683.0,797.0,800.0,
