Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,4.48%,6.22%,6.43%,14.33%,0.00%
Total Revenues,4.48%,6.22%,6.43%,14.33%,0.00%
Cost Of Revenues,4.23%,5.62%,5.76%,16.06%,0.00%
Gross Profit,4.69%,6.76%,7.04%,12.81%,0.00%
Selling General & Admin Expenses,6.55%,7.41%,8.00%,4.84%,0.00%
Depreciation & Amortization,7.24%,5.72%,8.66%,13.36%,0.00%
Total Operating Expenses,6.60%,7.28%,8.05%,5.50%,0.00%
Operating Income,1.54%,5.86%,5.26%,26.01%,0.00%
Interest Expense,(28.79%),(33.69%),(14.61%),(15.11%),0.00%
Interest And Investment Income,(44.44%),7.41%,0.95%,(2.12%),0.00%
Net Interest Expenses,(33.42%),(34.39%),(14.90%),(15.43%),0.00%
Other Non Operating Income (Expenses),(70.03%),,,(75.34%),0.00%
"EBT, Excl. Unusual Items",0.04%,4.13%,4.75%,26.76%,0.00%
"EBT, Incl. Unusual Items",0.04%,3.44%,5.68%,26.59%,0.00%
Income Tax Expense,(15.93%),(26.67%),8.03%,28.76%,0.00%
Earnings From Continuing Operations,9.26%,16.82%,5.02%,25.97%,0.00%
Net Income to Company,9.26%,16.82%,5.02%,25.97%,0.00%
Net Income,9.26%,16.82%,5.02%,25.97%,0.00%
NI to Common Incl Extra Items,9.26%,16.82%,5.02%,25.97%,0.00%
NI to Common Excl. Extra Items,9.26%,16.82%,5.02%,25.97%,0.00%
Revenue Per Share,12.77%,15.38%,12.54%,19.24%,0.00%
Basic EPS,17.96%,26.91%,11.06%,31.37%,0.00%
Basic EPS - Continuing Ops,17.96%,26.91%,11.06%,31.37%,0.00%
Basic Weighted Average Shares Outst.,(7.36%),(7.94%),(5.43%),(4.12%),0.00%
Diluted EPS,18.08%,27.07%,11.06%,31.60%,0.00%
Diluted EPS - Continuing Ops,18.08%,27.07%,11.06%,31.60%,0.00%
Diluted Weighted Average Shares Outst.,(7.46%),(8.07%),(5.46%),(4.28%),0.00%
Normalized Basic EPS,7.99%,13.07%,10.79%,32.22%,0.00%
Normalized Diluted EPS,8.10%,13.24%,10.84%,32.45%,0.00%
EBITDA,2.09%,6.45%,5.18%,24.79%,0.00%
EBITA,1.51%,5.85%,5.19%,26.27%,0.00%
EBIT,1.54%,5.86%,5.26%,26.01%,0.00%
EBITDAR,2.52%,6.42%,5.39%,22.09%,
Effective Tax Rate,(15.97%),(29.10%),2.21%,1.72%,0.00%
Normalized Net Income,0.04%,4.13%,4.75%,26.76%,0.00%
Interest Capitalized,7.59%,7.06%,42.84%,(21.68%),
