Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,3.62%,3.48%,1.54%,(62.64%),(71.58%)
Other Revenues,15.24%,10.33%,10.86%,(17.43%),(20.37%)
Total Revenues,4.22%,3.87%,2.11%,(59.66%),(68.08%)
Cost Of Revenues,7.07%,6.44%,4.67%,(29.11%),(33.07%)
Gross Profit,(0.76%),(0.97%),(3.11%),,
Selling General & Admin Expenses,(2.46%),(4.62%),(0.88%),(25.33%),(25.33%)
Depreciation & Amortization,9.02%,0.33%,1.50%,2.95%,1.87%
Other Operating Expense/(Income),14.92%,4.35%,(0.34%),(33.68%),(41.60%)
Total Operating Expenses,11.89%,2.60%,0.17%,(22.25%),(27.43%)
Operating Income,(12.45%),(5.19%),(7.30%),,
Interest Expense,-13.33%,(43.08%),-11.83%,(317.07%),(271.96%)
Interest And Investment Income,45.83%,97.14%,30.43%,(64.44%),(79.76%)
Net Interest Expenses,-41.18%,-20.00%,,,"(1,556.52%)"
Other Non Operating Income (Expenses),"(1,533.33%)",-93.88%,,700.00%,"6,900.00%"
"EBT, Excl. Unusual Items",(14.52%),(2.36%),(6.13%),,
"EBT, Incl. Unusual Items",(5.36%),(3.09%),(6.54%),,
Income Tax Expense,,,(6.01%),,
Earnings From Continuing Operations,53.78%,(26.57%),(6.69%),,
Net Income to Company,53.78%,(26.57%),(6.69%),,
Net Income,53.78%,(26.57%),(6.69%),,
NI to Common Incl Extra Items,53.78%,(26.57%),(6.69%),,
NI to Common Excl. Extra Items,53.78%,(26.57%),(6.69%),,
Revenue Per Share,8.73%,8.96%,8.76%,(61.59%),(71.09%)
Basic EPS,60.51%,(23.04%),(0.58%),,
Basic EPS - Continuing Ops,60.51%,(23.04%),(0.58%),,
Basic Weighted Average Shares Outst.,(4.15%),(4.66%),(6.11%),5.02%,10.40%
Diluted EPS,61.45%,(22.98%),(0.47%),,
Diluted EPS - Continuing Ops,61.45%,(22.98%),(0.47%),,
Diluted Weighted Average Shares Outst.,(4.74%),(4.81%),(6.10%),4.82%,10.24%
Normalized Basic EPS,(10.78%),2.56%,(0.14%),,
Normalized Diluted EPS,(10.36%),2.69%,(0.03%),,
Dividend Per Share,25.00%,26.04%,14.75%,(74.29%),(100.00%)
Payout Ratio,(19.74%),65.06%,20.07%,,(100.00%)
EBITDA,(9.03%),(3.58%),(5.58%),,
EBITA,(12.50%),(5.55%),(7.30%),,
EBIT,(12.45%),(5.19%),(7.30%),,
EBITDAR,(1.30%),(2.03%),1.47%,,
Effective Tax Rate,,,0.58%,24.99%,30.93%
Normalized Net Income,(14.52%),(2.36%),(6.13%),,
Interest Capitalized,4.26%,(22.45%),(5.26%),(2.78%),
Interest on Long-Term Debt,(6.56%),14.91%,(9.92%),195.76%,
Foreign Sales,27.68%,15.75%,8.66%,(70.08%),
