Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2780.6,2845.7,2965.1,2957.2,3017.8,3173.7
Total Revenues,2780.6,2845.7,2965.1,2957.2,3017.8,3173.7
Cost Of Revenues,1821.5,1858.2,1917.4,1905.7,1951.6,2043.9
Gross Profit,959.1,987.5,1047.7,1051.5,1066.2,1129.8
Selling General & Admin Expenses,519.2,512.9,502.8,525.4,515.3,521.6
R&D Expenses,73.3,73.2,76.7,78.9,75.7,78.2
Total Operating Expenses,592.5,586.1,579.5,604.3,591.0,599.8
Operating Income,366.6,401.4,468.2,447.2,475.2,530.0
Interest Expense,(140.1),(87.3),(32.6),(30.1),(23.9),(22.1)
Net Interest Expenses,(140.1),(87.3),(32.6),(30.1),(23.9),(22.1)
Other Non Operating Income (Expenses),10.5,1.3,9.2,2.2,3.6,4.4
"EBT, Excl. Unusual Items",237.0,315.4,444.8,419.3,454.9,512.3
"EBT, Incl. Unusual Items",220.9,172.8,379.8,407.5,432.1,491.1
Income Tax Expense,42.7,58.7,58.1,45.8,75.0,75.6
Earnings From Continuing Operations,178.2,114.1,321.7,361.7,357.1,415.5
Earnings Of Discontinued Operations,344.0,552.4,25.7,(6.0),1.5,(1.0)
Net Income to Company,522.2,666.5,347.4,355.7,358.6,414.5
Net Income,522.2,666.5,347.4,355.7,358.6,414.5
NI to Common Incl Extra Items,522.2,666.5,347.4,355.7,358.6,414.5
NI to Common Excl. Extra Items,178.2,114.1,321.7,361.7,357.1,415.5
Revenue Per Share,$15.34,$15.66,$16.87,$17.46,$18.12,$19.11
Basic EPS,$2.88,$3.67,$1.98,$2.10,$2.15,$2.50
Basic EPS - Continuing Ops,$0.98,$0.63,$1.83,$2.14,$2.14,$2.50
Basic Weighted Average Shares Outst.,181.3,181.7,175.8,169.4,166.5,166.1
Diluted EPS,$2.85,$3.63,$1.95,$2.08,$2.14,$2.48
Diluted EPS - Continuing Ops,$0.97,$0.62,$1.81,$2.12,$2.13,$2.48
Diluted Weighted Average Shares Outst.,183.1,183.7,177.3,170.4,167.4,167.2
Normalized Basic EPS,$0.82,$1.08,$1.58,$1.55,$1.71,$1.93
Normalized Diluted EPS,$0.81,$1.07,$1.57,$1.54,$1.70,$1.92
Dividend Per Share,$1.34,$1.38,$1.05,$0.72,$0.76,$0.77
Payout Ratio,46.65%,37.76%,53.89%,34.50%,35.44%,30.95%
EBITDA,455.0,488.6,552.8,527.2,550.3,605.7
EBITA,402.0,437.8,503.1,478.9,503.6,557.9
EBIT,366.6,401.4,468.2,447.2,475.2,530.0
EBITDAR,483.5,,,558.7,581.8,
Effective Tax Rate,19.3%,34.0%,15.3%,11.2%,17.4%,15.4%
Normalized Net Income,148.1,197.1,278.0,262.1,284.3,320.2
R&D Expense From Footnotes,73.3,73.2,76.7,78.9,75.7,78.2
Foreign Sales,2402.9,2845.7,2965.1,2957.2,3017.8,
