Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,9.73%,0.29%,15.22%,0.86%,(4.28%)
Other Revenues,(27.62%),205.33%,12.60%,(9.64%),(11.25%)
Total Revenues,9.00%,2.98%,15.12%,0.46%,(4.54%)
Cost Of Revenues,8.86%,4.65%,16.60%,4.26%,0.86%
Gross Profit,9.25%,(0.12%),12.23%,(7.20%),(15.11%)
Selling General & Admin Expenses,4.77%,7.11%,17.55%,4.50%,(5.20%)
Total Operating Expenses,4.77%,7.11%,17.55%,4.50%,(5.20%)
Operating Income,10.72%,(2.37%),10.41%,(11.45%),(18.55%)
Interest Expense,(15.31%),(20.83%),(20.52%),-11.09%,-15.02%
Interest And Investment Income,8.43%,31.87%,26.02%,(13.67%),(15.53%)
Net Interest Expenses,(167.02%),-78.09%,,,(34.69%)
Currency Exchange Gains (Loss),,-88.76%,(621.05%),-83.21%,-78.30%
Other Non Operating Income (Expenses),"1,253.33%",,,,
"EBT, Excl. Unusual Items",15.43%,(9.93%),16.79%,(7.30%),(0.15%)
"EBT, Incl. Unusual Items",18.45%,(20.37%),(14.52%),9.89%,53.31%
Income Tax Expense,(20.72%),(4.92%),(7.80%),11.27%,37.30%
Earnings From Continuing Operations,33.71%,(23.94%),(16.45%),9.45%,58.74%
Net Income to Company,33.71%,(23.94%),(16.45%),9.45%,58.74%
Minority Interest,(139.01%),-99.11%,"(16,400.00%)",-7.27%,(599.37%)
Net Income,31.97%,(21.69%),(22.03%),10.65%,45.54%
Preferred Dividend and Other Adjustments,,,,91.59%,29.54%
NI to Common Incl Extra Items,31.97%,(21.69%),(36.03%),(7.07%),51.78%
NI to Common Excl. Extra Items,31.97%,(21.69%),(36.03%),(7.07%),51.78%
Revenue Per Share,10.37%,2.27%,8.40%,(4.26%),(6.54%)
Basic EPS,33.67%,(22.16%),(39.73%),(11.46%),48.60%
Basic EPS - Continuing Ops,33.67%,(22.16%),(39.73%),(11.46%),48.60%
Basic Weighted Average Shares Outst.,(1.28%),0.73%,6.16%,4.96%,2.14%
Diluted EPS,33.50%,(22.18%),(40.19%),(11.72%),48.10%
Diluted EPS - Continuing Ops,33.50%,(22.18%),(40.19%),(11.72%),48.10%
Diluted Weighted Average Shares Outst.,(1.23%),0.63%,6.79%,4.99%,2.02%
Normalized Basic EPS,14.41%,(7.16%),4.19%,(11.52%),(11.60%)
Normalized Diluted EPS,14.88%,(7.18%),3.55%,(11.67%),(11.50%)
Dividend Per Share,3.57%,3.45%,3.33%,(50.00%),(41.47%)
Payout Ratio,(22.39%),32.85%,70.65%,(17.73%),(32.02%)
EBITDA,11.07%,(0.49%),11.81%,(8.67%),(15.86%)
EBITA,10.88%,(1.46%),11.86%,(10.42%),(17.19%)
EBIT,10.72%,(2.37%),10.41%,(11.45%),(18.55%)
EBITDAR,11.23%,(0.55%),14.19%,(7.25%),
Effective Tax Rate,(33.08%),19.37%,7.83%,1.28%,(10.44%)
Normalized Net Income,13.19%,(6.51%),10.82%,(7.30%),(9.71%)
Interest on Long-Term Debt,1.50%,17.62%,21.70%,(4.72%),
Foreign Sales,,,15.12%,0.46%,
