Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Premiums and Annuity Revenues,3.26%,5.29%,5.65%,2.44%,0.00%
Total Interest And Dividend Income,1.25%,0.92%,6.04%,(6.44%),0.00%
Gain (Loss) on Sale of Investments,,,,(28.06%),0.00%
Other Revenues,24.26%,(7.22%),(7.24%),(8.00%),0.00%
Total Revenues,5.37%,1.04%,12.21%,0.26%,0.00%
Policy Benefits,(1.39%),3.86%,4.92%,(6.65%),0.00%
Policy Acquisition / Underwriting Costs,5.14%,9.16%,5.96%,1.75%,0.00%
Amort. of Goodwill and Intangibles,209.38%,6.06%,20.00%,(6.35%),0.00%
Selling General & Admin Expenses,5.20%,7.66%,1.72%,0.02%,0.00%
Total Operating Expenses,(0.01%),7.20%,3.60%,(4.85%),0.00%
Operating Income,65.42%,(40.59%),117.05%,29.95%,0.00%
"Interest Expense, Total",(13.56%),-0.90%,-1.51%,-2.75%,0.00%
"EBT, Excl. Unusual Items",70.92%,(43.39%),131.68%,31.67%,0.00%
Restructuring Charges,(220.00%),-30.21%,-38.81%,(531.71%),0.00%
Gain (Loss) on Sale of Assets,300.00%,(70.00%),0.00%,(33.33%),0.00%
Asset Writedown,,,,-61.32%,0.00%
"EBT, Incl. Unusual Items",65.18%,(42.23%),131.70%,14.29%,0.00%
Income Tax Expense,13.45%,(52.96%),165.38%,11.35%,0.00%
Earnings From Continuing Operations,89.34%,(39.22%),124.40%,15.04%,0.00%
Net Income to Company,89.34%,(39.22%),124.40%,15.04%,0.00%
Net Income,89.34%,(39.22%),124.40%,15.04%,0.00%
Pref. Dividends and Other Adj.,0.00%,27.59%,14.19%,(31.95%),0.00%
NI to Common Incl Extra Items,95.23%,(41.48%),132.50%,16.74%,0.00%
NI to Common Excl. Extra Items,95.23%,(41.48%),132.50%,16.74%,0.00%
Revenue Per Share,8.51%,5.16%,18.90%,5.60%,0.00%
Basic EPS,101.21%,(39.11%),146.60%,22.99%,0.00%
Basic EPS - Continuing Ops,101.21%,(39.11%),146.60%,22.99%,0.00%
Basic Weighted Average Shares Outst.,(2.90%),(3.92%),(5.64%),(5.06%),0.00%
Diluted EPS,100.21%,(39.04%),146.14%,23.38%,0.00%
Diluted EPS - Continuing Ops,100.21%,(39.04%),146.14%,23.38%,0.00%
Diluted Weighted Average Shares Outst.,(2.52%),(3.97%),(5.58%),(5.40%),0.00%
Normalized Basic EPS,75.99%,(41.07%),145.63%,38.73%,0.00%
Normalized Diluted EPS,75.47%,(41.04%),145.28%,39.13%,0.00%
Dividend Per Share,12.12%,24.32%,8.70%,8.00%,0.00%
Payout Ratio,(43.76%),91.96%,(53.11%),(14.31%),0.00%
EBITDA,61.11%,(36.57%),103.96%,27.80%,0.00%
EBITA,66.90%,(39.70%),113.79%,29.27%,0.00%
EBIT,65.42%,(40.59%),117.05%,29.95%,0.00%
EBITDAR,,,,27.09%,
Effective Tax Rate,(31.30%),(18.57%),14.53%,(2.58%),0.00%
Normalized Net Income,70.92%,(43.39%),131.68%,31.67%,0.00%
