Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,35773.0,42676.0,51822.0,50755.0,39022.0,39022.0
Other Revenues,2764.0,2786.0,2900.0,3045.0,2726.0,2726.0
Total Revenues,38537.0,45462.0,54722.0,53800.0,41748.0,41748.0
Cost Of Revenues,30402.0,33638.0,39819.0,39338.0,31621.0,31621.0
Gross Profit,8135.0,11824.0,14903.0,14462.0,10127.0,10127.0
Selling General & Admin Expenses,4476.0,4425.0,4806.0,4796.0,3835.0,3835.0
R&D Expenses,1853.0,1842.0,1850.0,1693.0,1415.0,1415.0
Other Operating Expense/(Income),(78.0),(19.0),(89.0),(140.0),(80.0),(80.0)
Total Operating Expenses,6251.0,6248.0,6567.0,6349.0,5170.0,5170.0
Operating Income,1884.0,5576.0,8336.0,8113.0,4957.0,4957.0
Interest Expense,(503.0),(531.0),(404.0),(421.0),(514.0),(514.0)
Interest And Investment Income,74.0,122.0,195.0,202.0,112.0,112.0
Net Interest Expenses,(429.0),(409.0),(209.0),(219.0),(402.0),(402.0)
Currency Exchange Gains (Loss),(57.0),(213.0),(201.0),(67.0),(193.0),(193.0)
Other Non Operating Income (Expenses),37.0,19.0,102.0,26.0,(64.0),(64.0)
"EBT, Excl. Unusual Items",1429.0,4989.0,8052.0,7881.0,4312.0,4312.0
"EBT, Incl. Unusual Items",133.0,4098.0,7846.0,7840.0,4009.0,4009.0
Income Tax Expense,192.0,3339.0,1698.0,1746.0,1006.0,1006.0
Earnings From Continuing Operations,(59.0),759.0,6148.0,6094.0,3003.0,3003.0
Net Income to Company,(59.0),759.0,6148.0,6094.0,3003.0,3003.0
Minority Interest,(8.0),(5.0),(1.0),(1.0),(5.0),(5.0)
Net Income,(67.0),754.0,6147.0,6093.0,2998.0,2998.0
NI to Common Incl Extra Items,(67.0),754.0,6147.0,6093.0,2998.0,2998.0
NI to Common Excl. Extra Items,(67.0),754.0,6147.0,6093.0,2998.0,2998.0
Revenue Per Share,$65.95,$76.82,$92.53,$95.80,$76.73,$76.73
Basic EPS,($0.11),$1.27,$10.39,$10.85,$5.51,$5.51
Basic EPS - Continuing Ops,($0.11),$1.27,$10.39,$10.85,$5.51,$5.51
Basic Weighted Average Shares Outst.,584.3,591.8,591.4,561.6,544.1,544.1
Diluted EPS,($0.11),$1.26,$10.26,$10.74,$5.46,$5.46
Diluted EPS - Continuing Ops,($0.11),$1.26,$10.26,$10.74,$5.46,$5.46
Diluted Weighted Average Shares Outst.,584.3,599.3,599.4,567.5,548.6,548.6
Normalized Basic EPS,$1.51,$5.26,$8.51,$8.77,$4.94,$4.94
Normalized Diluted EPS,$1.51,$5.19,$8.39,$8.68,$4.90,$4.90
Dividend Per Share,$3.08,$3.11,$3.36,$3.95,$4.12,$4.12
Payout Ratio,NM,242.84%,31.74%,34.99%,74.82%,74.82%
EBITDA,4918.0,8453.0,11102.0,10690.0,7294.0,7294.0
EBITA,2210.0,5899.0,8667.0,8437.0,5268.0,5268.0
EBIT,1884.0,5576.0,8336.0,8113.0,4957.0,4957.0
EBITDAR,5293.0,,,10979.0,7548.0,7548.0
Effective Tax Rate,144.4%,81.5%,21.6%,22.3%,25.1%,25.1%
Normalized Net Income,885.1,3113.1,5031.5,4924.6,2690.0,2690.0
R&D Expense From Footnotes,1853.0,1842.0,1850.0,1693.0,1415.0,1415.0
Foreign Sales,22581.0,45462.0,54722.0,53800.0,41748.0,41748.0
