Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,(7.52%),(3.23%),(1.60%),0.98%,0.00%
Total Revenues,(7.52%),(3.23%),(1.60%),0.98%,0.00%
Cost Of Revenues,(13.78%),(4.33%),(8.40%),6.86%,0.00%
Gross Profit,1.00%,(1.95%),6.12%,(4.78%),0.00%
Selling General & Admin Expenses,(12.13%),(7.21%),2.22%,3.80%,0.00%
Other Operating Expense/(Income),,,,(4.00%),0.00%
Total Operating Expenses,(12.13%),(7.21%),(0.55%),3.79%,0.00%
Operating Income,10.16%,0.97%,9.53%,(8.75%),0.00%
Interest Expense,(42.90%),(4.86%),(4.64%),(7.51%),0.00%
Interest And Investment Income,26.92%,60.61%,(33.96%),251.43%,0.00%
Net Interest Expenses,(44.26%),(0.68%),(9.26%),-10.12%,0.00%
Currency Exchange Gains (Loss),,-85.71%,,100.00%,0.00%
"EBT, Excl. Unusual Items",1.01%,1.54%,10.39%,(7.62%),0.00%
"EBT, Incl. Unusual Items",69.07%,(19.13%),(25.34%),(25.71%),0.00%
Income Tax Expense,185.63%,(68.20%),(73.40%),46.84%,0.00%
Earnings From Continuing Operations,31.63%,15.07%,(16.08%),(30.14%),0.00%
Net Income to Company,(18.44%),15.07%,(16.08%),(30.14%),0.00%
Net Income,(18.44%),15.07%,(16.08%),(30.14%),0.00%
NI to Common Incl Extra Items,(18.44%),15.07%,(16.08%),(30.14%),0.00%
NI to Common Excl. Extra Items,31.63%,15.07%,(16.08%),(30.14%),0.00%
Revenue Per Share,5.02%,4.28%,3.57%,2.32%,0.00%
Basic EPS,(7.39%),24.06%,(11.72%),(29.23%),0.00%
Basic EPS - Continuing Ops,49.68%,24.06%,(11.72%),(29.23%),0.00%
Basic Weighted Average Shares Outst.,(11.93%),(7.20%),(4.97%),(1.31%),0.00%
Diluted EPS,(8.05%),24.40%,(11.73%),(28.99%),0.00%
Diluted EPS - Continuing Ops,48.43%,24.40%,(11.73%),(28.99%),0.00%
Diluted Weighted Average Shares Outst.,(11.25%),(7.32%),(4.86%),(1.92%),0.00%
Normalized Basic EPS,14.69%,9.41%,16.17%,(6.28%),0.00%
Normalized Diluted EPS,13.78%,9.42%,15.83%,(5.90%),0.00%
Dividend Per Share,(27.17%),19.05%,15.33%,10.40%,0.00%
Payout Ratio,(31.44%),(3.48%),31.81%,58.55%,0.00%
EBITDA,5.49%,(4.95%),7.53%,(6.61%),0.00%
EBITA,10.09%,1.18%,10.17%,(7.97%),0.00%
EBIT,10.16%,0.97%,9.53%,(8.75%),0.00%
EBITDAR,3.95%,(7.32%),1.85%,(4.98%),
Effective Tax Rate,68.95%,(60.68%),(64.37%),97.78%,0.00%
Normalized Net Income,1.01%,1.54%,10.39%,(7.62%),0.00%
Interest on Long-Term Debt,42.90%,,,0.00%,
Foreign Sales,(5.31%),(9.57%),(5.20%),(8.82%),
