Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,21.14%,13.43%,(13.41%),(10.27%),(2.63%)
Total Revenues,21.14%,13.43%,(13.41%),(10.27%),(2.63%)
Cost Of Revenues,21.60%,13.00%,(10.84%),(8.91%),(1.46%)
Gross Profit,18.94%,15.58%,(25.79%),(18.09%),(9.56%)
Selling General & Admin Expenses,36.29%,(32.86%),(16.52%),(1.23%),9.39%
R&D Expenses,7.79%,(0.37%),(4.38%),0.39%,3.85%
Total Operating Expenses,26.60%,(20.30%),(12.26%),(1.25%),6.02%
Operating Income,12.20%,51.16%,(32.86%),(29.59%),(19.78%)
Interest Expense,(10.52%),(16.30%),-12.23%,-11.36%,-10.92%
Interest And Investment Income,,24.24%,(1.22%),(53.09%),(60.26%)
Net Interest Expenses,(2.54%),(15.68%),-13.15%,-7.39%,-6.27%
Currency Exchange Gains (Loss),,(85.94%),,,
Other Non Operating Income (Expenses),(96.44%),96.92%,(11.72%),(25.66%),
"EBT, Excl. Unusual Items",(27.58%),59.39%,(41.77%),(38.29%),(8.88%)
"EBT, Incl. Unusual Items",(80.51%),"1,481.86%",,,
Income Tax Expense,,(46.92%),(41.90%),65.32%,104.71%
Earnings Of Discontinued Operations,,(2.50%),(75.75%),,
Net Income to Company,(59.93%),702.52%,,,
Minority Interest,(145.28%),(3.08%),-35.07%,-20.69%,(6.56%)
Net Income,(67.53%),898.06%,,,
Preferred Dividend and Other Adjustments,(95.88%),,,50.00%,50.00%
NI to Common Incl Extra Items,(58.70%),929.05%,,,
Revenue Per Share,,13.08%,(12.87%),(10.03%),(2.75%)
Basic EPS,,918.23%,,,
Basic Weighted Average Shares Outst.,,0.32%,(0.63%),(0.27%),0.12%
Diluted EPS,,935.00%,,,
Diluted Weighted Average Shares Outst.,,0.32%,(0.63%),(0.03%),0.47%
Normalized Basic EPS,,62.41%,(41.73%),(38.87%),(9.56%)
Normalized Diluted EPS,,62.41%,(41.73%),(39.02%),(9.87%)
Dividend Per Share,,,,33.33%,0.00%
Payout Ratio,,(88.51%),,,
EBITDA,69.18%,36.43%,(21.56%),(17.83%),(11.93%)
EBITA,24.31%,47.86%,(31.15%),(27.06%),(17.84%)
EBIT,12.20%,51.16%,(32.86%),(29.59%),(19.78%)
EBITDAR,,,,(16.14%),
Effective Tax Rate,,(96.64%),,,
Normalized Net Income,(30.91%),63.24%,(42.06%),(39.14%),(9.45%)
Interest Capitalized,,(63.33%),(9.09%),(20.00%),
Interest on Long-Term Debt,,,,(15.24%),
R&D Expense From Footnotes,7.79%,(0.37%),(4.38%),0.39%,3.85%
Foreign Sales,,16.11%,(13.57%),(8.83%),
