Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2706.5,3138.2,3724.2,4478.5,4358.4,4551.0
Total Revenues,2706.5,3138.2,3724.2,4478.5,4358.4,4551.0
Cost Of Revenues,813.6,936.2,1120.1,1368.3,1497.2,1525.4
Gross Profit,1892.9,2202.0,2604.1,3110.2,2861.2,3025.6
Selling General & Admin Expenses,691.5,810.5,941.4,1177.9,1217.5,1235.4
R&D Expenses,239.6,328.6,418.1,557.3,595.1,607.8
Total Operating Expenses,931.1,1139.1,1359.5,1735.2,1812.6,1843.2
Operating Income,961.8,1062.9,1244.6,1375.0,1048.6,1182.4
Interest And Investment Income,34.8,62.6,75.8,116.8,91.6,76.3
Net Interest Expenses,34.8,62.6,75.8,116.8,91.6,76.3
Currency Exchange Gains (Loss),0.8,0.5,6.1,4.9,(1.4),(5.1)
"EBT, Excl. Unusual Items",997.4,1126.0,1326.5,1496.7,1138.8,1253.6
"EBT, Incl. Unusual Items",985.3,1104.8,1279.5,1502.2,1207.0,1347.7
Income Tax Expense,247.0,433.9,154.5,120.4,140.2,161.9
Earnings From Continuing Operations,738.3,670.9,1125.0,1381.8,1066.8,1185.8
Net Income to Company,738.3,670.9,1125.0,1381.8,1066.8,1185.8
Minority Interest,,,2.9,(2.5),(6.2),(12.4)
Net Income,738.3,670.9,1127.9,1379.3,1060.6,1173.4
NI to Common Incl Extra Items,738.3,670.9,1127.9,1379.3,1060.6,1173.4
NI to Common Excl. Extra Items,738.3,670.9,1127.9,1379.3,1060.6,1173.4
Revenue Per Share,$23.56,$28.09,$32.75,$38.81,$37.25,$38.76
Basic EPS,$6.43,$6.01,$9.92,$11.95,$9.06,$9.99
Basic EPS - Continuing Ops,$6.43,$6.01,$9.92,$11.95,$9.06,$9.99
Basic Weighted Average Shares Outst.,114.9,111.7,113.7,115.4,117.0,117.4
Diluted EPS,$6.26,$5.77,$9.49,$11.54,$8.82,$9.72
Diluted EPS - Continuing Ops,$6.26,$5.77,$9.49,$11.54,$8.82,$9.72
Diluted Weighted Average Shares Outst.,117.9,116.3,118.8,119.5,120.3,120.7
Normalized Basic EPS,$5.43,$6.30,$7.32,$8.08,$6.03,$6.57
Normalized Diluted EPS,$5.29,$6.05,$7.00,$7.81,$5.86,$6.39
EBITDA,1050.7,1157.9,1364.7,1574.7,1319.0,1461.1
EBITA,980.0,1075.8,1258.8,1418.0,1098.4,1226.8
EBIT,961.8,1062.9,1244.6,1375.0,1048.6,1182.4
EBITDAR,,,,,1340.0,
Effective Tax Rate,25.1%,39.3%,12.1%,8.0%,11.6%,12.0%
Normalized Net Income,623.4,703.8,832.0,932.9,705.6,771.1
R&D Expense From Footnotes,239.6,328.6,418.1,557.3,595.1,607.8
Foreign Sales,750.1,852.4,1090.7,1349.0,1395.7,
