Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,10534.0,11358.0,14836.0,28228.0,27243.0,27243.0
Total Revenues,10534.0,11358.0,14836.0,28228.0,27243.0,27243.0
Cost Of Revenues,5855.0,6382.0,9020.0,16644.0,15383.0,15383.0
Gross Profit,4679.0,4976.0,5816.0,11584.0,11860.0,11860.0
Selling General & Admin Expenses,1154.0,1203.0,1625.0,3425.0,3016.0,3016.0
R&D Expenses,92.0,93.0,113.0,184.0,152.0,152.0
Depreciation & Amortization,1122.0,1184.0,1830.0,4675.0,4626.0,4626.0
Other Operating Expense/(Income),(8.0),(3.0),33.0,(68.0),(40.0),(40.0)
Total Operating Expenses,2360.0,2477.0,3601.0,8216.0,7754.0,7754.0
Operating Income,2319.0,2499.0,2215.0,3368.0,4106.0,4106.0
Interest Expense,(174.0),(202.0),(277.0),(246.0),(239.0),(239.0)
Interest And Investment Income,,41.0,80.0,112.0,55.0,55.0
Net Interest Expenses,(174.0),(161.0),(197.0),(134.0),(184.0),(184.0)
Currency Exchange Gains (Loss),1.0,(3.0),4.0,(11.0),(28.0),(28.0)
Other Non Operating Income (Expenses),,,21.0,96.0,85.0,85.0
"EBT, Excl. Unusual Items",2192.0,2388.0,2107.0,3441.0,4074.0,4074.0
"EBT, Incl. Unusual Items",2089.0,2334.0,5105.0,3041.0,3469.0,3469.0
Income Tax Expense,551.0,1026.0,817.0,769.0,847.0,847.0
Earnings From Continuing Operations,1538.0,1308.0,4288.0,2272.0,2622.0,2622.0
Earnings Of Discontinued Operations,,,108.0,102.0,4.0,4.0
Net Income to Company,1538.0,1308.0,4396.0,2374.0,2626.0,2626.0
Minority Interest,(38.0),(61.0),(15.0),(89.0),(125.0),(125.0)
Net Income,1500.0,1247.0,4381.0,2285.0,2501.0,2501.0
NI to Common Incl Extra Items,1500.0,1247.0,4381.0,2285.0,2501.0,2501.0
NI to Common Excl. Extra Items,1500.0,1247.0,4273.0,2183.0,2497.0,2497.0
Revenue Per Share,$36.87,$39.68,$44.90,$52.17,$51.72,$51.72
Basic EPS,$5.25,$4.36,$13.26,$4.22,$4.75,$4.75
Basic EPS - Continuing Ops,$5.25,$4.36,$12.93,$4.03,$4.74,$4.74
Basic Weighted Average Shares Outst.,285.7,286.3,330.4,541.1,526.7,526.7
Diluted EPS,$5.21,$4.32,$13.11,$4.19,$4.71,$4.71
Diluted EPS - Continuing Ops,$5.21,$4.32,$12.79,$4.00,$4.70,$4.70
Diluted Weighted Average Shares Outst.,287.8,289.1,334.1,545.2,531.2,531.2
Normalized Basic EPS,$4.66,$5.00,$3.94,$3.81,$4.60,$4.60
Normalized Diluted EPS,$4.63,$4.95,$3.90,$3.78,$4.56,$4.56
Dividend Per Share,$3.00,$3.15,$3.30,$3.50,$3.85,$3.85
Payout Ratio,57.07%,72.25%,26.61%,82.76%,81.09%,81.09%
EBITDA,3441.0,3683.0,4045.0,8043.0,8732.0,8732.0
EBITA,2413.0,2590.0,2430.0,4103.0,4871.0,4871.0
EBIT,2319.0,2499.0,2215.0,3368.0,4106.0,4106.0
EBITDAR,3582.0,,,,,
Effective Tax Rate,26.4%,44.0%,16.0%,25.3%,24.4%,24.4%
Normalized Net Income,1332.0,1431.5,1301.9,2061.6,2421.3,2421.3
Interest Capitalized,34.0,28.0,20.0,38.0,38.0,38.0
R&D Expense From Footnotes,92.0,93.0,113.0,184.0,152.0,152.0
Foreign Sales,9294.0,11227.0,14438.0,26575.0,25648.0,25648.0
