Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,0.28%,7.47%,7.39%,(6.50%),0.00%
Total Revenues,0.28%,7.47%,7.39%,(6.50%),0.00%
Cost Of Revenues,7.04%,6.05%,2.34%,(6.06%),0.00%
Gross Profit,(24.60%),14.88%,31.78%,(8.16%),0.00%
Selling General & Admin Expenses,(76.33%),10.97%,219.32%,(11.38%),0.00%
Depreciation & Amortization,(1.94%),29.15%,37.26%,4.34%,0.00%
Total Operating Expenses,(58.29%),21.34%,108.85%,(5.11%),0.00%
Operating Income,(0.68%),12.95%,7.10%,(10.07%),0.00%
Interest Expense,(0.22%),(35.46%),(62.03%),-3.56%,0.00%
Interest And Investment Income,(3.48%),12.37%,58.26%,(14.49%),0.00%
Net Interest Expenses,(1.28%),(41.74%),(62.85%),-1.27%,0.00%
Other Non Operating Income (Expenses),94.64%,(77.98%),(4.17%),,0.00%
"EBT, Excl. Unusual Items",(0.15%),9.18%,1.26%,(11.82%),0.00%
"EBT, Incl. Unusual Items",1.91%,(0.57%),4.99%,(58.78%),0.00%
Income Tax Expense,37.79%,(26.58%),2.81%,(96.09%),0.00%
Earnings From Continuing Operations,(9.32%),11.80%,5.68%,(47.44%),0.00%
Net Income to Company,(9.32%),11.80%,5.68%,(47.44%),0.00%
Minority Interest,-33.33%,(17.50%),-4.79%,-82.68%,0.00%
Net Income,(8.36%),11.63%,5.99%,(46.48%),0.00%
NI to Common Incl Extra Items,(8.36%),11.63%,5.99%,(46.48%),0.00%
NI to Common Excl. Extra Items,(8.36%),11.63%,5.99%,(46.48%),0.00%
Revenue Per Share,2.42%,9.25%,6.63%,(7.30%),0.00%
Basic EPS,(6.38%),13.71%,5.53%,(46.96%),0.00%
Basic EPS - Continuing Ops,(6.38%),13.71%,5.53%,(46.96%),0.00%
Basic Weighted Average Shares Outst.,(2.09%),(1.62%),0.73%,0.85%,0.00%
Diluted EPS,(5.41%),13.57%,5.66%,(47.02%),0.00%
Diluted EPS - Continuing Ops,(5.41%),13.57%,5.66%,(47.02%),0.00%
Diluted Weighted Average Shares Outst.,(2.62%),(2.09%),0.57%,0.51%,0.00%
Normalized Basic EPS,3.55%,10.40%,0.75%,(10.33%),0.00%
Normalized Diluted EPS,3.94%,11.25%,0.79%,(9.99%),0.00%
Dividend Per Share,20.00%,16.67%,11.90%,8.51%,0.00%
Payout Ratio,28.32%,2.93%,6.36%,104.85%,0.00%
EBITDA,(0.86%),15.30%,12.01%,(7.20%),0.00%
EBITA,(0.75%),14.41%,11.33%,(9.36%),0.00%
EBIT,(0.68%),12.95%,7.10%,(10.07%),0.00%
EBITDAR,,,,(6.58%),
Effective Tax Rate,35.20%,(26.15%),(2.07%),(90.52%),0.00%
Normalized Net Income,1.39%,8.93%,1.46%,(9.63%),0.00%
Foreign Sales,0.19%,6.37%,1.01%,(11.91%),
