Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,3509.0,5294.0,9379.0,9671.0,7024.0,7024.0
Other Revenues,,,5.0,5.0,2.0,2.0
Total Revenues,3509.0,5294.0,9384.0,9676.0,7026.0,7026.0
Cost Of Revenues,1872.0,2613.0,5069.0,5645.0,4557.0,4557.0
Gross Profit,1637.0,2681.0,4315.0,4031.0,2469.0,2469.0
Selling General & Admin Expenses,325.0,326.0,381.0,324.0,244.0,244.0
Depreciation & Amortization,1480.0,1400.0,1534.0,1711.0,1639.0,1639.0
Other Operating Expense/(Income),474.0,347.0,530.0,86.0,400.0,400.0
Total Operating Expenses,2398.0,2179.0,2559.0,2179.0,2330.0,2330.0
Operating Income,(761.0),502.0,1756.0,1852.0,139.0,139.0
Interest Expense,(194.0),(154.0),(126.0),(121.0),(129.0),(129.0)
Interest And Investment Income,22.0,32.0,29.0,17.0,5.0,5.0
Net Interest Expenses,(172.0),(122.0),(97.0),(104.0),(124.0),(124.0)
Other Non Operating Income (Expenses),8.0,8.0,3.0,22.0,19.0,19.0
"EBT, Excl. Unusual Items",(925.0),388.0,1662.0,1770.0,34.0,34.0
"EBT, Incl. Unusual Items",(959.0),309.0,1251.0,1008.0,(261.0),(261.0)
Income Tax Expense,(403.0),(524.0),276.0,235.0,(61.0),(61.0)
Earnings From Continuing Operations,(556.0),833.0,975.0,773.0,(200.0),(200.0)
Net Income to Company,(556.0),833.0,975.0,773.0,(200.0),(200.0)
Minority Interest,,,3.0,,,
Net Income,(556.0),833.0,978.0,773.0,(200.0),(200.0)
Preferred Dividend and Other Adjustments,,6.0,5.0,3.0,,
NI to Common Incl Extra Items,(556.0),827.0,973.0,770.0,(200.0),(200.0)
NI to Common Excl. Extra Items,(556.0),827.0,973.0,770.0,(200.0),(200.0)
Revenue Per Share,$21.14,$31.14,$54.88,$57.94,$42.58,$42.58
Basic EPS,($3.35),$4.86,$5.69,$4.61,($1.21),($1.21)
Basic EPS - Continuing Ops,($3.35),$4.86,$5.69,$4.61,($1.21),($1.21)
Basic Weighted Average Shares Outst.,166.0,170.0,171.0,167.0,165.0,165.0
Diluted EPS,($3.35),$4.85,$5.69,$4.59,($1.21),($1.21)
Diluted EPS - Continuing Ops,($3.35),$4.85,$5.69,$4.59,($1.21),($1.21)
Diluted Weighted Average Shares Outst.,166.0,170.0,171.0,167.0,165.0,165.0
Normalized Basic EPS,($3.48),$1.43,$6.09,$6.62,$0.13,$0.13
Normalized Diluted EPS,($3.48),$1.43,$6.09,$6.62,$0.13,$0.13
Dividend Per Share,$0.08,$0.08,$0.32,$1.20,$2.20,$2.20
Payout Ratio,NM,1.68%,5.62%,16.43%,NM,NM
EBITDA,778.0,1921.0,3304.0,3578.0,1798.0,1798.0
EBITA,(743.0),521.0,1770.0,1862.0,148.0,148.0
EBIT,(761.0),502.0,1756.0,1852.0,139.0,139.0
EBITDAR,847.0,,,3611.0,1821.0,1821.0
Effective Tax Rate,NM,NM,22.1%,23.3%,NM,NM
Normalized Net Income,(578.1),242.5,1041.8,1106.3,21.3,21.3
Interest Capitalized,4.0,7.0,6.0,5.0,5.0,5.0
Interest on Long-Term Debt,209.0,169.0,138.0,126.0,153.0,153.0
