Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1573.5,1674.0,1821.6,2015.5,2161.2,2161.2
Total Revenues,1573.5,1674.0,1821.6,2015.5,2161.2,2161.2
Cost Of Revenues,772.3,819.9,894.4,993.6,1048.6,1048.6
Gross Profit,801.1,854.0,927.1,1021.9,1112.6,1112.6
Selling General & Admin Expenses,490.5,503.4,550.7,623.4,656.2,656.2
Depreciation & Amortization,50.9,56.6,66.8,81.1,88.3,88.3
Total Operating Expenses,541.4,560.0,617.5,704.5,744.5,744.5
Operating Income,259.7,294.0,309.6,317.4,368.1,368.1
Interest Expense,,,,(6.9),(5.1),(5.1)
Interest And Investment Income,0.2,0.3,0.2,,,
Net Interest Expenses,0.2,0.3,0.2,(6.9),(5.1),(5.1)
"EBT, Excl. Unusual Items",259.9,294.3,309.9,310.5,363.0,363.0
"EBT, Incl. Unusual Items",260.6,294.5,310.7,261.2,354.7,354.7
Income Tax Expense,93.3,115.4,79.1,57.8,93.9,93.9
Earnings From Continuing Operations,167.4,179.1,231.7,203.3,260.8,260.8
Net Income to Company,167.4,179.1,231.7,203.3,260.8,260.8
Net Income,167.4,179.1,231.7,203.3,260.8,260.8
NI to Common Incl Extra Items,167.4,179.1,231.7,203.3,260.8,260.8
NI to Common Excl. Extra Items,167.4,179.1,231.7,203.3,260.8,260.8
Revenue Per Share,$3.20,$3.41,$3.71,$4.10,$4.40,$4.40
Basic EPS,$0.34,$0.37,$0.47,$0.41,$0.53,$0.53
Basic EPS - Continuing Ops,$0.34,$0.37,$0.47,$0.41,$0.53,$0.53
Basic Weighted Average Shares Outst.,491.0,490.5,490.9,491.2,491.6,491.6
Diluted EPS,$0.34,$0.37,$0.47,$0.41,$0.53,$0.53
Diluted EPS - Continuing Ops,$0.34,$0.37,$0.47,$0.41,$0.53,$0.53
Diluted Weighted Average Shares Outst.,491.0,490.5,490.9,491.2,491.6,491.6
Normalized Basic EPS,$0.33,$0.37,$0.39,$0.40,$0.46,$0.46
Normalized Diluted EPS,$0.33,$0.37,$0.39,$0.40,$0.46,$0.46
Dividend Per Share,$0.17,$0.20,$0.25,$0.28,$0.24,$0.24
Payout Ratio,51.31%,55.23%,53.17%,68.33%,44.75%,44.75%
EBITDA,309.6,350.6,376.4,398.5,456.4,456.4
EBITA,285.9,323.2,346.1,361.9,415.8,415.8
EBIT,259.7,294.0,309.6,317.4,368.1,368.1
EBITDAR,376.4,,,476.3,542.0,542.0
Effective Tax Rate,35.8%,39.2%,25.4%,22.1%,26.5%,26.5%
Normalized Net Income,162.4,183.9,193.7,194.0,226.9,226.9
Foreign Sales,118.3,132.6,144.4,152.8,154.9,154.9
