Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,6.98%,14.39%,8.98%,8.57%,0.00%
Other Revenue,(0.75%),65.56%,(25.48%),(41.35%),0.00%
Total Revenues,5.90%,21.11%,2.79%,2.07%,0.00%
Property Expenses,6.00%,34.16%,(9.68%),(10.35%),0.00%
Selling General & Admin Exp.,(0.80%),2.32%,8.31%,(4.90%),0.00%
Depreciation & Amortization,12.78%,14.13%,4.81%,7.88%,0.00%
Other Operating Expenses,9.01%,24.19%,238.75%,15.69%,0.00%
Total Operating Expenses,8.33%,21.92%,(0.25%),(0.99%),0.00%
Operating Income,(0.84%),18.68%,12.23%,10.55%,0.00%
Total Interest Expense,-22.84%,-2.30%,(5.59%),(4.11%),0.00%
Interest and Investment Income,264.83%,17.07%,(42.32%),(82.69%),0.00%
Net Interest Expenses,-33.52%,-6.24%,(17.77%),(14.92%),0.00%
"EBT, Excl. Unusual Items",38.97%,33.20%,9.95%,8.62%,0.00%
Gain (Loss) on Sale of Assets,(28.52%),75.18%,12.44%,(42.93%),0.00%
Asset Writedown,-75.13%,,,,0.00%
Other Unusual Items,-23.07%,-98.51%,"(1,528.87%)",(420.57%),0.00%
"EBT, Incl. Unusual Items",(2.55%),35.13%,12.41%,(32.51%),0.00%
Income Tax Expense,-39.39%,,(1.61%),,0.00%
Earnings From Continuing Operations,(2.62%),31.93%,12.74%,(29.97%),0.00%
Earnings Of Discontinued Operations,"7,990.11%",(99.71%),(88.59%),(75.06%),0.00%
Net Income to Company,424.72%,(76.59%),11.72%,(30.02%),0.00%
Minority Interest,(535.09%),-82.23%,(3.76%),-22.52%,0.00%
Net Income,423.62%,(76.52%),11.79%,(30.09%),0.00%
Pref. Dividends and Other Adj.,68.97%,(57.93%),(11.22%),(2.69%),0.00%
NI to Common Incl Extra Items,426.31%,(76.57%),11.89%,(30.18%),0.00%
NI to Common Excl. Extra Items,(8.95%),41.79%,12.93%,(30.13%),0.00%
Revenue Per Share,4.30%,20.59%,1.35%,(0.22%),0.00%
Basic EPS,414.94%,(76.67%),10.29%,(31.65%),0.00%
Basic EPS - Continuing Ops,(10.75%),41.01%,11.22%,(31.67%),0.00%
Basic Weighted Average Shares Outst.,1.66%,0.51%,1.30%,2.16%,0.00%
Diluted EPS,420.79%,(76.73%),10.07%,(31.79%),0.00%
Diluted EPS - Continuing Ops,(10.75%),40.70%,11.00%,(31.82%),0.00%
Diluted Weighted Average Shares Outst.,(0.37%),2.12%,1.11%,1.86%,0.00%
Normalized Basic EPS,7.92%,74.25%,8.29%,8.50%,0.00%
Normalized Diluted EPS,7.92%,71.50%,10.74%,7.31%,0.00%
Dividend Per Share,,,8.43%,8.89%,0.00%
Payout Ratio,(79.50%),353.25%,(2.21%),59.46%,0.00%
FFO,7.36%,8.28%,5.47%,2.19%,0.00%
FFO Payout Ratio %,(0.02%),(1.75%),3.66%,9.10%,0.00%
AFFO,7.36%,8.28%,5.47%,2.19%,
Funds Available for Distribution,7.36%,8.28%,5.47%,2.19%,
EBITDA,(2.84%),10.01%,12.57%,8.87%,0.00%
EBITA,(0.06%),15.33%,19.52%,8.67%,0.00%
EBIT,(0.84%),18.68%,12.23%,10.55%,0.00%
Effective Tax Rate,,,(12.44%),,0.00%
Normalized Net Income,9.42%,73.10%,10.17%,9.67%,0.00%
Interest Capitalized,17.39%,43.92%,(2.57%),(8.30%),
