Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,15887.0,20620.0,23995.0,22408.0,14445.0,12859.0
Total Revenues,15887.0,20620.0,23995.0,22408.0,14445.0,12859.0
Cost Of Revenues,15017.0,18343.0,21009.0,20123.0,13405.0,11958.0
Gross Profit,870.0,2277.0,2986.0,2285.0,1040.0,901.0
Selling General & Admin Expenses,226.0,256.0,254.0,227.0,182.0,175.0
Other Operating Expense/(Income),,,,577.0,281.0,256.0
Total Operating Expenses,226.0,256.0,254.0,804.0,463.0,431.0
Operating Income,644.0,2021.0,2732.0,1481.0,577.0,470.0
Interest Expense,(657.0),(705.0),(598.0),(592.0),(543.0),(534.0)
Interest And Investment Income,59.0,112.0,44.0,23.0,38.0,38.0
Net Interest Expenses,(598.0),(593.0),(554.0),(569.0),(505.0),(496.0)
Currency Exchange Gains (Loss),(216.0),,,,,
Other Non Operating Income (Expenses),,(99.0),(99.0),(105.0),(111.0),(110.0)
"EBT, Excl. Unusual Items",(170.0),1329.0,2079.0,807.0,(39.0),(136.0)
"EBT, Incl. Unusual Items","(7,625.0)",682.0,1814.0,"(1,122.0)","(3,220.0)","(2,101.0)"
Income Tax Expense,"(1,858.0)",1131.0,157.0,7.0,(278.0),(345.0)
Earnings From Continuing Operations,"(5,767.0)",(449.0),1657.0,"(1,129.0)","(2,942.0)","(1,756.0)"
Earnings Of Discontinued Operations,(2.0),(19.0),,,,
Net Income to Company,"(5,769.0)",(468.0),1657.0,"(1,129.0)","(2,942.0)","(1,756.0)"
Minority Interest,6.0,5.0,(1.0),(2.0),(3.0),(2.0)
Net Income,"(5,763.0)",(463.0),1656.0,"(1,131.0)","(2,945.0)","(1,758.0)"
NI to Common Incl Extra Items,"(5,763.0)",(463.0),1656.0,"(1,131.0)","(2,945.0)","(1,758.0)"
NI to Common Excl. Extra Items,"(5,761.0)",(444.0),1656.0,"(1,131.0)","(2,945.0)","(1,758.0)"
Revenue Per Share,$18.45,$23.70,$27.42,$25.61,$16.40,$14.55
Basic EPS,($6.69),($0.53),$1.89,($1.29),($3.34),($1.99)
Basic EPS - Continuing Ops,($6.69),($0.51),$1.89,($1.29),($3.34),($1.99)
Basic Weighted Average Shares Outst.,861.0,870.0,875.0,875.0,881.0,883.8
Diluted EPS,($6.69),($0.53),$1.89,($1.29),($3.34),($1.99)
Diluted EPS - Continuing Ops,($6.69),($0.51),$1.89,($1.29),($3.34),($1.99)
Diluted Weighted Average Shares Outst.,861.0,870.0,877.0,875.0,881.0,883.8
Normalized Basic EPS,($0.12),$0.96,$1.48,$0.57,($0.03),($0.10)
Normalized Diluted EPS,($0.12),$0.96,$1.48,$0.57,($0.03),($0.10)
Dividend Per Share,$0.72,$0.72,$0.72,$0.72,$0.32,$0.18
Payout Ratio,NM,NM,38.04%,NM,NM,NM
EBITDA,2147.0,3577.0,4338.0,3106.0,1635.0,1406.0
EBITA,644.0,2021.0,2732.0,1481.0,577.0,470.0
EBIT,644.0,2021.0,2732.0,1481.0,577.0,470.0
EBITDAR,2734.0,4151.0,5018.0,3566.0,1958.0,
Effective Tax Rate,NM,165.8%,8.7%,NM,NM,NM
Normalized Net Income,(100.3),835.6,1298.4,502.4,(27.4),(87.0)
Interest on Long-Term Debt,,,,51.0,32.0,
R&D Expense From Footnotes,329.0,360.0,390.0,404.0,309.0,309.0
Foreign Sales,9117.0,20620.0,23995.0,22408.0,14445.0,
