Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,864.7,967.2,1039.3,1130.2,1157.5,1157.5
Other Revenue,100.2,113.7,130.0,139.7,168.9,168.9
Total Revenues,1004.8,1120.3,1211.1,1319.7,1378.6,1378.6
Property Expenses,252.7,276.7,301.2,340.3,358.8,358.8
Selling General & Admin Exp.,90.7,93.4,97.4,114.5,124.9,124.9
Depreciation & Amortization,182.6,193.3,209.1,219.9,224.4,224.4
Total Operating Expenses,525.9,563.4,607.7,674.7,708.1,708.1
Operating Income,478.8,556.9,603.3,645.0,670.4,670.4
Total Interest Expense,(138.5),(158.6),(183.1),(191.3),(172.3),(172.3)
Interest and Investment Income,11.0,6.7,5.3,7.5,15.2,15.2
Net Interest Expenses,(127.5),(151.9),(177.8),(183.8),(157.1),(157.1)
Other Non Operating Income,1.4,,,,,
"EBT, Excl. Unusual Items",352.8,405.1,425.5,461.2,513.3,513.3
Gain (Loss) on Sale of Assets,11.4,112.8,30.8,1.2,18.1,18.1
Other Unusual Items,(4.3),,,,,
"EBT, Incl. Unusual Items",412.9,517.8,456.3,462.4,531.4,531.4
Income Tax Expense,15.8,3.6,9.2,11.3,13.8,13.8
Earnings From Continuing Operations,397.1,514.2,447.1,451.1,517.6,517.6
Net Income to Company,397.1,514.2,447.1,451.1,517.6,517.6
Minority Interest,(31.0),(35.2),(31.8),(31.2),(35.8),(35.8)
Net Income,366.1,479.0,415.3,420.0,481.8,481.8
Pref. Dividends and Other Adj.,0.8,1.0,0.7,0.7,0.7,0.7
NI to Common Incl Extra Items,365.3,478.0,414.6,419.3,481.1,481.1
NI to Common Excl. Extra Items,365.3,478.0,414.6,419.3,481.1,481.1
Revenue Per Share,$8.03,$8.89,$9.60,$10.29,$10.64,$10.64
Basic EPS,$2.92,$3.79,$3.29,$3.27,$3.71,$3.71
Basic EPS - Continuing Ops,$2.92,$3.79,$3.29,$3.27,$3.71,$3.71
Basic Weighted Average Shares Outst.,125.1,126.0,126.1,128.2,129.5,129.5
Diluted EPS,$2.91,$3.76,$3.27,$3.24,$3.71,$3.71
Diluted EPS - Continuing Ops,$2.91,$3.76,$3.27,$3.24,$3.71,$3.71
Diluted Weighted Average Shares Outst.,125.9,134.2,133.2,136.4,129.6,129.6
Normalized Basic EPS,$1.52,$1.73,$1.86,$2.01,$2.20,$2.20
Normalized Diluted EPS,$1.50,$1.62,$1.76,$1.88,$2.20,$2.20
Dividend Per Share,$2.93,$3.12,$3.36,$3.56,$3.60,$3.60
Payout Ratio,100.46%,82.05%,102.32%,109.08%,97.09%,97.09%
FFO,494.7,590.2,623.0,667.9,722.5,722.5
FFO Payout Ratio %,74.36%,66.60%,68.21%,68.59%,64.74%,64.74%
AFFO,494.7,590.2,623.0,667.9,722.5,722.5
Funds Available for Distribution,494.7,590.2,623.0,667.9,722.5,722.5
EBITDA,661.4,750.2,812.4,864.9,893.3,893.3
EBITA,500.0,571.3,612.4,651.6,672.7,672.7
EBIT,478.8,556.9,603.3,645.0,670.4,670.4
EBITDAR,666.0,757.1,820.6,890.4,931.1,931.1
Effective Tax Rate,3.8%,0.7%,2.0%,2.4%,2.6%,2.6%
Normalized Net Income,189.5,218.0,234.2,257.1,285.0,285.0
Interest on Long-Term Debt,19.5,19.3,18.1,18.3,14.2,14.2
