Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,(14.09%),(15.24%),1.46%,9.98%,0.00%
Total Revenues,(14.09%),(15.24%),1.46%,9.98%,0.00%
Cost Of Revenues,2.58%,11.03%,(3.67%),(21.05%),0.00%
Gross Profit,(16.81%),(20.53%),2.89%,18.14%,0.00%
Selling General & Admin Expenses,14.13%,4.59%,8.01%,12.03%,0.00%
R&D Expenses,(19.97%),4.98%,3.44%,20.17%,0.00%
Total Operating Expenses,(5.61%),4.78%,5.77%,15.94%,0.00%
Operating Income,(21.82%),(34.17%),0.43%,20.12%,0.00%
Interest Expense,(15.98%),-3.67%,-7.61%,-1.11%,0.00%
Net Interest Expenses,(15.98%),-3.67%,-7.61%,-1.11%,0.00%
Currency Exchange Gains (Loss),,-97.22%,,,0.00%
Other Non Operating Income (Expenses),134.25%,(5.38%),7.46%,(51.24%),0.00%
"EBT, Excl. Unusual Items",(22.82%),(35.09%),2.14%,16.80%,0.00%
"EBT, Incl. Unusual Items",(20.87%),(42.35%),(33.84%),(67.66%),0.00%
Income Tax Expense,146.19%,(73.67%),,,0.00%
Earnings From Continuing Operations,(65.57%),17.57%,(1.76%),(98.34%),0.00%
Net Income to Company,(65.57%),17.57%,(1.76%),(98.34%),0.00%
Minority Interest,,-68.75%,,54.55%,0.00%
Net Income,(65.72%),17.87%,(1.26%),(97.72%),0.00%
NI to Common Incl Extra Items,(65.72%),17.87%,(1.26%),(97.72%),0.00%
NI to Common Excl. Extra Items,(65.72%),17.87%,(1.26%),(97.72%),0.00%
Revenue Per Share,(12.01%),(14.64%),3.67%,11.09%,0.00%
Basic EPS,(64.87%),18.72%,0.97%,(97.69%),0.00%
Basic EPS - Continuing Ops,(64.87%),18.72%,0.97%,(97.69%),0.00%
Basic Weighted Average Shares Outst.,(2.39%),(0.69%),(2.16%),(1.02%),0.00%
Diluted EPS,(64.69%),18.80%,1.20%,(97.68%),0.00%
Diluted EPS - Continuing Ops,(64.69%),18.80%,1.20%,(97.68%),0.00%
Diluted Weighted Average Shares Outst.,(2.87%),(0.83%),(2.37%),(1.10%),0.00%
Normalized Basic EPS,(21.16%),(34.60%),5.02%,18.20%,0.00%
Normalized Diluted EPS,(20.81%),(34.49%),5.19%,18.17%,0.00%
Dividend Per Share,13.04%,9.62%,10.53%,7.94%,0.00%
Payout Ratio,224.59%,(7.70%),9.85%,"4,587.50%",0.00%
EBITDA,(19.84%),(30.39%),0.14%,18.20%,0.00%
EBITA,(20.31%),(30.81%),(0.13%),18.33%,0.00%
EBIT,(21.82%),(34.17%),0.43%,20.12%,0.00%
EBITDAR,(19.74%),(30.06%),0.63%,18.01%,
Effective Tax Rate,211.10%,(54.33%),,,0.00%
Normalized Net Income,(23.06%),(35.02%),2.64%,16.95%,0.00%
Interest on Long-Term Debt,23.26%,(1.61%),(9.09%),(0.60%),
R&D Expense From Footnotes,(26.76%),34.39%,81.47%,19.65%,0.00%
Foreign Sales,(28.30%),(25.97%),(0.92%),11.51%,
