Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1142.2,1165.1,1215.0,1231.7,1265.1,1276.1
Total Revenues,1142.2,1165.1,1215.0,1231.7,1265.1,1276.1
Cost Of Revenues,198.2,193.3,192.1,180.5,180.2,181.6
Gross Profit,943.9,971.8,1022.8,1051.2,1084.9,1094.6
Selling General & Admin Expenses,198.3,211.7,197.6,184.3,186.0,188.6
R&D Expenses,59.1,52.3,57.9,60.8,74.7,77.6
Total Operating Expenses,257.4,264.0,255.4,245.1,260.7,266.2
Operating Income,686.6,707.7,767.4,806.1,824.2,828.3
Interest Expense,(115.6),(136.3),(114.8),(90.6),(90.1),(90.1)
Interest And Investment Income,6.2,17.9,26.5,26.6,7.8,3.6
Net Interest Expenses,(109.4),(118.4),(88.4),(64.0),(82.3),(86.5)
Other Non Operating Income (Expenses),4.0,(0.7),2.2,15.8,2.0,(0.5)
"EBT, Excl. Unusual Items",581.2,588.6,681.2,758.0,743.8,741.3
"EBT, Incl. Unusual Items",581.2,599.0,729.5,758.8,750.2,747.7
Income Tax Expense,140.5,141.8,147.0,146.5,(64.6),116.6
Earnings From Continuing Operations,440.6,457.2,582.5,612.3,814.9,631.1
Net Income to Company,440.6,457.2,582.5,612.3,814.9,631.1
Net Income,440.6,457.2,582.5,612.3,814.9,631.1
NI to Common Incl Extra Items,440.6,457.2,582.5,612.3,814.9,631.1
NI to Common Excl. Extra Items,440.6,457.2,582.5,612.3,814.9,631.1
Revenue Per Share,$10.67,$11.61,$10.71,$10.39,$10.99,$11.17
Basic EPS,$4.12,$4.56,$5.13,$5.17,$7.08,$5.52
Basic EPS - Continuing Ops,$4.12,$4.56,$5.13,$5.17,$7.08,$5.52
Basic Weighted Average Shares Outst.,107.0,100.3,113.5,118.5,115.1,114.2
Diluted EPS,$3.42,$3.68,$4.75,$5.15,$7.07,$5.52
Diluted EPS - Continuing Ops,$3.42,$3.68,$4.75,$5.15,$7.07,$5.52
Diluted Weighted Average Shares Outst.,128.8,124.2,122.7,119.0,115.3,114.4
Normalized Basic EPS,$3.39,$3.67,$3.75,$4.00,$4.04,$4.06
Normalized Diluted EPS,$2.82,$2.96,$3.47,$3.98,$4.03,$4.05
EBITDA,744.7,757.6,815.8,852.5,870.6,875.0
EBITA,686.6,707.7,767.4,806.1,824.2,828.3
EBIT,686.6,707.7,767.4,806.1,824.2,828.3
Effective Tax Rate,24.2%,23.7%,20.2%,19.3%,NM,15.6%
Normalized Net Income,363.2,367.9,425.8,473.7,464.9,463.3
Interest on Long-Term Debt,112.7,133.1,111.3,87.1,87.1,
R&D Expense From Footnotes,59.1,52.3,57.9,60.8,74.7,77.6
Foreign Sales,474.9,457.2,458.1,459.1,460.4,
