Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2.67%,1.17%,(0.13%),(0.04%),0.00%
"Other Revenues, Total",2.63%,1.28%,8.86%,2.33%,0.00%
Total Revenues,2.67%,1.17%,(0.07%),(0.03%),0.00%
Fuel & Purchased Power,1.28%,2.73%,(9.74%),(0.46%),0.00%
Operations And Maintenance,(2.04%),4.25%,(1.17%),(1.27%),0.00%
Depreciation & Amortization,13.51%,11.02%,7.49%,10.37%,0.00%
Other Operating Expenses,13.84%,1.73%,0.69%,(9.97%),0.00%
Total Operating Expenses,4.42%,4.15%,(2.43%),(0.35%),0.00%
Operating Income,(4.41%),(12.02%),12.26%,1.44%,0.00%
"Interest Expense, Total",(2.47%),(5.58%),(10.43%),(8.67%),0.00%
Net Interest Expenses,(2.47%),(5.58%),(10.43%),(8.67%),0.00%
Allow. For Equity Funds Used For Const.,25.00%,44.00%,(28.70%),49.35%,0.00%
Allow. For Borrowed Funds Used For Const.,29.63%,37.14%,(22.92%),13.51%,0.00%
Other Non-Operating Inc. (Exp.),419.05%,(8.26%),(58.00%),(95.24%),0.00%
"EBT, Excl. Unusual Items",(0.82%),(14.67%),4.02%,(2.20%),0.00%
"EBT, Incl. Unusual Items",(0.82%),(14.67%),4.02%,(2.20%),0.00%
Income Tax Expense,(6.71%),(66.61%),(29.28%),,0.00%
Earnings From Continuing Operations,2.23%,9.84%,8.80%,7.36%,0.00%
Net Income to Company,2.23%,9.84%,8.80%,7.36%,0.00%
Net Income,2.23%,9.84%,8.80%,7.36%,0.00%
NI to Common Incl Extra Items,2.23%,9.84%,8.80%,7.36%,0.00%
NI to Common Excl. Extra Items,2.23%,9.84%,8.80%,7.36%,0.00%
Revenue Per Share,2.68%,0.79%,(1.62%),(1.53%),0.00%
Basic EPS,2.05%,9.19%,7.03%,5.87%,0.00%
Basic EPS - Continuing Ops,2.05%,9.19%,7.03%,5.87%,0.00%
Basic Weighted Average Shares Outst.,0.00%,0.39%,1.57%,1.54%,0.00%
Diluted EPS,1.81%,9.68%,6.88%,5.68%,0.00%
Diluted EPS - Continuing Ops,1.81%,9.68%,6.88%,5.68%,0.00%
Diluted Weighted Average Shares Outst.,0.00%,0.39%,1.76%,1.54%,0.00%
Normalized Basic EPS,(0.71%),(15.21%),2.63%,(3.88%),0.00%
Normalized Diluted EPS,(0.71%),(15.21%),2.44%,(3.53%),0.00%
Dividend Per Share,5.88%,5.56%,6.58%,6.17%,0.00%
Payout Ratio,3.57%,(7.82%),(0.41%),0.80%,0.00%
EBITDA,2.09%,(2.18%),4.93%,9.94%,0.00%
EBITA,(4.41%),(12.02%),12.26%,1.44%,0.00%
EBIT,(4.41%),(12.02%),12.26%,1.44%,0.00%
EBITDAR,1.72%,(2.00%),4.79%,9.54%,
Effective Tax Rate,(5.95%),(60.86%),(32.01%),,0.00%
Normalized Net Income,(0.82%),(14.67%),4.02%,(2.20%),0.00%
Interest Capitalized,29.63%,37.14%,(22.92%),13.51%,
Interest on Long-Term Debt,,(5.00%),0.00%,(5.26%),
