Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1.87%,1.19%,(5.33%),(8.64%),0.00%
Total Revenues,1.87%,1.19%,(5.33%),(8.64%),0.00%
Cost Of Revenues,1.63%,(0.50%),(7.70%),(7.38%),0.00%
Gross Profit,2.24%,3.72%,(1.91%),(10.35%),0.00%
Selling General & Admin Expenses,12.38%,(0.46%),2.38%,(15.39%),0.00%
Total Operating Expenses,12.38%,(0.46%),2.38%,(15.39%),0.00%
Operating Income,(7.43%),8.55%,(6.46%),(4.50%),0.00%
Interest Expense,-6.82%,(5.28%),(1.60%),-22.04%,0.00%
Interest And Investment Income,40.00%,(2.04%),31.25%,(49.21%),0.00%
Net Interest Expenses,-7.92%,(5.54%),(0.62%),-20.86%,0.00%
Currency Exchange Gains (Loss),57.78%,,,,
Other Non Operating Income (Expenses),424.00%,110.69%,(30.07%),(21.24%),0.00%
"EBT, Excl. Unusual Items",(5.93%),9.44%,(7.98%),(2.24%),0.00%
"EBT, Incl. Unusual Items",1.70%,185.29%,33.29%,(35.29%),0.00%
Income Tax Expense,922.15%,(84.58%),88.60%,(57.89%),0.00%
Earnings From Continuing Operations,,,24.23%,(29.67%),0.00%
Net Income to Company,,,24.23%,(29.67%),0.00%
Net Income,,,24.23%,(29.67%),0.00%
NI to Common Incl Extra Items,,,24.23%,(29.67%),0.00%
NI to Common Excl. Extra Items,,,24.23%,(29.67%),0.00%
Revenue Per Share,6.75%,4.76%,0.05%,(5.28%),0.00%
Basic EPS,,,30.95%,(26.91%),0.00%
Basic EPS - Continuing Ops,,,30.95%,(26.91%),0.00%
Basic Weighted Average Shares Outst.,(4.55%),(3.44%),(5.36%),(3.58%),0.00%
Diluted EPS,,,31.55%,(27.24%),0.00%
Diluted EPS - Continuing Ops,,,31.55%,(27.24%),0.00%
Diluted Weighted Average Shares Outst.,(5.19%),(2.89%),(5.17%),(3.64%),0.00%
Normalized Basic EPS,(1.62%),13.34%,(2.67%),1.66%,0.00%
Normalized Diluted EPS,(0.81%),12.70%,(2.70%),1.71%,0.00%
Dividend Per Share,9.37%,8.57%,5.26%,12.50%,0.00%
Payout Ratio,,,(19.71%),54.51%,0.00%
EBITDA,(6.02%),6.95%,(5.72%),(6.08%),0.00%
EBITA,(6.59%),7.40%,(6.27%),(4.97%),0.00%
EBIT,(7.43%),8.55%,(6.46%),(4.50%),0.00%
EBITDAR,(5.48%),7.31%,(5.68%),(5.59%),
Effective Tax Rate,905.08%,(94.59%),41.51%,(34.92%),0.00%
Normalized Net Income,(5.93%),9.44%,(7.98%),(2.24%),0.00%
Foreign Sales,1.02%,2.92%,(1.95%),(7.05%),
