Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,66.56%,17.15%,15.37%,23.82%,19.98%
Other Revenue,"2,930.77%",185.11%,21.50%,(5.48%),54.98%
Total Revenues,22.56%,18.20%,15.46%,23.35%,20.38%
Property Expenses,16.95%,17.05%,16.89%,19.02%,13.93%
Selling General & Admin Exp.,17.41%,20.53%,20.37%,22.53%,16.59%
Depreciation & Amortization,32.99%,14.61%,14.02%,28.18%,20.05%
Total Operating Expenses,24.66%,16.12%,15.78%,23.91%,17.25%
Operating Income,17.37%,23.65%,14.69%,21.98%,28.69%
Total Interest Expense,(20.28%),(22.43%),(10.27%),-1.19%,-9.97%
Interest and Investment Income,,,42.32%,116.45%,280.17%
Net Interest Expenses,(20.28%),-83.88%,,"1,090.69%",
"EBT, Excl. Unusual Items",15.41%,99.10%,26.95%,70.34%,122.07%
Gain (Loss) on Sale of Assets,(89.99%),"2,184.51%",(94.55%),"32,408.23%","32,994.51%"
Asset Writedown,-99.90%,"(3,008.87%)",(95.44%),(289.80%),(257.15%)
Other Unusual Items,(6.84%),-67.49%,"(4,139.75%)",(27.53%),(218.14%)
"EBT, Incl. Unusual Items",,107.41%,0.31%,104.72%,175.93%
Earnings From Continuing Operations,,107.41%,0.31%,104.72%,175.93%
Net Income to Company,,107.41%,0.31%,104.72%,175.93%
Minority Interest,(55.95%),-6.49%,(74.11%),(37.50%),(36.72%)
Net Income,,124.32%,(4.26%),112.29%,200.79%
Pref. Dividends and Other Adj.,(72.20%),(35.32%),(20.61%),(16.45%),20.19%
NI to Common Incl Extra Items,,150.34%,(3.57%),116.75%,207.10%
NI to Common Excl. Extra Items,,150.34%,(3.57%),116.75%,207.10%
Revenue Per Share,1.88%,5.02%,6.00%,9.74%,6.24%
Basic EPS,,122.23%,(11.38%),92.75%,171.03%
Basic EPS - Continuing Ops,,122.23%,(11.38%),92.75%,171.03%
Basic Weighted Average Shares Outst.,20.29%,12.52%,8.93%,12.39%,13.31%
Diluted EPS,,122.78%,(11.36%),92.63%,170.00%
Diluted EPS - Continuing Ops,,122.78%,(11.36%),92.63%,170.00%
Diluted Weighted Average Shares Outst.,20.97%,12.23%,8.91%,12.41%,13.24%
Normalized Basic EPS,(10.31%),102.77%,11.42%,56.17%,114.03%
Normalized Diluted EPS,(10.82%),104.24%,11.67%,56.40%,114.15%
Dividend Per Share,6.81%,8.12%,7.24%,6.00%,5.91%
Payout Ratio,,(46.54%),22.13%,(44.35%),(60.30%)
FFO,112.71%,47.33%,11.99%,45.24%,56.48%
FFO Payout Ratio %,(38.95%),(17.23%),4.88%,(17.91%),(23.18%)
FFO (Diluted),112.71%,47.33%,11.99%,45.24%,56.48%
AFFO,31.60%,23.00%,14.81%,17.98%,
Funds Available for Distribution,31.60%,23.00%,14.81%,17.98%,
AFFO (Diluted),31.60%,23.00%,14.81%,17.98%,18.51%
FFO Per Share (Basic),76.76%,,,,
FFO Shares (Basic),20.34%,,,,
FFO Per Share (Diluted),76.76%,30.28%,3.19%,29.60%,38.53%
FFO Shares (Diluted),20.48%,13.02%,8.57%,11.97%,12.95%
Adjusted FFO Per Share (Diluted),9.26%,9.63%,5.45%,4.89%,4.92%
EBITDA,23.76%,18.57%,13.76%,23.33%,23.20%
EBITA,17.10%,27.39%,15.98%,27.31%,37.18%
EBIT,17.37%,23.65%,14.69%,21.98%,28.69%
EBITDAR,23.12%,18.46%,13.80%,23.06%,
Normalized Net Income,7.56%,128.72%,21.54%,75.73%,142.51%
Interest Capitalized,11.00%,13.74%,33.74%,41.84%,
