Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1187.3,1735.6,2139.4,1985.2,1405.0,1405.0
Other Revenues,7.4,11.7,4.3,0.2,0.2,0.2
Total Revenues,1194.6,1747.3,2143.7,1985.5,1405.2,1405.2
Cost Of Revenues,548.0,599.0,750.6,651.6,644.5,644.5
Gross Profit,646.6,1148.3,1393.1,1333.8,760.7,760.7
Selling General & Admin Expenses,85.6,97.8,96.6,92.3,105.4,105.4
Depreciation & Amortization,590.1,568.8,417.5,405.7,390.9,390.9
Other Operating Expense/(Income),68.2,16.6,(21.8),(63.8),(47.0),(47.0)
Total Operating Expenses,1207.2,1187.5,606.2,454.6,464.7,464.7
Operating Income,(560.6),(39.2),787.0,879.2,296.0,296.0
Interest Expense,(88.3),(82.1),(73.2),(55.0),(54.1),(54.1)
Net Interest Expenses,(88.3),(82.1),(73.2),(55.0),(54.1),(54.1)
Other Non Operating Income (Expenses),(1.6),5.0,(0.5),(0.6),(0.2),(0.2)
"EBT, Excl. Unusual Items",(653.0),(216.9),714.5,904.2,241.6,241.6
"EBT, Incl. Unusual Items",(659.6),(228.4),698.1,900.2,241.1,241.1
Income Tax Expense,(242.5),(328.8),141.1,219.2,40.6,40.6
Earnings From Continuing Operations,(417.1),100.4,557.0,681.1,200.5,200.5
Net Income to Company,(417.1),100.4,557.0,681.1,200.5,200.5
Net Income,(417.1),100.4,557.0,681.1,200.5,200.5
NI to Common Incl Extra Items,(417.1),100.4,557.0,681.1,200.5,200.5
NI to Common Excl. Extra Items,(417.1),100.4,557.0,681.1,200.5,200.5
Revenue Per Share,$2.61,$3.77,$4.81,$4.78,$3.53,$3.53
Basic EPS,($0.91),$0.22,$1.25,$1.64,$0.50,$0.50
Basic EPS - Continuing Ops,($0.91),$0.22,$1.25,$1.64,$0.50,$0.50
Basic Weighted Average Shares Outst.,456.8,463.7,445.5,415.5,398.5,398.5
Diluted EPS,($0.91),$0.22,$1.24,$1.63,$0.50,$0.50
Diluted EPS - Continuing Ops,($0.91),$0.22,$1.24,$1.63,$0.50,$0.50
Diluted Weighted Average Shares Outst.,456.8,465.6,447.6,417.5,400.5,400.5
Normalized Basic EPS,($0.89),($0.29),$1.00,$1.36,$0.38,$0.38
Normalized Diluted EPS,($0.89),($0.29),$1.00,$1.35,$0.38,$0.38
Dividend Per Share,$0.08,$0.17,$0.25,$0.35,$0.40,$0.40
Payout Ratio,NM,78.53%,19.99%,21.37%,79.48%,79.48%
EBITDA,465.1,1012.4,1204.5,1285.0,686.9,686.9
EBITA,(560.6),(39.2),787.0,882.7,300.2,300.2
EBIT,(560.6),(39.2),787.0,879.2,296.0,296.0
EBITDAR,475.8,1022.1,,1303.1,693.4,693.4
Effective Tax Rate,NM,NM,20.2%,24.3%,16.8%,16.8%
Normalized Net Income,(408.1),(135.5),446.5,565.1,151.0,151.0
