Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1447.7,1679.4,2023.5,2204.3,2485.2,2485.2
Total Revenues,1447.7,1679.4,2023.5,2204.3,2485.2,2485.2
Cost Of Revenues,928.4,1094.6,1298.4,1406.6,1521.2,1521.2
Gross Profit,519.3,584.8,725.0,797.8,964.0,964.0
Selling General & Admin Expenses,239.6,262.4,295.7,328.6,366.0,366.0
R&D Expenses,37.2,42.9,50.0,68.4,80.3,80.3
Total Operating Expenses,309.7,334.2,367.9,425.6,478.5,478.5
Operating Income,209.7,250.6,357.2,372.2,485.4,485.4
Interest Expense,(44.6),(42.7),(41.0),(41.5),(33.0),(33.0)
Interest And Investment Income,0.0,0.3,1.9,2.8,2.2,2.2
Net Interest Expenses,(44.5),(42.4),(39.1),(38.8),(30.8),(30.8)
Currency Exchange Gains (Loss),(0.4),0.7,(0.7),(1.2),0.4,0.4
Other Non Operating Income (Expenses),(3.6),(5.3),(5.1),(0.7),(2.5),(2.5)
"EBT, Excl. Unusual Items",161.2,203.7,312.4,331.5,452.5,452.5
"EBT, Incl. Unusual Items",153.7,203.7,311.1,319.6,446.2,446.2
Income Tax Expense,56.5,44.1,69.9,67.3,99.0,99.0
Earnings From Continuing Operations,97.2,159.6,241.2,252.3,347.2,347.2
Net Income to Company,97.2,159.6,241.2,252.3,347.2,347.2
Minority Interest,(0.0),(1.7),(3.0),(0.3),3.4,3.4
Net Income,97.2,157.8,238.3,252.0,350.6,350.6
Preferred Dividend and Other Adjustments,0.9,(0.9),18.0,(1.3),1.2,1.2
NI to Common Incl Extra Items,96.2,158.7,220.3,253.3,349.3,349.3
NI to Common Excl. Extra Items,96.2,158.7,220.3,253.3,349.3,349.3
Revenue Per Share,$22.31,$27.07,$32.82,$35.60,$39.90,$39.90
Basic EPS,$1.48,$2.56,$3.57,$4.09,$5.61,$5.61
Basic EPS - Continuing Ops,$1.48,$2.56,$3.57,$4.09,$5.61,$5.61
Basic Weighted Average Shares Outst.,64.9,62.0,61.7,61.9,62.3,62.3
Diluted EPS,$1.47,$2.53,$3.54,$4.03,$5.48,$5.48
Diluted EPS - Continuing Ops,$1.47,$2.53,$3.54,$4.03,$5.48,$5.48
Diluted Weighted Average Shares Outst.,65.4,62.6,62.2,62.9,63.7,63.7
Normalized Basic EPS,$1.55,$2.02,$3.12,$3.34,$4.59,$4.59
Normalized Diluted EPS,$1.54,$2.00,$3.09,$3.29,$4.49,$4.49
Payout Ratio,0.08%,,,,,
EBITDA,264.1,302.6,404.6,433.1,554.2,554.2
EBITA,242.6,279.5,379.3,400.8,517.7,517.7
EBIT,209.7,250.6,357.2,372.2,485.4,485.4
EBITDAR,273.2,313.5,415.3,442.7,572.8,572.8
Effective Tax Rate,36.8%,21.7%,22.5%,21.1%,22.2%,22.2%
Normalized Net Income,100.7,125.6,192.3,206.9,286.2,286.2
Interest on Long-Term Debt,,,,3.2,2.2,2.2
R&D Expense From Footnotes,37.2,42.9,50.0,68.4,80.3,80.3
Foreign Sales,270.9,407.7,456.9,461.4,396.4,396.4
