Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1702.2,2488.7,3047.6,4162.8,6205.7,6205.7
Total Revenues,1702.2,2488.7,3047.6,4162.8,6205.7,6205.7
Cost Of Revenues,1258.2,1599.7,1826.0,2302.3,2565.8,2565.8
Gross Profit,444.0,888.9,1221.6,1860.5,3639.8,3639.8
Selling General & Admin Expenses,432.8,496.1,557.6,658.5,770.5,770.5
Total Operating Expenses,432.8,496.1,557.6,658.5,770.5,770.5
Operating Income,11.2,392.8,664.0,1202.0,2869.4,2869.4
Interest Expense,(81.4),(69.3),(72.5),(58.5),(58.2),(58.2)
Interest And Investment Income,,11.7,38.4,63.7,22.2,22.2
Net Interest Expenses,(81.4),(57.6),(34.1),5.2,(35.9),(35.9)
Currency Exchange Gains (Loss),4.0,(5.5),(1.1),(5.2),(16.1),(16.1)
Other Non Operating Income (Expenses),0.1,7.9,(2.2),(0.2),0.6,0.6
"EBT, Excl. Unusual Items",(66.1),337.6,626.5,1201.8,2818.0,2818.0
"EBT, Incl. Unusual Items",(67.4),(15.7),600.2,1394.9,3116.8,3116.8
Income Tax Expense,16.7,(107.3),"(1,486.9)",218.1,405.2,405.2
Earnings From Continuing Operations,(84.0),91.6,2087.1,1176.8,2711.6,2711.6
Net Income to Company,(84.0),91.6,2087.1,1176.8,2711.6,2711.6
Minority Interest,(28.0),171.8,9.8,,,
Net Income,(112.1),263.5,2096.9,1176.8,2711.6,2711.6
Preferred Dividend and Other Adjustments,,0.3,0.5,,,
NI to Common Incl Extra Items,(112.1),263.2,2096.4,1176.8,2711.6,2711.6
NI to Common Excl. Extra Items,(112.1),263.2,2096.4,1176.8,2711.6,2711.6
Revenue Per Share,$6.96,$10.00,$11.98,$16.21,$23.88,$23.88
Basic EPS,($0.46),$1.06,$8.24,$4.58,$10.44,$10.44
Basic EPS - Continuing Ops,($0.46),$1.06,$8.24,$4.58,$10.44,$10.44
Basic Weighted Average Shares Outst.,244.7,248.9,254.3,256.7,259.8,259.8
Diluted EPS,($0.46),$1.04,$8.09,$4.51,$10.29,$10.29
Diluted EPS - Continuing Ops,($0.46),$1.04,$8.09,$4.51,$10.29,$10.29
Diluted Weighted Average Shares Outst.,244.7,253.2,259.2,260.7,263.4,263.4
Normalized Basic EPS,($0.28),$1.54,$1.58,$2.93,$6.78,$6.78
Normalized Diluted EPS,($0.28),$1.51,$1.55,$2.88,$6.69,$6.69
EBITDA,72.6,454.2,736.4,1309.0,2978.9,2978.9
EBITA,11.2,392.8,664.0,1202.0,2869.4,2869.4
EBIT,11.2,392.8,664.0,1202.0,2869.4,2869.4
EBITDAR,91.7,473.4,753.7,1314.5,2998.0,2998.0
Effective Tax Rate,NM,NM,NM,15.6%,13.0%,13.0%
Normalized Net Income,(69.3),382.9,401.4,751.1,1761.2,1761.2
Interest on Long-Term Debt,,,,52.8,50.2,50.2
R&D Expense From Footnotes,1047.7,1580.0,1445.5,1754.5,1829.5,1829.5
Foreign Sales,380.4,501.9,682.5,1100.3,1376.4,1376.4
