Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,1.48%,8.98%,0.93%,4.43%,0.00%
Total Revenues,1.48%,8.98%,0.93%,4.43%,0.00%
Fuel & Purchased Power,1.38%,23.81%,(3.15%),(1.72%),0.00%
Operations And Maintenance,(4.57%),2.15%,2.09%,7.78%,0.00%
Depreciation & Amortization,8.15%,5.96%,7.97%,10.86%,0.00%
Other Operating Expenses,(1.87%),1.21%,3.48%,5.34%,0.00%
Total Operating Expenses,0.47%,14.63%,(0.34%),2.93%,0.00%
Operating Income,4.68%,(8.21%),5.72%,9.82%,0.00%
"Interest Expense, Total",(5.19%),(18.27%),(6.89%),(0.99%),0.00%
Interest and Investment Income,(24.55%),118.07%,(29.28%),(62.50%),0.00%
Net Interest Expenses,(6.02%),(16.27%),(8.26%),(2.55%),0.00%
Other Non-Operating Inc. (Exp.),32.85%,28.02%,1.82%,(6.80%),0.00%
"EBT, Excl. Unusual Items",5.90%,(13.71%),4.80%,11.31%,0.00%
Gain (Loss) on Sale of Assets,,,(94.12%),500.00%,0.00%
Other Unusual Items,,,,,(29.07%)
"EBT, Incl. Unusual Items",4.62%,(15.56%),(10.49%),30.99%,0.00%
Income Tax Expense,4.31%,(50.08%),(5.35%),26.58%,0.00%
Earnings From Continuing Operations,4.81%,4.52%,(11.91%),32.31%,0.00%
Net Income to Company,4.81%,4.52%,(11.91%),32.31%,0.00%
Minority Interest,0.00%,0.00%,0.00%,0.00%,0.00%
Net Income,4.85%,4.56%,(12.00%),32.57%,0.00%
NI to Common Incl Extra Items,4.85%,4.56%,(12.00%),32.57%,0.00%
NI to Common Excl. Extra Items,4.85%,4.56%,(12.00%),32.57%,0.00%
Revenue Per Share,1.55%,9.01%,(0.35%),(0.94%),0.00%
Basic EPS,4.80%,4.66%,(12.98%),25.68%,0.00%
Basic EPS - Continuing Ops,4.80%,4.66%,(12.98%),25.68%,0.00%
Basic Weighted Average Shares Outst.,(0.08%),(0.01%),1.27%,5.42%,0.00%
Diluted EPS,5.07%,4.50%,(13.54%),26.33%,0.00%
Diluted EPS - Continuing Ops,5.07%,4.50%,(13.54%),26.33%,0.00%
Diluted Weighted Average Shares Outst.,(0.13%),(0.01%),1.56%,5.23%,0.00%
Normalized Basic EPS,6.01%,(13.74%),3.62%,5.87%,0.00%
Normalized Diluted EPS,6.17%,(13.90%),3.13%,5.95%,0.00%
Dividend Per Share,6.74%,6.32%,5.94%,6.07%,0.00%
Payout Ratio,1.74%,1.68%,17.73%,(15.31%),0.00%
EBITDA,5.66%,(4.13%),6.43%,10.15%,0.00%
EBITA,4.68%,(8.21%),5.72%,9.82%,0.00%
EBIT,4.68%,(8.21%),5.72%,9.82%,0.00%
EBITDAR,5.57%,(4.11%),8.78%,9.78%,
Effective Tax Rate,(0.30%),(40.89%),5.71%,(3.36%),0.00%
Normalized Net Income,5.94%,(13.82%),4.85%,11.41%,0.00%
Interest Capitalized,15.74%,57.60%,29.95%,(7.42%),
Interest on Long-Term Debt,,,,(5.38%),
