Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2570.8,2788.2,2998.1,3199.5,3936.6,4320.1
Total Revenues,2570.8,2788.2,2998.1,3199.5,3936.6,4320.1
Cost Of Revenues,1829.7,1982.9,2127.9,2274.6,2805.7,3077.7
Gross Profit,741.1,805.3,870.2,924.9,1130.9,1242.4
Selling General & Admin Expenses,485.2,520.9,556.3,583.7,659.9,684.9
Total Operating Expenses,485.2,520.9,556.3,583.7,659.9,684.9
Operating Income,255.9,284.4,313.9,341.2,471.0,557.5
Interest Expense,(13.8),(15.4),(20.3),(22.5),(10.7),(8.4)
Net Interest Expenses,(13.8),(15.4),(20.3),(22.5),(10.7),(8.4)
Currency Exchange Gains (Loss),(0.7),0.2,(0.6),(1.3),(1.7),(1.7)
"EBT, Excl. Unusual Items",241.5,269.3,293.2,317.7,458.9,547.6
"EBT, Incl. Unusual Items",241.5,269.3,293.2,317.7,452.0,547.6
Income Tax Expense,92.9,78.0,58.8,56.2,85.2,113.1
Earnings From Continuing Operations,148.6,191.3,234.5,261.6,366.7,434.5
Net Income to Company,148.6,191.3,234.5,261.6,366.7,434.5
Minority Interest,0.4,0.3,,,,
Net Income,149.0,191.6,234.5,261.6,366.7,434.5
NI to Common Incl Extra Items,149.0,191.6,234.5,261.6,366.7,434.5
NI to Common Excl. Extra Items,149.0,191.6,234.5,261.6,366.7,434.5
Revenue Per Share,$61.40,$68.27,$74.37,$80.32,$98.16,$107.66
Basic EPS,$3.56,$4.69,$5.82,$6.57,$9.14,$10.83
Basic EPS - Continuing Ops,$3.56,$4.69,$5.82,$6.57,$9.14,$10.83
Basic Weighted Average Shares Outst.,41.9,40.8,40.3,39.8,40.1,40.1
Diluted EPS,$3.47,$4.51,$5.62,$6.40,$8.97,$10.64
Diluted EPS - Continuing Ops,$3.47,$4.51,$5.62,$6.40,$8.97,$10.64
Diluted Weighted Average Shares Outst.,43.0,42.4,41.7,40.9,40.9,40.8
Normalized Basic EPS,$3.61,$4.13,$4.55,$4.99,$7.15,$8.53
Normalized Diluted EPS,$3.52,$3.97,$4.40,$4.86,$7.02,$8.38
Dividend Per Share,$1.19,$1.42,$1.72,$2.10,$2.29,$2.32
Payout Ratio,33.40%,30.28%,29.61%,32.03%,25.07%,21.42%
EBITDA,277.2,309.5,341.1,370.1,499.9,586.4
EBITA,256.9,285.4,315.0,342.2,472.0,558.6
EBIT,255.9,284.4,313.9,341.2,471.0,557.5
EBITDAR,341.1,375.7,411.2,444.0,579.8,
Effective Tax Rate,38.5%,29.0%,20.0%,17.7%,18.9%,20.7%
Normalized Net Income,151.3,168.6,183.3,198.6,286.8,342.3
Foreign Sales,216.1,242.9,278.0,287.7,356.6,
