Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,25638.0,28216.0,32753.0,33266.0,45804.0,45804.0
Total Revenues,25638.0,28216.0,32753.0,33266.0,45804.0,45804.0
Cost Of Revenues,5793.0,6688.0,7718.0,7439.0,14057.0,14057.0
Gross Profit,19845.0,21528.0,25035.0,25827.0,31747.0,31747.0
Selling General & Admin Expenses,5837.0,6248.0,7353.0,6763.0,9867.0,9867.0
R&D Expenses,4385.0,5007.0,5259.0,5377.0,6181.0,6181.0
Other Operating Expense/(Income),,,500.0,(10.0),,
Total Operating Expenses,10222.0,11255.0,13112.0,12130.0,16048.0,16048.0
Operating Income,9623.0,10273.0,11923.0,13697.0,15699.0,15699.0
Interest Expense,"(1,047.0)","(1,150.0)","(1,348.0)","(1,784.0)","(2,454.0)","(2,454.0)"
Interest And Investment Income,82.0,146.0,204.0,275.0,174.0,174.0
Net Interest Expenses,(965.0),"(1,004.0)","(1,144.0)","(1,509.0)","(2,280.0)","(2,280.0)"
Currency Exchange Gains (Loss),(303.0),(348.0),(24.0),(42.0),(71.0),(71.0)
Other Non Operating Income (Expenses),(4.0),23.0,(64.0),9.0,113.0,113.0
"EBT, Excl. Unusual Items",8351.0,8944.0,10691.0,12155.0,13461.0,13461.0
"EBT, Incl. Unusual Items",7884.0,7727.0,5197.0,8426.0,3398.0,3398.0
Income Tax Expense,1931.0,2418.0,(490.0),544.0,"(1,224.0)","(1,224.0)"
Earnings From Continuing Operations,5953.0,5309.0,5687.0,7882.0,4622.0,4622.0
Net Income to Company,5953.0,5309.0,5687.0,7882.0,4622.0,4622.0
Minority Interest,,,,,(6.0),(6.0)
Net Income,5953.0,5309.0,5687.0,7882.0,4616.0,4616.0
Preferred Dividend and Other Adjustments,30.0,26.0,30.0,40.0,60.0,60.0
NI to Common Incl Extra Items,5923.0,5283.0,5657.0,7842.0,4556.0,4556.0
NI to Common Excl. Extra Items,5923.0,5283.0,5657.0,7842.0,4556.0,4556.0
Revenue Per Share,$15.81,$17.68,$21.25,$22.46,$27.48,$27.48
Basic EPS,$3.65,$3.31,$3.67,$5.30,$2.73,$2.73
Basic EPS - Continuing Ops,$3.65,$3.31,$3.67,$5.30,$2.73,$2.73
Basic Weighted Average Shares Outst.,1622.0,1596.0,1541.0,1481.0,1667.0,1667.0
Diluted EPS,$3.63,$3.30,$3.66,$5.28,$2.72,$2.72
Diluted EPS - Continuing Ops,$3.63,$3.30,$3.66,$5.28,$2.72,$2.72
Diluted Weighted Average Shares Outst.,1631.0,1603.0,1546.0,1484.0,1673.0,1673.0
Normalized Basic EPS,$3.22,$3.50,$4.34,$5.13,$5.04,$5.04
Normalized Diluted EPS,$3.20,$3.49,$4.32,$5.12,$5.03,$5.03
Dividend Per Share,$2.35,$2.63,$3.95,$4.39,$4.84,$4.84
Payout Ratio,62.44%,77.36%,98.12%,80.77%,167.16%,167.16%
EBITDA,10812.0,11774.0,13688.0,15714.0,22170.0,22170.0
EBITA,10387.0,11349.0,13217.0,15250.0,21504.0,21504.0
EBIT,9623.0,10273.0,11923.0,13697.0,15699.0,15699.0
EBITDAR,10971.0,11943.0,13849.0,15934.0,22481.0,22481.0
Effective Tax Rate,24.5%,31.3%,NM,6.5%,NM,NM
Normalized Net Income,5219.4,5590.0,6681.9,7596.9,8407.1,8407.1
Interest on Long-Term Debt,,,,1784.0,,
R&D Expense From Footnotes,4585.0,5334.0,10753.0,6792.0,7755.0,7755.0
Foreign Sales,9691.0,9965.0,11229.0,9359.0,10925.0,10925.0
