Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,4885.0,11002.8,10769.6,10579.4,9654.0,9654.0
Total Revenues,4885.0,11002.8,10769.6,10579.4,9654.0,9654.0
Cost Of Revenues,2917.0,6236.7,6584.8,6378.2,5885.7,5885.7
Gross Profit,1968.0,4766.1,4184.8,4201.2,3768.3,3768.3
Selling General & Admin Expenses,1480.4,2934.0,2725.7,2700.1,2406.7,2406.7
Total Operating Expenses,1480.4,2934.0,2725.7,2700.1,2406.7,2406.7
Operating Income,487.6,1832.1,1459.1,1501.1,1361.6,1361.6
Interest Expense,(271.6),(349.3),(306.2),(280.9),(274.6),(274.6)
Interest And Investment Income,27.2,6.0,8.0,8.2,3.3,3.3
Net Interest Expenses,(244.4),(343.3),(298.2),(272.7),(271.3),(271.3)
Currency Exchange Gains (Loss),2.7,(8.0),(8.1),(2.6),5.2,5.2
Other Non Operating Income (Expenses),3.2,1.1,8.2,4.2,3.2,3.2
"EBT, Excl. Unusual Items",750.0,1481.9,1161.0,1230.0,1098.7,1098.7
"EBT, Incl. Unusual Items",3054.1,1383.2,1359.8,479.9,(643.9),(643.9)
Income Tax Expense,1454.3,(204.6),225.2,233.7,301.8,301.8
Earnings From Continuing Operations,1599.8,1587.8,1134.6,246.2,(945.7),(945.7)
Net Income to Company,1599.8,1587.8,1134.6,246.2,(945.7),(945.7)
Minority Interest,(5.9),(22.2),(18.1),(4.5),(3.3),(3.3)
Net Income,1593.9,1565.6,1116.5,241.7,(949.0),(949.0)
NI to Common Incl Extra Items,1593.9,1565.6,1116.5,241.7,(949.0),(949.0)
NI to Common Excl. Extra Items,1593.9,1565.6,1116.5,241.7,(949.0),(949.0)
Revenue Per Share,$23.04,$51.08,$49.86,$48.84,$44.53,$44.53
Basic EPS,$7.52,$7.27,$5.17,$1.12,($4.38),($4.38)
Basic EPS - Continuing Ops,$7.52,$7.27,$5.17,$1.12,($4.38),($4.38)
Basic Weighted Average Shares Outst.,212.0,215.4,216.0,216.6,216.8,216.8
Diluted EPS,$7.47,$7.23,$5.15,$1.11,($4.38),($4.38)
Diluted EPS - Continuing Ops,$7.47,$7.23,$5.15,$1.11,($4.38),($4.38)
Diluted Weighted Average Shares Outst.,213.4,216.5,216.6,216.9,216.8,216.8
Normalized Basic EPS,$2.18,$4.20,$3.28,$3.53,$3.15,$3.15
Normalized Diluted EPS,$2.17,$4.18,$3.27,$3.52,$3.15,$3.15
Dividend Per Share,$1.64,$1.64,$1.64,$1.96,$0.57,$0.57
Payout Ratio,22.14%,22.57%,31.72%,175.59%,NM,NM
EBITDA,863.6,2624.4,2285.9,2328.4,2171.3,2171.3
EBITA,569.7,2054.2,1683.2,1722.3,1581.6,1581.6
EBIT,487.6,1832.1,1459.1,1501.1,1361.6,1361.6
EBITDAR,900.2,2688.5,2352.0,2399.4,2242.7,2242.7
Effective Tax Rate,47.6%,NM,16.6%,48.7%,NM,NM
Normalized Net Income,462.9,904.0,707.5,764.3,683.4,683.4
Interest Capitalized,0.6,2.5,5.5,8.3,7.7,7.7
Interest on Long-Term Debt,,,,20.4,19.2,19.2
Foreign Sales,3262.6,3509.2,3497.5,3334.5,2637.9,2637.9
