Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,30109.0,31657.0,32765.0,32136.0,32184.0,32184.0
Total Revenues,30109.0,31657.0,32765.0,32136.0,32184.0,32184.0
Cost Of Revenues,15118.0,15969.0,16655.0,16736.0,16499.0,16499.0
Gross Profit,14991.0,15688.0,16110.0,15400.0,15685.0,15685.0
Selling General & Admin Expenses,6115.0,6493.0,6527.0,6390.0,6751.0,6751.0
R&D Expenses,1764.0,1862.0,1816.0,1874.0,1862.0,1862.0
Total Operating Expenses,7879.0,8355.0,8343.0,8264.0,8613.0,8613.0
Operating Income,7112.0,7333.0,7767.0,7136.0,7072.0,7072.0
Interest Expense,(199.0),(322.0),(350.0),(448.0),(529.0),(529.0)
Interest And Investment Income,29.0,50.0,70.0,80.0,29.0,29.0
Net Interest Expenses,(170.0),(272.0),(280.0),(368.0),(500.0),(500.0)
Other Non Operating Income (Expenses),,,,36.0,,
"EBT, Excl. Unusual Items",6942.0,7061.0,7487.0,6804.0,6567.0,6567.0
"EBT, Incl. Unusual Items",7053.0,7548.0,7000.0,5712.0,6706.0,6706.0
Income Tax Expense,1995.0,2679.0,1637.0,1130.0,1318.0,1318.0
Earnings From Continuing Operations,5058.0,4869.0,5363.0,4582.0,5388.0,5388.0
Net Income to Company,5058.0,4869.0,5363.0,4582.0,5388.0,5388.0
Minority Interest,(8.0),(11.0),(14.0),(12.0),(4.0),(4.0)
Net Income,5050.0,4858.0,5349.0,4570.0,5384.0,5384.0
NI to Common Incl Extra Items,5050.0,4858.0,5349.0,4570.0,5384.0,5384.0
NI to Common Excl. Extra Items,5050.0,4858.0,5349.0,4570.0,5384.0,5384.0
Revenue Per Share,$49.79,$52.98,$55.68,$55.69,$55.72,$55.72
Basic EPS,$8.35,$8.13,$9.09,$7.92,$9.32,$9.32
Basic EPS - Continuing Ops,$8.35,$8.13,$9.09,$7.92,$9.32,$9.32
Basic Weighted Average Shares Outst.,604.7,597.5,588.5,577.0,577.6,577.6
Diluted EPS,$8.16,$7.93,$8.89,$7.81,$9.25,$9.25
Diluted EPS - Continuing Ops,$8.16,$7.93,$8.89,$7.81,$9.25,$9.25
Diluted Weighted Average Shares Outst.,618.7,612.7,602.0,585.1,582.2,582.2
Normalized Basic EPS,$7.16,$7.37,$7.93,$7.35,$7.10,$7.10
Normalized Diluted EPS,$7.00,$7.18,$7.75,$7.25,$7.04,$7.04
Dividend Per Share,$4.44,$4.70,$5.44,$5.76,$5.88,$5.88
Payout Ratio,53.03%,57.70%,59.69%,72.56%,62.93%,62.93%
EBITDA,8586.0,8670.0,9255.0,8729.0,8983.0,8983.0
EBITA,7374.0,7571.0,8016.0,7477.0,7609.0,7609.0
EBIT,7112.0,7333.0,7767.0,7136.0,7072.0,7072.0
EBITDAR,8904.0,9013.0,9648.0,9130.0,9432.0,9432.0
Effective Tax Rate,28.3%,35.5%,23.4%,19.8%,19.7%,19.7%
Normalized Net Income,4330.8,4402.1,4665.4,4240.5,4100.4,4100.4
Interest on Long-Term Debt,,,,2.0,1.0,1.0
R&D Expense From Footnotes,1764.0,1870.0,1821.0,1911.0,1878.0,1878.0
Foreign Sales,17911.0,19298.0,19972.0,18946.0,18303.0,18303.0
