Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,5.68%,12.89%,1.58%,8.20%,2.61%
Total Revenues,5.68%,12.89%,1.58%,8.20%,2.61%
Cost Of Revenues,3.94%,14.57%,10.01%,14.85%,14.99%
Gross Profit,6.77%,11.87%,(3.65%),3.49%,(5.81%)
Selling General & Admin Expenses,(13.71%),(6.74%),(8.63%),(2.68%),(5.41%)
R&D Expenses,2.76%,3.90%,(1.34%),1.45%,4.50%
Total Operating Expenses,(4.40%),(0.83%),(3.81%),0.12%,1.32%
Operating Income,22.85%,26.09%,(3.51%),6.46%,(11.29%)
Interest Expense,-11.87%,-27.55%,(4.49%),(28.63%),(40.74%)
Interest And Investment Income,98.65%,(0.68%),10.27%,(43.69%),(51.02%)
Net Interest Expenses,-59.88%,-85.37%,-80.00%,"(5,850.00%)",(940.00%)
Currency Exchange Gains (Loss),,,(45.16%),,
Other Non Operating Income (Expenses),,,-65.22%,,
"EBT, Excl. Unusual Items",21.54%,29.24%,(2.16%),4.79%,(11.84%)
"EBT, Incl. Unusual Items",57.33%,14.57%,3.18%,4.24%,(14.37%)
Income Tax Expense,310.34%,(78.94%),32.95%,38.84%,11.24%
Earnings From Continuing Operations,(6.93%),119.28%,(0.02%),(0.71%),(18.19%)
Net Income to Company,(6.93%),119.28%,(0.02%),(0.71%),(18.19%)
Net Income,(6.93%),119.28%,(0.02%),(0.71%),(18.19%)
NI to Common Incl Extra Items,(6.93%),119.28%,(0.02%),(0.71%),(18.19%)
NI to Common Excl. Extra Items,(6.93%),119.28%,(0.02%),(0.71%),(18.19%)
Revenue Per Share,6.29%,15.09%,6.07%,13.84%,7.91%
Basic EPS,(6.32%),123.81%,4.27%,4.34%,(13.97%)
Basic EPS - Continuing Ops,(6.32%),123.81%,4.27%,4.34%,(13.97%)
Basic Weighted Average Shares Outst.,(0.61%),(1.91%),(4.21%),(4.94%),(4.91%)
Diluted EPS,(6.13%),125.13%,5.13%,4.88%,(13.61%)
Diluted EPS - Continuing Ops,(6.13%),125.13%,5.13%,4.88%,(13.61%)
Diluted Weighted Average Shares Outst.,(0.82%),(2.77%),(4.85%),(5.39%),(5.26%)
Normalized Basic EPS,22.55%,31.93%,2.14%,10.11%,(7.29%)
Normalized Diluted EPS,22.34%,32.79%,2.86%,10.65%,(6.95%)
Dividend Per Share,3.61%,11.11%,5.00%,4.76%,4.90%
Payout Ratio,10.66%,(50.18%),0.65%,0.58%,22.26%
EBITDA,16.53%,21.71%,2.86%,8.60%,(5.54%)
EBITA,19.86%,25.23%,(3.06%),6.58%,(10.14%)
EBIT,22.85%,26.09%,(3.51%),6.46%,(11.29%)
EBITDAR,16.25%,21.37%,2.70%,9.25%,
Effective Tax Rate,160.87%,(81.62%),28.85%,33.21%,29.91%
Normalized Net Income,21.54%,29.24%,(2.16%),4.79%,(11.84%)
Interest Capitalized,131.85%,58.47%,(4.84%),(28.39%),
Interest on Long-Term Debt,,,(0.31%),0.62%,
R&D Expense From Footnotes,2.39%,5.03%,(1.11%),1.94%,4.75%
Foreign Sales,8.16%,12.60%,(0.35%),8.78%,
