Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,5661.0,6063.0,6258.0,6699.0,7442.0,7442.0
Total Revenues,5661.0,6063.0,6258.0,6699.0,7442.0,7442.0
Cost Of Revenues,1773.0,1694.0,1838.0,1976.0,2092.0,2092.0
Gross Profit,3888.0,4369.0,4420.0,4723.0,5350.0,5350.0
Selling General & Admin Expenses,1418.0,1438.0,1253.0,1360.0,1277.0,1277.0
Depreciation & Amortization,85.0,82.0,84.0,82.0,83.0,83.0
Total Operating Expenses,1599.0,1618.0,1459.0,1564.0,1483.0,1483.0
Operating Income,2289.0,2751.0,2961.0,3159.0,3867.0,3867.0
Interest Expense,(181.0),(149.0),(134.0),(141.0),(141.0),(141.0)
Net Interest Expenses,(181.0),(149.0),(134.0),(141.0),(141.0),(141.0)
"EBT, Excl. Unusual Items",2108.0,2602.0,2827.0,3018.0,3726.0,3726.0
"EBT, Incl. Unusual Items",3188.0,2461.0,2681.0,2930.0,3228.0,3228.0
Income Tax Expense,960.0,823.0,560.0,627.0,694.0,694.0
Earnings From Continuing Operations,2228.0,1638.0,2121.0,2303.0,2534.0,2534.0
Net Income to Company,2228.0,1638.0,2121.0,2303.0,2534.0,2534.0
Minority Interest,(122.0),(142.0),(163.0),(180.0),(195.0),(195.0)
Net Income,2106.0,1496.0,1958.0,2123.0,2339.0,2339.0
NI to Common Incl Extra Items,2106.0,1496.0,1958.0,2123.0,2339.0,2339.0
NI to Common Excl. Extra Items,2106.0,1496.0,1958.0,2123.0,2339.0,2339.0
Revenue Per Share,$21.54,$23.66,$24.94,$27.30,$30.88,$30.88
Basic EPS,$8.01,$5.84,$7.80,$8.65,$9.71,$9.71
Basic EPS - Continuing Ops,$8.01,$5.84,$7.80,$8.65,$9.71,$9.71
Basic Weighted Average Shares Outst.,262.8,256.3,250.9,245.4,241.0,241.0
Diluted EPS,$7.94,$5.78,$7.73,$8.60,$9.66,$9.66
Diluted EPS - Continuing Ops,$7.94,$5.78,$7.73,$8.60,$9.66,$9.66
Diluted Weighted Average Shares Outst.,265.2,258.9,253.2,246.9,242.1,242.1
Normalized Basic EPS,$4.55,$5.79,$6.39,$6.95,$8.85,$8.85
Normalized Diluted EPS,$4.51,$5.73,$6.33,$6.91,$8.81,$8.81
Dividend Per Share,$1.44,$1.64,$2.00,$2.28,$2.68,$2.68
Payout Ratio,18.04%,28.14%,25.69%,26.38%,27.58%,27.58%
EBITDA,2470.0,2931.0,3167.0,3363.0,4073.0,4073.0
EBITA,2385.0,2849.0,3083.0,3281.0,3990.0,3990.0
EBIT,2289.0,2751.0,2961.0,3159.0,3867.0,3867.0
EBITDAR,2633.0,,,3502.0,4211.0,4211.0
Effective Tax Rate,30.1%,33.4%,20.9%,21.4%,21.5%,21.5%
Normalized Net Income,1195.5,1484.3,1603.9,1706.3,2133.8,2133.8
R&D Expense From Footnotes,24.0,,,,13.0,13.0
Foreign Sales,2200.0,2405.0,2508.0,2723.0,2938.0,2938.0
