Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,6.94%,8.59%,15.89%,62.62%,0.00%
Total Revenues,6.94%,8.59%,15.89%,62.62%,0.00%
Cost Of Revenues,18.53%,9.29%,12.64%,17.35%,0.00%
Gross Profit,2.98%,8.32%,17.18%,79.89%,0.00%
Selling General & Admin Expenses,(1.37%),(4.76%),6.10%,53.55%,0.00%
R&D Expenses,35.92%,2.76%,(5.79%),56.80%,0.00%
Total Operating Expenses,17.64%,(0.53%),8.76%,122.36%,0.00%
Operating Income,(23.27%),32.61%,34.52%,9.17%,0.00%
Interest Expense,(17.37%),-22.45%,(309.87%),(121.67%),0.00%
Interest And Investment Income,29.90%,37.30%,168.21%,(73.92%),0.00%
Net Interest Expenses,0.00%,,,(692.45%),0.00%
Currency Exchange Gains (Loss),-63.64%,,,,0.00%
Other Non Operating Income (Expenses),33.08%,(7.91%),3.91%,9.23%,0.00%
"EBT, Excl. Unusual Items",(13.34%),22.88%,25.18%,(2.62%),0.00%
"EBT, Incl. Unusual Items",(13.25%),16.31%,(16.64%),,0.00%
Income Tax Expense,195.17%,(75.43%),48.38%,40.20%,0.00%
Earnings From Continuing Operations,(78.37%),407.38%,(30.06%),,0.00%
Net Income to Company,(78.37%),407.38%,(30.06%),,0.00%
Minority Interest,,,-22.22%,-4.76%,0.00%
Net Income,(77.41%),388.58%,(30.10%),,0.00%
NI to Common Incl Extra Items,(77.41%),388.58%,(30.10%),,0.00%
NI to Common Excl. Extra Items,(77.41%),388.58%,(30.10%),,0.00%
Revenue Per Share,8.60%,9.39%,10.96%,22.83%,0.00%
Basic EPS,(77.07%),393.91%,(32.99%),,0.00%
Basic EPS - Continuing Ops,(77.07%),393.91%,(32.99%),,0.00%
Basic Weighted Average Shares Outst.,(1.56%),(0.73%),4.41%,32.43%,0.00%
Diluted EPS,(76.98%),393.44%,(33.22%),,0.00%
Diluted EPS - Continuing Ops,(76.98%),393.44%,(33.22%),,0.00%
Diluted Weighted Average Shares Outst.,(1.67%),(0.91%),4.58%,31.89%,0.00%
Normalized Basic EPS,(9.81%),21.55%,20.00%,(26.37%),0.00%
Normalized Diluted EPS,(9.80%),21.84%,19.98%,(26.12%),0.00%
Dividend Per Share,2.61%,2.55%,4.35%,9.52%,0.00%
Payout Ratio,347.78%,(79.25%),46.68%,,0.00%
EBITDA,(20.07%),28.60%,50.32%,106.14%,0.00%
EBITA,(22.27%),31.32%,53.40%,110.13%,0.00%
EBIT,(23.27%),32.61%,34.52%,9.17%,0.00%
EBITDAR,,,,105.45%,
Effective Tax Rate,240.33%,(78.88%),77.98%,,0.00%
Normalized Net Income,(11.38%),20.93%,25.49%,(2.61%),0.00%
R&D Expense From Footnotes,29.05%,(2.10%),(2.91%),267.29%,0.00%
Foreign Sales,1.81%,5.93%,9.46%,48.94%,
