Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,2422.2,2470.7,2577.7,2700.7,2571.7,2487.0
Total Revenues,2425.8,2471.4,2577.7,2700.7,2571.7,2487.0
Property Expenses,806.2,826.3,879.6,908.3,916.4,921.8
Selling General & Admin Exp.,57.8,52.2,53.8,52.8,48.3,49.2
Depreciation & Amortization,705.6,743.7,785.7,831.1,820.8,808.4
Total Operating Expenses,1569.7,1622.2,1719.2,1792.2,1785.5,1779.3
Operating Income,856.1,849.2,858.5,908.5,786.2,707.7
Total Interest Expense,(494.9),(392.4),(424.7),(401.7),(374.0),(355.9)
Interest and Investment Income,7.4,6.1,16.1,3.2,5.9,4.2
Net Interest Expenses,(487.5),(386.3),(408.6),(398.5),(368.1),(351.7)
Other Non Operating Income,(10.4),(5.2),(17.3),(18.2),(17.5),(19.1)
"EBT, Excl. Unusual Items",363.0,454.3,429.0,557.7,397.3,333.1
Gain (Loss) on Sale of Assets,4059.8,176.2,257.8,449.7,566.0,358.0
Asset Writedown,,(1.7),,,,
Other Unusual Items,,,(0.7),,,
"EBT, Incl. Unusual Items",4481.2,628.9,686.1,1007.4,963.4,691.1
Income Tax Expense,1.6,0.5,0.9,(2.3),0.9,1.0
Earnings From Continuing Operations,4479.6,628.4,685.2,1009.7,962.5,690.2
Earnings Of Discontinued Operations,0.5,,,,,
Net Income to Company,4480.1,628.4,685.2,1009.7,962.5,690.2
Minority Interest,(187.9),(24.9),(27.7),(39.3),(48.9),(27.6)
Net Income,4292.2,603.5,657.5,970.4,913.6,662.6
Pref. Dividends and Other Adj.,3.1,3.1,3.1,3.1,3.1,3.1
NI to Common Incl Extra Items,4289.1,600.4,654.4,967.3,910.5,659.5
NI to Common Excl. Extra Items,4288.6,600.4,654.4,967.3,910.5,659.5
Revenue Per Share,$6.65,$6.73,$7.00,$7.29,$6.92,$6.69
Basic EPS,$11.75,$1.64,$1.78,$2.61,$2.45,$1.77
Basic EPS - Continuing Ops,$11.75,$1.64,$1.78,$2.61,$2.45,$1.77
Basic Weighted Average Shares Outst.,365.0,367.0,368.1,370.5,371.8,372.0
Diluted EPS,$11.68,$1.63,$1.77,$2.60,$2.45,$1.77
Diluted EPS - Continuing Ops,$11.68,$1.63,$1.77,$2.60,$2.45,$1.77
Diluted Weighted Average Shares Outst.,382.0,382.7,383.7,386.3,385.9,385.9
Normalized Basic EPS,$0.11,$0.71,$0.65,$0.83,$0.54,$0.49
Normalized Diluted EPS,$0.10,$0.68,$0.63,$0.80,$0.52,$0.47
Dividend Per Share,$2.02,$2.02,$2.16,$2.27,$2.41,$2.41
Payout Ratio,15.70%,123.04%,119.54%,85.97%,97.09%,
FFO,1123.5,1204.9,1204.9,1311.1,1238.1,1238.1
FFO Payout Ratio %,59.79%,61.36%,64.91%,63.39%,71.39%,
AFFO,1123.5,1204.9,1204.9,1311.1,1238.1,
Funds Available for Distribution,1123.5,1204.9,1204.9,1311.1,1238.1,
EBITDA,1565.2,1596.7,1648.6,1739.5,1606.9,1521.2
EBITA,859.5,853.0,862.9,908.5,786.1,707.7
EBIT,856.1,849.2,858.5,908.5,786.2,707.7
EBITDAR,1591.4,,,1770.9,1637.4,
Effective Tax Rate,0.0%,0.1%,0.1%,NM,0.1%,0.1%
Normalized Net Income,38.9,259.0,240.5,309.3,199.5,180.6
Interest Capitalized,51.5,26.3,6.3,6.9,10.2,
Interest on Long-Term Debt,,,,18.8,20.2,
