Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,7452.3,7473.5,8031.6,8625.1,8064.5,8064.5
Total Revenues,7452.3,7473.5,8031.6,8625.1,8064.5,8064.5
Cost Of Revenues,5860.9,6273.6,6653.2,6808.6,6396.3,6396.3
Gross Profit,1591.4,1199.9,1378.4,1816.5,1668.2,1668.2
Selling General & Admin Expenses,500.6,118.5,131.5,419.9,372.1,372.1
Depreciation & Amortization,160.2,157.1,202.9,278.5,290.6,290.6
Other Operating Expense/(Income),0.0,0.0,0.0,0.0,0.0,0.0
Total Operating Expenses,660.8,275.6,334.4,698.4,662.7,662.7
Operating Income,930.6,924.3,1044.0,1118.1,1005.5,1005.5
Interest Expense,(90.6),(90.8),(123.0),(199.3),(192.2),(192.2)
Interest And Investment Income,20.1,19.4,21.8,34.5,29.5,29.5
Net Interest Expenses,(70.5),(71.4),(101.2),(164.8),(162.7),(162.7)
Other Non Operating Income (Expenses),5.6,10.9,2.4,2.3,(0.7),(0.7)
"EBT, Excl. Unusual Items",866.0,864.7,944.1,956.0,843.0,843.0
"EBT, Incl. Unusual Items",825.9,841.7,836.9,878.7,362.2,362.2
Income Tax Expense,196.9,271.3,199.2,204.8,8.0,8.0
Earnings From Continuing Operations,629.0,570.4,637.7,673.9,354.2,354.2
Net Income to Company,629.0,570.4,637.7,673.9,354.2,354.2
Minority Interest,(24.0),(16.0),(18.8),(17.9),(3.1),(3.1)
Net Income,605.0,554.4,618.9,656.0,351.1,351.1
NI to Common Incl Extra Items,605.0,554.4,618.9,656.0,351.1,351.1
NI to Common Excl. Extra Items,605.0,554.4,618.9,656.0,351.1,351.1
Revenue Per Share,$18.73,$19.18,$20.95,$22.34,$20.71,$20.71
Basic EPS,$1.52,$1.42,$1.61,$1.70,$0.90,$0.90
Basic EPS - Continuing Ops,$1.52,$1.42,$1.61,$1.70,$0.90,$0.90
Basic Weighted Average Shares Outst.,397.9,389.6,383.3,386.1,389.4,389.4
Diluted EPS,$1.48,$1.40,$1.59,$1.68,$0.89,$0.89
Diluted EPS - Continuing Ops,$1.48,$1.40,$1.59,$1.68,$0.89,$0.89
Diluted Weighted Average Shares Outst.,408.0,397.3,389.0,391.2,393.2,393.2
Normalized Basic EPS,$1.30,$1.35,$1.49,$1.50,$1.35,$1.35
Normalized Diluted EPS,$1.27,$1.32,$1.47,$1.48,$1.33,$1.33
Dividend Per Share,$0.60,$0.72,$0.84,$0.94,$1.02,$1.02
Payout Ratio,39.40%,50.56%,52.04%,55.35%,113.39%,113.39%
EBITDA,1090.8,1081.4,1246.9,1396.6,1296.1,1296.1
EBITA,952.5,945.4,1081.6,1204.1,1091.4,1091.4
EBIT,930.6,924.3,1044.0,1118.1,1005.5,1005.5
EBITDAR,1452.8,,,1722.7,1609.4,1609.4
Effective Tax Rate,23.8%,32.2%,23.8%,23.3%,2.2%,2.2%
Normalized Net Income,517.3,524.4,571.3,579.6,523.8,523.8
Foreign Sales,3009.1,3014.7,3206.6,3239.0,2853.1,2853.1
