Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,23693.0,29106.0,36417.0,32567.0,18784.0,18784.0
Other Revenues,52.0,772.0,1074.0,779.0,432.0,432.0
Total Revenues,23745.0,29878.0,37491.0,33346.0,19216.0,19216.0
Cost Of Revenues,15637.0,17637.0,19507.0,17164.0,12422.0,12422.0
Gross Profit,8108.0,12241.0,17984.0,16182.0,6794.0,6794.0
Selling General & Admin Expenses,735.0,576.0,585.0,639.0,442.0,442.0
Depreciation & Amortization,9062.0,6845.0,5956.0,6090.0,5521.0,5521.0
Other Operating Expense/(Income),1165.0,1171.0,1401.0,1275.0,1002.0,1002.0
Total Operating Expenses,12874.0,9706.0,8311.0,8747.0,8422.0,8422.0
Operating Income,"(4,766.0)",2535.0,9673.0,7435.0,"(1,628.0)","(1,628.0)"
Interest Expense,"(1,245.0)","(1,098.0)",(735.0),(778.0),(806.0),(806.0)
Interest And Investment Income,57.0,112.0,97.0,166.0,100.0,100.0
Net Interest Expenses,"(1,188.0)",(986.0),(638.0),(612.0),(706.0),(706.0)
Currency Exchange Gains (Loss),19.0,(35.0),17.0,(66.0),72.0,72.0
Other Non Operating Income (Expenses),184.0,115.0,322.0,240.0,241.0,241.0
"EBT, Excl. Unusual Items","(5,751.0)",1629.0,9374.0,6997.0,"(2,021.0)","(2,021.0)"
"EBT, Incl. Unusual Items","(5,530.0)","(2,615.0)",9973.0,9524.0,"(3,140.0)","(3,140.0)"
Income Tax Expense,"(1,971.0)","(1,822.0)",3668.0,2267.0,(485.0),(485.0)
Earnings From Continuing Operations,"(3,559.0)",(793.0),6305.0,7257.0,"(2,655.0)","(2,655.0)"
Net Income to Company,"(3,559.0)",(793.0),6305.0,7257.0,"(2,655.0)","(2,655.0)"
Minority Interest,(56.0),(62.0),(48.0),(68.0),(46.0),(46.0)
Net Income,"(3,615.0)",(855.0),6257.0,7189.0,"(2,701.0)","(2,701.0)"
NI to Common Incl Extra Items,"(3,615.0)",(855.0),6257.0,7189.0,"(2,701.0)","(2,701.0)"
NI to Common Excl. Extra Items,"(3,615.0)",(855.0),6257.0,7189.0,"(2,701.0)","(2,701.0)"
Revenue Per Share,$19.07,$24.47,$32.14,$29.85,$17.83,$17.83
Basic EPS,($2.90),($0.70),$5.36,$6.43,($2.51),($2.51)
Basic EPS - Continuing Ops,($2.90),($0.70),$5.36,$6.43,($2.51),($2.51)
Basic Weighted Average Shares Outst.,1245.4,1221.0,1166.5,1117.3,1078.0,1078.0
Diluted EPS,($2.91),($0.70),$5.32,$6.40,($2.51),($2.51)
Diluted EPS - Continuing Ops,($2.91),($0.70),$5.32,$6.40,($2.51),($2.51)
Diluted Weighted Average Shares Outst.,1245.4,1221.0,1175.5,1123.5,1078.0,1078.0
Normalized Basic EPS,($2.93),$0.78,$4.98,$3.85,($1.21),($1.21)
Normalized Diluted EPS,($2.93),$0.78,$4.94,$3.83,($1.21),($1.21)
Dividend Per Share,$1.00,$1.06,$1.16,$1.34,$1.69,$1.69
Payout Ratio,NM,NM,21.78%,20.87%,NM,NM
EBITDA,4901.0,9696.0,15685.0,13746.0,4761.0,4761.0
EBITA,"(4,766.0)",2535.0,9673.0,7435.0,"(1,628.0)","(1,628.0)"
EBIT,"(4,766.0)",2535.0,9673.0,7435.0,"(1,628.0)","(1,628.0)"
EBITDAR,5428.0,9940.0,15922.0,14164.0,5124.0,5124.0
Effective Tax Rate,NM,NM,36.8%,23.8%,NM,NM
Normalized Net Income,"(3,650.4)",956.1,5810.8,4305.1,"(1,309.1)","(1,309.1)"
Interest Capitalized,157.0,119.0,170.0,57.0,55.0,55.0
Interest on Long-Term Debt,,,,37.0,34.0,34.0
R&D Expense From Footnotes,116.0,100.0,78.0,82.0,75.0,75.0
Foreign Sales,9293.0,11902.0,13677.0,11408.0,5554.0,5554.0
