Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,3145.0,4409.0,5902.0,5063.0,3097.0,3097.0
Other Revenues,53.0,78.0,150.0,62.0,25.0,25.0
Total Revenues,3198.0,4487.0,6052.0,5125.0,3122.0,3122.0
Cost Of Revenues,1358.0,1315.0,1417.0,1317.0,1151.0,1151.0
Gross Profit,1840.0,3172.0,4635.0,3808.0,1971.0,1971.0
Selling General & Admin Expenses,473.0,390.0,408.0,353.0,258.0,258.0
Depreciation & Amortization,2156.0,2372.0,2441.0,2397.0,2316.0,2316.0
Other Operating Expense/(Income),217.0,219.0,313.0,383.0,84.0,84.0
Total Operating Expenses,3236.0,3619.0,3451.0,3282.0,2839.0,2839.0
Operating Income,"(1,396.0)",(447.0),1184.0,526.0,(868.0),(868.0)
Interest Expense,(367.0),(324.0),(280.0),(280.0),(267.0),(267.0)
Interest And Investment Income,14.0,34.0,32.0,25.0,5.0,5.0
Net Interest Expenses,(353.0),(290.0),(248.0),(255.0),(262.0),(262.0)
Currency Exchange Gains (Loss),6.0,8.0,9.0,4.0,,
Other Non Operating Income (Expenses),15.0,12.0,13.0,7.0,6.0,6.0
"EBT, Excl. Unusual Items","(1,553.0)",(461.0),1183.0,369.0,"(1,285.0)","(1,285.0)"
"EBT, Incl. Unusual Items","(1,164.0)",(454.0),1427.0,392.0,"(1,465.0)","(1,465.0)"
Income Tax Expense,923.0,376.0,331.0,(88.0),(14.0),(14.0)
Earnings From Continuing Operations,"(2,087.0)",(830.0),1096.0,480.0,"(1,451.0)","(1,451.0)"
Earnings Of Discontinued Operations,(53.0),"(4,893.0)",,,,
Net Income to Company,"(2,140.0)","(5,723.0)",1096.0,480.0,"(1,451.0)","(1,451.0)"
Net Income,"(2,140.0)","(5,723.0)",1096.0,480.0,"(1,451.0)","(1,451.0)"
NI to Common Incl Extra Items,"(2,140.0)","(5,723.0)",1096.0,480.0,"(1,451.0)","(1,451.0)"
NI to Common Excl. Extra Items,"(2,087.0)",(830.0),1096.0,480.0,"(1,451.0)","(1,451.0)"
Revenue Per Share,$3.90,$5.28,$7.15,$6.33,$3.94,$3.94
Basic EPS,($2.61),($6.73),$1.30,$0.59,($1.83),($1.83)
Basic EPS - Continuing Ops,($2.55),($0.98),$1.30,$0.59,($1.83),($1.83)
Basic Weighted Average Shares Outst.,819.0,850.0,846.0,810.0,792.0,792.0
Diluted EPS,($2.61),($6.73),$1.29,$0.59,($1.83),($1.83)
Diluted EPS - Continuing Ops,($2.55),($0.98),$1.29,$0.59,($1.83),($1.83)
Diluted Weighted Average Shares Outst.,819.0,850.0,847.0,810.0,792.0,792.0
Normalized Basic EPS,($1.19),($0.34),$0.87,$0.28,($1.01),($1.01)
Normalized Diluted EPS,($1.19),($0.34),$0.87,$0.28,($1.01),($1.01)
Dividend Per Share,$0.20,$0.20,$0.20,$0.20,$0.06,$0.06
Payout Ratio,NM,NM,15.42%,33.75%,NM,NM
EBITDA,1022.0,2400.0,3833.0,3021.0,1605.0,1605.0
EBITA,"(1,396.0)",(447.0),1184.0,557.0,(856.0),(856.0)
EBIT,"(1,396.0)",(447.0),1184.0,526.0,(868.0),(868.0)
EBITDAR,1109.0,,,,,
Effective Tax Rate,NM,NM,23.2%,NM,NM,NM
Normalized Net Income,(970.6),(288.1),739.4,230.6,(803.1),(803.1)
Interest Capitalized,18.0,3.0,,,,
Foreign Sales,770.0,1140.0,1340.0,450.0,173.0,173.0
