Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,2348.0,2489.0,2714.5,2893.6,3198.1,3198.1
Total Revenues,2348.0,2489.0,2714.5,2893.6,3198.1,3198.1
Cost Of Revenues,809.1,875.8,953.5,987.6,1132.7,1132.7
Gross Profit,1538.9,1613.2,1761.0,1906.0,2065.5,2065.5
Selling General & Admin Expenses,866.8,967.3,1065.9,1032.5,1052.7,1052.7
R&D Expenses,167.6,222.4,246.2,261.4,269.3,269.3
Total Operating Expenses,1061.0,1220.7,1345.4,1332.5,1364.1,1364.1
Operating Income,477.8,392.5,415.6,573.5,701.4,701.4
Interest Expense,(18.6),(18.8),(43.2),(49.4),(69.1),(69.1)
Interest And Investment Income,14.7,17.9,26.9,34.4,29.1,29.1
Net Interest Expenses,(3.9),(1.0),(16.3),(15.0),(40.0),(40.0)
Currency Exchange Gains (Loss),(1.0),0.4,(1.7),(1.4),(9.7),(9.7)
"EBT, Excl. Unusual Items",472.9,392.0,397.7,556.0,638.6,638.6
"EBT, Incl. Unusual Items",466.4,314.2,343.1,531.4,603.0,603.0
Income Tax Expense,145.6,91.4,44.7,53.4,45.9,45.9
Earnings From Continuing Operations,320.7,222.8,298.4,478.0,557.1,557.1
Net Income to Company,320.7,222.8,298.4,478.0,557.1,557.1
Net Income,320.7,222.8,298.4,478.0,557.1,557.1
NI to Common Incl Extra Items,320.7,222.8,298.4,478.0,557.1,557.1
NI to Common Excl. Extra Items,320.7,222.8,298.4,478.0,557.1,557.1
Revenue Per Share,$13.42,$14.51,$16.22,$17.78,$19.68,$19.68
Basic EPS,$1.83,$1.30,$1.78,$2.94,$3.43,$3.43
Basic EPS - Continuing Ops,$1.83,$1.30,$1.78,$2.94,$3.43,$3.43
Basic Weighted Average Shares Outst.,174.9,171.6,167.3,162.7,162.5,162.5
Diluted EPS,$1.82,$1.29,$1.76,$2.90,$3.37,$3.37
Diluted EPS - Continuing Ops,$1.82,$1.29,$1.76,$2.90,$3.37,$3.37
Diluted Weighted Average Shares Outst.,176.2,172.7,169.2,164.6,165.2,165.2
Normalized Basic EPS,$1.69,$1.43,$1.49,$2.14,$2.46,$2.46
Normalized Diluted EPS,$1.68,$1.42,$1.47,$2.11,$2.42,$2.42
EBITDA,723.9,659.8,703.2,845.4,1021.4,1021.4
EBITA,504.5,423.5,448.9,612.1,743.4,743.4
EBIT,477.8,392.5,415.6,573.5,701.4,701.4
EBITDAR,795.1,736.6,785.6,1053.7,1267.8,1267.8
Effective Tax Rate,31.2%,29.1%,13.0%,10.0%,7.6%,7.6%
Normalized Net Income,295.6,245.0,248.5,347.5,399.1,399.1
Interest Capitalized,3.4,4.0,4.5,6.2,4.3,4.3
Interest on Long-Term Debt,,,47.7,55.6,73.5,73.5
R&D Expense From Footnotes,255.9,327.5,393.0,430.2,427.7,427.7
Foreign Sales,720.0,851.8,1031.2,1199.4,1420.7,1420.7
