Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,14270.0,14748.0,15374.0,15146.0,13834.0,14338.0
Total Revenues,14270.0,14748.0,15374.0,15146.0,13834.0,14338.0
Cost Of Revenues,7665.0,8209.0,9001.0,8619.0,7743.0,8067.0
Gross Profit,6605.0,6539.0,6373.0,6527.0,6091.0,6271.0
Selling General & Admin Expenses,3555.0,3554.0,3573.0,3638.0,3423.0,3394.0
R&D Expenses,453.0,451.0,441.0,432.0,379.0,380.0
Depreciation & Amortization,319.0,331.0,354.0,375.0,371.0,368.0
Other Operating Expense/(Income),174.0,88.0,100.0,92.0,108.0,103.0
Total Operating Expenses,4622.0,4553.0,4611.0,4673.0,4419.0,4386.0
Operating Income,1983.0,1986.0,1762.0,1854.0,1672.0,1885.0
Interest Expense,(125.0),(105.0),(118.0),(132.0),(138.0),(136.0)
Interest And Investment Income,26.0,20.0,23.0,32.0,23.0,20.0
Net Interest Expenses,(99.0),(85.0),(95.0),(100.0),(115.0),(116.0)
Currency Exchange Gains (Loss),14.0,14.0,55.0,55.0,30.0,11.0
Other Non Operating Income (Expenses),67.0,67.0,65.0,71.0,55.0,50.0
"EBT, Excl. Unusual Items",1973.0,1994.0,1803.0,1891.0,1650.0,1838.0
"EBT, Incl. Unusual Items",779.0,2005.0,1693.0,1661.0,1362.0,1542.0
Income Tax Expense,214.0,615.0,353.0,392.0,291.0,334.0
Earnings From Continuing Operations,565.0,1390.0,1340.0,1269.0,1071.0,1208.0
Earnings Of Discontinued Operations,330.0,225.0,18.0,,3.0,3.0
Net Income to Company,895.0,1615.0,1358.0,1269.0,1074.0,1211.0
Minority Interest,(22.0),(21.0),(17.0),(26.0),(15.0),(17.0)
Net Income,873.0,1594.0,1341.0,1243.0,1059.0,1194.0
NI to Common Incl Extra Items,873.0,1594.0,1341.0,1243.0,1059.0,1194.0
NI to Common Excl. Extra Items,543.0,1369.0,1323.0,1243.0,1056.0,1191.0
Revenue Per Share,$53.73,$57.59,$63.03,$63.93,$58.42,$60.49
Basic EPS,$3.29,$6.22,$5.50,$5.25,$4.47,$5.04
Basic EPS - Continuing Ops,$2.04,$5.35,$5.42,$5.25,$4.46,$5.02
Basic Weighted Average Shares Outst.,265.6,256.1,243.9,236.9,236.8,237.0
Diluted EPS,$3.27,$6.18,$5.47,$5.22,$4.45,$5.01
Diluted EPS - Continuing Ops,$2.04,$5.31,$5.40,$5.22,$4.44,$5.00
Diluted Weighted Average Shares Outst.,267.4,257.8,245.4,238.2,237.9,238.2
Normalized Basic EPS,$4.56,$4.78,$4.55,$4.88,$4.29,$4.77
Normalized Diluted EPS,$4.53,$4.75,$4.52,$4.85,$4.27,$4.75
Dividend Per Share,$1.56,$1.70,$1.86,$1.98,$2.10,$2.13
Payout Ratio,47.42%,27.23%,33.78%,37.65%,46.84%,42.21%
EBITDA,2423.0,2446.0,2259.0,2365.0,2181.0,2394.0
EBITA,2104.0,2115.0,1905.0,1990.0,1810.0,2026.0
EBIT,1983.0,1986.0,1762.0,1854.0,1672.0,1885.0
EBITDAR,2696.0,2734.0,2548.0,2597.0,2421.0,
Effective Tax Rate,27.5%,30.7%,20.9%,23.6%,21.4%,21.7%
Normalized Net Income,1211.1,1225.3,1109.9,1155.9,1016.3,1131.8
Interest Capitalized,8.0,7.0,4.0,6.0,6.0,
Interest on Long-Term Debt,,,,7.0,7.0,
R&D Expense From Footnotes,473.0,472.0,464.0,456.0,401.0,402.0
Foreign Earnings,1206.0,2292.0,2118.0,2271.0,2109.0,
Foreign Sales,8016.0,14748.0,15374.0,15146.0,13834.0,
