Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,3685.0,4130.0,4429.0,4590.0,4124.0,4124.0
Total Revenues,3685.0,4130.0,4429.0,4590.0,4124.0,4124.0
Cost Of Revenues,2842.0,3696.0,3512.0,3416.0,3297.0,3297.0
Gross Profit,843.0,434.0,917.0,1174.0,827.0,827.0
Selling General & Admin Expenses,177.0,195.0,211.0,233.0,205.0,205.0
Other Operating Expense/(Income),105.0,13.0,(18.0),5.0,,
Total Operating Expenses,282.0,208.0,193.0,238.0,205.0,205.0
Operating Income,561.0,226.0,724.0,936.0,622.0,622.0
Interest Expense,(200.0),(315.0),(241.0),(237.0),(179.0),(179.0)
Interest And Investment Income,5.0,12.0,13.0,20.0,18.0,18.0
Net Interest Expenses,(195.0),(303.0),(228.0),(217.0),(161.0),(161.0)
Currency Exchange Gains (Loss),(93.0),(2.0),5.0,1.0,(5.0),(5.0)
Other Non Operating Income (Expenses),2.0,1.0,6.0,1.0,,
"EBT, Excl. Unusual Items",130.0,(69.0),543.0,716.0,467.0,467.0
"EBT, Incl. Unusual Items",(226.0),(125.0),547.0,772.0,463.0,463.0
Income Tax Expense,(68.0),(575.0),119.0,126.0,31.0,31.0
Earnings From Continuing Operations,(158.0),450.0,428.0,646.0,432.0,432.0
Net Income to Company,(158.0),450.0,428.0,646.0,432.0,432.0
Minority Interest,(119.0),(92.0),(138.0),(153.0),(115.0),(115.0)
Net Income,(277.0),358.0,290.0,493.0,317.0,317.0
NI to Common Incl Extra Items,(277.0),358.0,290.0,493.0,317.0,317.0
NI to Common Excl. Extra Items,(277.0),358.0,290.0,493.0,317.0,317.0
Revenue Per Share,$15.81,$17.69,$19.04,$20.84,$19.19,$19.19
Basic EPS,($1.19),$1.53,$1.25,$2.24,$1.48,$1.48
Basic EPS - Continuing Ops,($1.19),$1.53,$1.25,$2.24,$1.48,$1.48
Basic Weighted Average Shares Outst.,233.1,233.5,232.6,220.2,214.9,214.9
Diluted EPS,($1.19),$1.53,$1.24,$2.23,$1.47,$1.47
Diluted EPS - Continuing Ops,($1.19),$1.53,$1.24,$2.23,$1.47,$1.47
Diluted Weighted Average Shares Outst.,233.1,233.9,233.8,221.6,215.2,215.2
Normalized Basic EPS,($0.16),($0.58),$0.87,$1.34,$0.82,$0.82
Normalized Diluted EPS,($0.16),($0.58),$0.86,$1.33,$0.82,$0.82
Dividend Per Share,$1.20,$1.20,$1.20,$1.20,$1.20,$1.20
Payout Ratio,NM,78.21%,96.55%,53.75%,81.39%,81.39%
EBITDA,1239.0,1109.0,1612.0,1811.0,1514.0,1514.0
EBITA,568.0,235.0,731.0,944.0,630.0,630.0
EBIT,561.0,226.0,724.0,936.0,622.0,622.0
EBITDAR,1350.0,1234.0,1733.0,1936.0,1644.0,1644.0
Effective Tax Rate,NM,NM,21.8%,16.3%,6.7%,6.7%
Normalized Net Income,(37.8),(135.1),201.4,294.5,176.9,176.9
Interest Capitalized,166.0,2.0,1.0,2.0,,
Foreign Sales,957.0,1279.0,1269.0,1203.0,1088.0,1088.0
