Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,11031.0,11326.0,11458.0,11443.0,11438.0,11438.0
"Other Revenues, Total",76.0,78.0,79.0,86.0,88.0,88.0
Total Revenues,11107.0,11404.0,11537.0,11529.0,11526.0,11526.0
Fuel & Purchased Power,3502.0,3547.0,3644.0,3289.0,3274.0,3274.0
Operations And Maintenance,2259.0,2213.0,2307.0,2280.0,2251.0,2251.0
Depreciation & Amortization,1303.0,1479.0,1642.0,1765.0,1948.0,1948.0
Other Operating Expenses,1626.0,1851.0,1883.0,1896.0,1707.0,1707.0
Total Operating Expenses,8906.0,9300.0,9686.0,9451.0,9418.0,9418.0
Operating Income,2201.0,2104.0,1851.0,2078.0,2108.0,2108.0
"Interest Expense, Total",(647.0),(663.0),(700.0),(773.0),(840.0),(840.0)
Net Interest Expenses,(647.0),(663.0),(700.0),(773.0),(840.0),(840.0)
Allow. For Equity Funds Used For Const.,60.0,75.0,108.0,77.0,115.0,115.0
Allow. For Borrowed Funds Used For Const.,27.0,35.0,48.0,37.0,42.0,42.0
Other Non-Operating Inc. (Exp.),21.0,109.0,100.0,42.0,2.0,2.0
"EBT, Excl. Unusual Items",1704.0,1690.0,1442.0,1500.0,1467.0,1467.0
"EBT, Incl. Unusual Items",1704.0,1690.0,1442.0,1500.0,1467.0,1467.0
Income Tax Expense,581.0,542.0,181.0,128.0,(6.0),(6.0)
Earnings From Continuing Operations,1123.0,1148.0,1261.0,1372.0,1473.0,1473.0
Net Income to Company,1123.0,1148.0,1261.0,1372.0,1473.0,1473.0
Net Income,1123.0,1148.0,1261.0,1372.0,1473.0,1473.0
NI to Common Incl Extra Items,1123.0,1148.0,1261.0,1372.0,1473.0,1473.0
NI to Common Excl. Extra Items,1123.0,1148.0,1261.0,1372.0,1473.0,1473.0
Revenue Per Share,$21.82,$22.40,$22.58,$22.21,$21.87,$21.87
Basic EPS,$2.21,$2.26,$2.47,$2.64,$2.80,$2.80
Basic EPS - Continuing Ops,$2.21,$2.26,$2.47,$2.64,$2.80,$2.80
Basic Weighted Average Shares Outst.,509.0,509.0,511.0,519.0,527.0,527.0
Diluted EPS,$2.21,$2.25,$2.47,$2.64,$2.79,$2.79
Diluted EPS - Continuing Ops,$2.21,$2.25,$2.47,$2.64,$2.79,$2.79
Diluted Weighted Average Shares Outst.,509.0,509.0,511.0,520.0,528.0,528.0
Normalized Basic EPS,$2.09,$2.08,$1.76,$1.81,$1.74,$1.74
Normalized Diluted EPS,$2.09,$2.08,$1.76,$1.80,$1.74,$1.74
Dividend Per Share,$1.36,$1.44,$1.52,$1.62,$1.72,$1.72
Payout Ratio,60.64%,62.80%,57.89%,57.65%,58.11%,58.11%
EBITDA,3637.0,3713.0,3632.0,3811.0,4190.0,4190.0
EBITA,2201.0,2104.0,1851.0,2078.0,2108.0,2108.0
EBIT,2201.0,2104.0,1851.0,2078.0,2108.0,2108.0
EBITDAR,3892.0,3959.0,3880.0,4066.0,4454.0,4454.0
Effective Tax Rate,34.1%,32.1%,12.6%,8.5%,NM,NM
Normalized Net Income,1065.0,1056.3,901.3,937.5,916.9,916.9
Interest Capitalized,27.0,35.0,48.0,37.0,42.0,42.0
Interest on Long-Term Debt,,20.0,19.0,19.0,18.0,18.0
