Income Statement,Dec 2016,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,6007.3,6435.9,7557.6,8122.6,8879.7,9222.0
Other Revenues,548.1,753.7,1057.2,1042.7,756.9,751.9
Total Revenues,6555.5,7189.6,8614.9,9165.3,9636.6,9973.9
Cost Of Revenues,5276.7,5888.0,7154.2,7527.8,8014.9,8298.2
Gross Profit,1278.7,1301.6,1460.7,1637.5,1621.7,1675.6
Selling General & Admin Expenses,165.5,249.5,292.7,325.8,314.6,320.0
Depreciation & Amortization,361.5,383.5,435.9,499.1,527.4,534.8
Other Operating Expense/(Income),46.0,44.8,51.1,55.3,54.3,54.8
Total Operating Expenses,572.9,677.8,779.6,880.3,896.3,909.6
Operating Income,705.8,623.8,681.0,757.2,725.4,766.0
Interest Expense,(25.3),(28.8),(40.4),(54.7),(47.6),(47.6)
Interest And Investment Income,0.1,0.2,0.2,1.8,0.5,0.5
Net Interest Expenses,(25.2),(28.6),(40.2),(52.9),(47.1),(47.1)
"EBT, Excl. Unusual Items",680.6,595.2,640.8,704.3,678.3,718.9
"EBT, Incl. Unusual Items",695.8,595.2,640.8,680.9,666.0,718.9
Income Tax Expense,263.7,(91.0),151.2,164.6,160.0,171.1
Earnings From Continuing Operations,432.1,686.3,489.6,516.3,506.0,547.8
Net Income to Company,432.1,686.3,489.6,516.3,506.0,547.8
Net Income,432.1,686.3,489.6,516.3,506.0,547.8
NI to Common Incl Extra Items,432.1,686.3,489.6,516.3,506.0,547.8
NI to Common Excl. Extra Items,432.1,686.3,489.6,516.3,506.0,547.8
Revenue Per Share,$58.28,$65.37,$78.76,$85.39,$91.17,$94.39
Basic EPS,$3.84,$6.24,$4.48,$4.81,$4.79,$5.18
Basic EPS - Continuing Ops,$3.84,$6.24,$4.48,$4.81,$4.79,$5.18
Basic Weighted Average Shares Outst.,112.5,110.0,109.4,107.3,105.7,105.7
Diluted EPS,$3.81,$6.18,$4.43,$4.77,$4.74,$5.13
Diluted EPS - Continuing Ops,$3.81,$6.18,$4.43,$4.77,$4.74,$5.13
Diluted Weighted Average Shares Outst.,113.4,111.0,110.4,108.3,106.8,106.7
Normalized Basic EPS,$3.78,$3.38,$3.66,$4.10,$4.01,$4.25
Normalized Diluted EPS,$3.75,$3.35,$3.63,$4.06,$3.97,$4.21
Dividend Per Share,$0.88,$0.92,$0.96,$1.04,$1.08,$1.09
Payout Ratio,22.91%,14.77%,21.45%,21.66%,22.57%,
EBITDA,1067.3,1007.3,1116.9,1256.4,1252.8,1295.2
EBITA,706.8,628.0,689.6,769.6,739.2,766.0
EBIT,705.8,623.8,681.0,757.2,725.4,766.0
EBITDAR,1111.4,4658.1,5551.5,5828.7,6257.1,
Effective Tax Rate,37.9%,NM,23.6%,24.2%,24.0%,23.8%
Normalized Net Income,425.4,372.0,400.5,440.2,424.0,449.3
Interest on Long-Term Debt,25.3,28.8,40.4,54.7,47.6,
