Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,36.46%,3.44%,(19.29%),(15.96%),0.00%
Total Revenues,36.46%,3.44%,(19.29%),(15.96%),0.00%
Cost Of Revenues,46.83%,(1.21%),(27.96%),(24.72%),0.00%
Gross Profit,8.70%,20.28%,6.49%,1.65%,0.00%
Selling General & Admin Expenses,10.41%,11.11%,6.90%,(11.05%),0.00%
Depreciation & Amortization,3.77%,5.47%,11.20%,21.43%,0.00%
Other Operating Expense/(Income),10.75%,5.62%,14.66%,4.93%,0.00%
Total Operating Expenses,8.17%,8.83%,8.86%,0.76%,0.00%
Operating Income,9.18%,30.50%,4.73%,2.34%,0.00%
Interest Expense,(3.41%),-3.30%,(4.72%),(44.96%),0.00%
Net Interest Expenses,(3.41%),-3.30%,(4.72%),(44.96%),0.00%
Other Non Operating Income (Expenses),,,754.93%,(50.21%),0.00%
"EBT, Excl. Unusual Items",11.79%,43.13%,9.16%,(14.05%),0.00%
"EBT, Incl. Unusual Items",8.65%,45.84%,8.77%,(51.40%),0.00%
Income Tax Expense,110.58%,(18.86%),2.62%,(49.11%),0.00%
Earnings From Continuing Operations,(20.39%),94.61%,10.70%,(52.07%),0.00%
Net Income to Company,(20.17%),94.61%,10.70%,(52.07%),0.00%
Minority Interest,-47.46%,-98.38%,,,
Net Income,10.17%,196.95%,11.02%,(52.07%),0.00%
Preferred Dividend and Other Adjustments,,43.42%,0.00%,0.00%,0.00%
NI to Common Incl Extra Items,9.95%,197.26%,11.03%,(52.12%),0.00%
NI to Common Excl. Extra Items,9.32%,197.26%,11.03%,(52.12%),0.00%
Revenue Per Share,(3.14%),(25.21%),(19.68%),(19.39%),0.00%
Basic EPS,(22.08%),115.09%,10.32%,(54.08%),0.00%
Basic EPS - Continuing Ops,(22.55%),115.09%,10.32%,(54.08%),0.00%
Basic Weighted Average Shares Outst.,40.90%,38.32%,0.50%,4.24%,0.00%
Diluted EPS,(22.29%),115.50%,10.43%,(53.78%),0.00%
Diluted EPS - Continuing Ops,(22.75%),115.50%,10.43%,(53.78%),0.00%
Diluted Weighted Average Shares Outst.,41.15%,38.17%,0.30%,3.93%,0.00%
Normalized Basic EPS,61.67%,49.13%,8.83%,(17.44%),0.00%
Normalized Diluted EPS,60.43%,50.10%,9.29%,(17.24%),0.00%
Dividend Per Share,16.87%,15.80%,7.93%,3.60%,0.00%
Payout Ratio,45.45%,(45.79%),(1.65%),129.80%,0.00%
EBITDA,7.91%,24.85%,5.97%,6.16%,0.00%
EBITA,9.10%,30.24%,4.70%,2.27%,0.00%
EBIT,9.18%,30.50%,4.73%,2.34%,0.00%
EBITDAR,,,,6.58%,
Effective Tax Rate,93.84%,(44.36%),(5.66%),4.70%,0.00%
Normalized Net Income,127.04%,106.83%,9.54%,(14.05%),0.00%
Interest Capitalized,(47.97%),409.29%,282.28%,(29.68%),
Interest on Long-Term Debt,,,,(29.11%),
