Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,14.77%,21.72%,8.95%,(28.88%),(21.84%)
Other Revenues,6.93%,6.95%,9.06%,6.36%,7.15%
Total Revenues,14.23%,20.76%,8.95%,(26.84%),(20.03%)
Cost Of Revenues,15.41%,20.08%,8.81%,(24.43%),(18.43%)
Gross Profit,7.70%,24.79%,9.76%,(40.43%),(29.51%)
Selling General & Admin Expenses,(2.85%),14.13%,6.85%,(18.61%),(19.15%)
R&D Expenses,7.08%,15.64%,6.70%,(16.14%),(11.37%)
Total Operating Expenses,0.80%,14.72%,6.79%,(17.64%),(16.13%)
Operating Income,10.07%,27.97%,10.60%,(46.66%),(33.63%)
Interest Expense,,,,-9.38%,-73.72%
Interest And Investment Income,9.63%,104.82%,13.83%,(56.38%),(66.45%)
Net Interest Expenses,4.35%,115.18%,0.55%,(62.59%),(61.07%)
Currency Exchange Gains (Loss),-75.93%,(35.90%),(41.51%),,(91.09%)
"EBT, Excl. Unusual Items",10.69%,29.31%,10.28%,(46.83%),(34.62%)
"EBT, Incl. Unusual Items",92.26%,29.31%,10.28%,(46.51%),(34.25%)
Income Tax Expense,(18.17%),23.49%,15.64%,(49.46%),(36.84%)
Earnings From Continuing Operations,221.10%,31.04%,8.78%,(45.63%),(33.48%)
Net Income to Company,221.10%,31.04%,8.78%,(45.63%),(33.48%)
Net Income,221.10%,31.04%,8.78%,(45.63%),(33.48%)
NI to Common Incl Extra Items,221.10%,31.04%,8.78%,(45.63%),(33.48%)
NI to Common Excl. Extra Items,221.10%,31.04%,8.78%,(45.63%),(33.48%)
Revenue Per Share,13.98%,21.07%,10.24%,(26.82%),(20.06%)
Basic EPS,219.49%,31.38%,10.14%,(45.58%),(33.51%)
Basic EPS - Continuing Ops,219.49%,31.38%,10.14%,(45.58%),(33.51%)
Basic Weighted Average Shares Outst.,0.23%,(0.26%),(1.17%),(0.03%),0.04%
Diluted EPS,220.95%,31.37%,10.10%,(45.56%),(33.32%)
Diluted EPS - Continuing Ops,220.95%,31.37%,10.10%,(45.56%),(33.32%)
Diluted Weighted Average Shares Outst.,0.31%,(0.31%),(1.22%),(0.03%),0.09%
Normalized Basic EPS,10.28%,29.64%,11.67%,(46.78%),(34.65%)
Normalized Diluted EPS,10.29%,29.68%,11.71%,(46.78%),(34.67%)
Dividend Per Share,3.13%,10.10%,17.43%,0.00%,0.00%
Payout Ratio,(86.85%),113.65%,30.14%,(28.40%),
EBITDA,33.71%,16.80%,(7.67%),(42.52%),(31.46%)
EBITA,10.07%,27.97%,10.60%,(46.66%),(33.63%)
EBIT,10.07%,27.97%,10.60%,(46.66%),(33.63%)
EBITDAR,33.37%,16.82%,(8.03%),(42.29%),
Effective Tax Rate,(57.44%),(4.50%),4.85%,(5.52%),(3.95%)
Normalized Net Income,10.69%,29.31%,10.28%,(46.83%),(34.62%)
Interest on Long-Term Debt,,,,0.00%,
R&D Expense From Footnotes,7.08%,15.64%,6.70%,(16.14%),(11.37%)
Foreign Sales,14.26%,15.73%,1.46%,(21.74%),
