Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Rental Revenue,(0.06%),1.63%,(3.27%),(71.55%),0.00%
Other Revenue,(1.63%),4.15%,2.24%,(70.08%),0.00%
Total Revenues,(0.62%),2.53%,(1.28%),(71.00%),0.00%
Property Expenses,(1.40%),1.99%,(1.54%),(54.93%),0.00%
Selling General & Admin Exp.,2.08%,6.12%,2.88%,(16.82%),0.00%
Depreciation & Amortization,(2.21%),(3.39%),(3.22%),0.45%,0.00%
Total Operating Expenses,(1.45%),1.26%,(1.69%),(46.19%),0.00%
Operating Income,5.00%,10.61%,1.11%,,0.00%
Total Interest Expense,(8.44%),(5.39%),(26.14%),-12.61%,0.00%
Interest and Investment Income,100.00%,150.00%,113.33%,(75.00%),0.00%
Net Interest Expenses,(6.62%),0.00%,(18.01%),-2.11%,0.00%
Other Non Operating Income,,"2,533.33%",,,0.00%
"EBT, Excl. Unusual Items",5.06%,53.01%,(29.36%),,0.00%
Gain (Loss) on Sale of Assets,(60.87%),571.72%,(48.42%),(39.65%),0.00%
Asset Writedown,,(504.65%),-94.62%,,
"EBT, Incl. Unusual Items",(19.73%),99.85%,(26.06%),,0.00%
Income Tax Expense,100.00%,87.50%,(80.00%),,0.00%
Earnings From Continuing Operations,(25.94%),101.58%,(19.03%),,0.00%
Net Income to Company,(25.94%),101.58%,(19.03%),,0.00%
Minority Interest,-22.22%,(814.29%),-81.25%,,0.00%
Net Income,(25.98%),92.73%,(15.36%),,0.00%
NI to Common Incl Extra Items,(25.98%),92.73%,(15.36%),,0.00%
NI to Common Excl. Extra Items,(25.98%),92.73%,(15.36%),,0.00%
Revenue Per Share,(0.08%),2.42%,(0.03%),(70.01%),0.00%
Basic EPS,(25.86%),93.33%,(14.30%),,0.00%
Basic EPS - Continuing Ops,(25.86%),93.33%,(14.30%),,0.00%
Basic Weighted Average Shares Outst.,(0.59%),0.16%,(1.28%),(3.34%),0.00%
Diluted EPS,(25.49%),93.33%,(14.30%),,0.00%
Diluted EPS - Continuing Ops,(25.49%),93.33%,(14.30%),,0.00%
Diluted Weighted Average Shares Outst.,(0.62%),0.20%,(1.28%),(3.45%),0.00%
Normalized Basic EPS,7.15%,38.45%,(21.06%),,0.00%
Normalized Diluted EPS,7.07%,38.30%,(21.14%),,0.00%
Dividend Per Share,0.00%,0.00%,0.00%,(75.00%),0.00%
Payout Ratio,42.35%,(48.03%),17.02%,,0.00%
FFO,,,,,0.00%
FFO Payout Ratio %,,,,,0.00%
FFO Per Share (Diluted),,,,,0.00%
FFO Shares (Diluted),,,,(3.45%),0.00%
EBITDA,1.33%,3.74%,(0.87%),,0.00%
EBITA,5.00%,10.61%,1.11%,,0.00%
EBIT,5.00%,10.61%,1.11%,,0.00%
EBITDAR,1.40%,3.47%,(0.82%),,
Effective Tax Rate,149.26%,(6.19%),(72.95%),633.74%,0.00%
Normalized Net Income,5.79%,38.05%,(22.60%),,0.00%
Interest Capitalized,(66.67%),200.00%,33.33%,25.00%,
Interest on Long-Term Debt,7.01%,6.55%,22.91%,(10.00%),
Foreign Sales,(25.73%),(15.75%),(17.76%),(77.27%),
