Income Statement,Dec 2017,Dec 2018,Dec 2019,Dec 2020,TTM
Revenues,(0.30%),69.30%,7.57%,0.70%,0.00%
Total Revenues,(0.30%),69.30%,7.57%,0.70%,0.00%
Cost Of Revenues,(3.02%),49.81%,8.15%,2.53%,0.00%
Gross Profit,4.38%,100.56%,6.88%,(1.52%),0.00%
Selling General & Admin Expenses,9.67%,55.73%,1.71%,(5.41%),0.00%
R&D Expenses,2.90%,107.88%,3.61%,(3.42%),0.00%
Total Operating Expenses,8.00%,67.96%,2.26%,(4.83%),0.00%
Operating Income,(0.75%),150.88%,11.66%,1.62%,0.00%
Interest Expense,(25.98%),(68.13%),(19.26%),-5.67%,0.00%
Interest And Investment Income,50.00%,55.56%,35.71%,(94.74%),0.00%
Net Interest Expenses,(25.76%),(68.27%),(19.08%),-4.61%,0.00%
"EBT, Excl. Unusual Items",(6.04%),172.39%,10.45%,2.70%,0.00%
"EBT, Incl. Unusual Items",(47.01%),535.07%,7.66%,11.42%,0.00%
Income Tax Expense,356.89%,(69.07%),57.49%,35.34%,0.00%
Earnings From Continuing Operations,,,1.10%,6.51%,0.00%
Earnings Of Discontinued Operations,729.01%,,(142.53%),-55.29%,0.00%
Net Income to Company,154.32%,(5.00%),(6.12%),14.66%,0.00%
Minority Interest,0.00%,(261.54%),-70.21%,,0.00%
Net Income,156.24%,(6.29%),(4.92%),15.52%,0.00%
Preferred Dividend and Other Adjustments,,,(37.50%),(6.67%),0.00%
NI to Common Incl Extra Items,156.73%,(6.74%),(4.76%),15.59%,0.00%
NI to Common Excl. Extra Items,,,2.55%,7.27%,0.00%
Revenue Per Share,(0.56%),69.14%,10.58%,1.53%,0.00%
Basic EPS,155.83%,(6.82%),(2.16%),16.52%,0.00%
Basic EPS - Continuing Ops,,,5.46%,8.24%,0.00%
Basic Weighted Average Shares Outst.,0.27%,0.11%,(2.71%),(0.81%),0.00%
Diluted EPS,155.83%,(7.52%),(1.88%),16.67%,0.00%
Diluted EPS - Continuing Ops,,,5.67%,8.29%,0.00%
Diluted Weighted Average Shares Outst.,(0.21%),1.21%,(2.85%),(1.07%),0.00%
Normalized Basic EPS,(6.60%),171.16%,15.05%,4.14%,0.00%
Normalized Diluted EPS,(5.97%),168.22%,15.19%,4.40%,0.00%
Dividend Per Share,0.00%,36.36%,82.22%,9.76%,0.00%
Payout Ratio,(60.88%),7.21%,147.90%,(5.94%),0.00%
EBITDA,(1.17%),127.42%,11.83%,2.45%,0.00%
EBITA,0.07%,149.65%,10.99%,1.47%,0.00%
EBIT,(0.75%),150.88%,11.66%,1.62%,0.00%
EBITDAR,(0.16%),123.60%,11.99%,2.18%,
Effective Tax Rate,762.27%,(95.13%),46.24%,21.49%,0.00%
Normalized Net Income,(6.12%),171.14%,11.95%,3.36%,0.00%
Interest Capitalized,(50.00%),156.25%,14.63%,(25.53%),
R&D Expense From Footnotes,2.90%,107.88%,3.61%,(3.42%),0.00%
Foreign Sales,,,8.26%,3.79%,
